translatedText,text
ibi,evils
eviscerate,eviscerate
pọ si,exacerbate
exagerate,exagerate
exagerated,exagerated
exagerates,exagerates
Àsọdùn,exaggeration
binu,exasperate
binu,exasperated
ibinujẹ,exasperating
exasperatingly,exasperatingly
ibinu,exasperation
apọju,excessive
apọju,excessively
excoriate,excoriate
iyalẹnu,excruciating
excruciatingly,excruciatingly
ikewo,excuses
ṣiṣẹ,execrate
eefi,exhaust
ailera,exhaustion
tán,exhausts
exhorbitant,exhorbitant
iyanju,exhort
ìgbèkùn,exile
àṣejù,exorbitant
àṣejù,exorbitantance
apọju,exorbitantly
gbowolori,expensive
pari,expire
pari,expired
gbamu,explode
ilokulo,exploitation
ibẹjadi,explosive
yẹ,expropriate
imukuro,expropriation
imukuro,expulse
expunge,expunge
parun,exterminate
ìparun,extermination
pa,extinguish
gba owó,extort
ilokulo,extortion
ajeji,extraneous
apọju,extravagance
àṣejù,extravagant
apọju,extravagantly
ipanilaya,extremism
alatako,extremist
extremists,extremists
oju oju,eyesore
f ** k,f**k
pa irọ,fabricate
irọ,fabrication
facetious,facetious
facetiously,facetiously
daku,faint
alaigbagbọ,faithless
ṣubu,fall
awọn aṣiṣe,fallacies
eke,fallacious
fallaciously,fallaciously
itanjẹ,fallaciousness
iro,fallacy
ba ara won ja,fallout
ṣubu,falls
èké,false
iro,falsehood
eke,falsely
alaigbọran,falter
faltered,faltered
ìyàn,famine
ebi npa,famished
alakikanju,fanatic
fanatical,fanatical
fanatically,fanatically
fanaticism,fanaticism
fanatics,fanatics
alaanu,fanciful
ti o jinna,far-fetched
farcical,farcical
farcical-sibẹsibẹ-àkìjà,farcical-yet-provocative
farcically,farcically
airotẹlẹ,farfetched
fascism,fascism
fastidious,fastidious
ni kiakia,fastidiously
fastuous,fastuous
sanra,fat
sanra-ologbo,fat-cat
ologbo-ologbo,fat-cats
apaniyan,fatal
apaniyan,fatalistic
apaniyan,fatalistically
apaniyan,fatally
ọra,fatcat
awọn ologbo,fatcats
ayanmọ,fateful
ayanmọ,fatefully
alainilara,fathomless
fatique,fatique
ọra,fatty
ọra,fatuity
oloro,fatuous
laanu,fatuously
ẹbi,fault
awọn abawọn,faults
mẹhẹ,faulty
fawningly,fawningly
faze,faze
ni ibẹru,fearfully
ibẹrubojo,fears
alailagbara,feckless
alailera,feeblely
alailera,feebleminded
feign,feign
feint,feint
ṣubu,fell
odaran,felon
odaran,felonious
ferociously,ferociously
ferocity,ferocity
oyun,fetid
ibà,fever
ibà,feverish
ibà,fevers
fib,fib
okun,fibber
fickle,fickle
itanran,fiction
airotẹlẹ,fictional
airotẹlẹ,fictitious
fidget,fidget
fiend,fiend
fiendish,fiendish
imuna,fierce
olusin,figurehead
ẹgbin,filth
ẹlẹgbin,filthy
finagle,finagle
finicky,finicky
fissures,fissures
ikunku,fist
flabbergast,flabbergast
flabbergasted,flabbergasted
asia,flagging
asia,flagrant
ni gbangba,flagrantly
flair,flair
flairs,flairs
flak,flak
flake,flake
flakey,flakey
flakieness,flakieness
gbigbọn,flaking
flaky,flaky
igbunaya ina,flare
flares,flares
flareup,flareup
flareups,flareups
alapin-jade,flat-out
flaunt,flaunt
abawọn,flaw
abawọn,flawed
awọn abawọn,flaws
sá,flee
ẹjẹ,fleed
sá,fleeing
ọkọ ofurufu,fleer
igba pipẹ,fleeting
ṣiṣan,flicering
flicker,flicker
gbigbọn,flickering
flickers,flickers
ofurufu,flighty
flimflam,flimflam
alaigbọran,flimsy
flirt,flirt
flirty,flirty
pakà,floored
ṣiṣan,flounder
ṣiṣan,floundering
rirọ,flout
fluster,fluster
ọta,foe
aṣiwere,fooled
aṣiwere,foolhardy
aṣiwère,foolishly
aṣiwère,foolishness
leewọ,forbid
eewọ,forbidden
eewọ,forbidding
alagbara,forceful
foreboding,foreboding
forebodingly,forebodingly
padanu,forfeit
ayederu,forged
gbagbe,forgetfully
igbagbe,forgetfulness
forlorn,forlorn
forlornly,forlornly
kọ silẹ,forsake
kọ silẹ,forsaken
aṣọ asọ,forswear
ahon,foul
ahon,foully
ẹgbin,foulness
fractious,fractious
fractiously,fractiously
dida egungun,fracture
ẹlẹgẹ,fragile
pipin,fragmented
alailera,frail
ni igboya,frantically
ni igboya,franticly
fraught,fraught
frazzle,frazzle
frazzled,frazzled
ijamba,freak
freaking,freaking
freakish,freakish
freakishly,freakishly
awọn ẹru,freaks
di,freeze
didi,freezes
didi,freezing
frenetic,frenetic
frenetically,frenetically
frenzied,frenzied
ibanuje,fret
ibanuje,fretful
frets,frets
edekoyede,friction
frictions,frictions
Dín,fried
friggin,friggin
frigging,frigging
dẹruba,frighten
dẹruba,frighteningly
ẹru,frightful
ẹru,frightfully
onirẹlẹ,frigid
Frost,frost
ojuju,frown
didi,froze
tutunini,frozen
alaileso,fruitless
fruitlessly,fruitlessly
ibanuje,frustratingly
ibanuje,frustrations
fudge,fudge
asasala,fugitive
ni kikun,full-blown
pari,fulminate
fumble,fumble
èéfín,fume
èéfín,fumes
ipilẹṣẹ,fundamentalism
funky,funky
funnily,funnily
awada,funny
ni ibinu,furiously
ariwo,furor
ibinu,fury
ariwo,fuss
ariwo,fussy
fustigate,fustigate
fusty,fusty
asan,futile
asan,futilely
asan,futility
iruju,fuzzy
gbo,gabble
gaf,gaff
gafe,gaffe
gainsay,gainsay
oniwun,gainsayer
gall,gall
kikoro,galling
gallingly,gallingly
galls,galls
onijagidijagan,gangster
gape,gape
idoti,garbage
ẹṣọ,garish
mimi gulegule,gasp
gauche,gauche
gaudy,gaudy
gawk,gawk
gawky,gawky
geezer,geezer
ipaeyarun,genocide
di ọlọrọ,get-rich
ibanuje,ghastly
adugbo,ghetto
iwunilori,ghosting
gibber,gibber
gibberish,gibberish
gibe,gibe
gimmick,gimmick
gimmicked,gimmicked
gimmicking,gimmicking
gimmicks,gimmicks
gimmicky,gimmicky
didan,glare
glaringly,glaringly
glib,glib
ni irọrun,glibly
glitch,glitch
glitches,glitches
inu didùn,gloatingly
glower,glower
ikun,glut
gnawing,gnawing
afárá,goad
goading,goading
ọlọrun-buruju,god-awful
goof,goof
goofy,goofy
goon,goon
olofofo,gossip
oore -ofe,graceless
laanu,gracelessly
alọmọ,graft
ọkà,grainy
dojuko,grapple
wẹwẹ,grate
grating,grating
ibojì,gravely
ọra,greasy
ẹdun ọkan,grievance
ẹdun ọkan,grievances
banuje,grieve
ibinujẹ,grieving
ibanuje,grievous
ibanuje,grievously
koro,grim
ibanujẹ,grimace
pọn,grind
gripe,gripe
gripes,gripes
grisly,grisly
gritty,gritty
lasan,grossly
ẹlẹgẹ,grotesque
kigbe,grouch
alaigbọran,grouchy
ti ko ni ilẹ,groundless
grouse,grouse
igbe,growl
kikorò,grudge
kikorò,grudges
kikoro,grudging
kikoro,grudgingly
buruju,gruesome
gruesomely,gruesomely
gruff,gruff
kùn,grumble
kikoro,grumpier
kikoro julọ,grumpiest
ni igberaga,grumpily
kikoro,grumpish
kikoro,grumpy
arekereke,guile
ẹlẹṣẹ,guiltily
gutless,gutless
goôta,gutter
gige,hack
awọn gige,hacks
haggard,haggard
haggle,haggle
irun didi,hairloss
olokan -meji,halfhearted
tọkàntọkàn,halfheartedly
hallucinate,hallucinate
ipaniyan,hallucination
idiwo,hamper
idiwo,hampered
alaabo,handicapped
idorikodo,hang
kọorí,hangs
haphazard,haphazard
harangue,harangue
wahala,harass
ni tipatipa,harassed
awọn ipọnju,harasses
imunibinu,harassment
abo,harboring
ebute oko oju omi,harbors
lile-lu,hard-hit
lile-ila,hard-line
lile-ikan,hard-liner
igilile lile,hardball
le,harden
àiya,hardened
olórí kunkun,hardheaded
aiya lile,hardhearted
hardliner,hardliner
awọn alakikanju,hardliners
inira,hardships
duru,harpy
harridan,harridan
harrow,harrow
lile,harshly
wahala,hasseling
wahala,hassle
wahala,hassled
wahala,hassles
kánkán,haste
kánkán,hastily
kánkán,hasty
korira,hateful
korira,hatefully
ikorira,hatefulness
korira,hater
ikorira,hatred
gberaga,haughtily
onírera,haughty
haunting,haunting
hawkish,hawkish
haywire,haywire
ewu,hazard
eewu,hazardous
owusu,haze
hazy,hazy
ori-ọgbẹ,head-aches
orififo,headache
efori,headaches
aiya -ọkan,heartbreaker
ibanuje okan,heartbreakingly
alaini -ọkan,heartless
keferi,heathen
eru,heavy-handed
hekki,heck
hekki,heckle
heckled,heckled
heckles,heckles
alakikanju,hectic
hejii,hedge
hedonistic,hedonistic
aibikita,heedless
hefty,hefty
hegemonism,hegemonism
hegemonistic,hegemonistic
hegemony,hegemony
buburu,heinous
apaadi-tẹ,hell-bent
apaadi,hellion
apaadi,hells
ainiagbara,helplessly
ainiagbara,helplessness
eke,heresy
aladugbo,heretic
eke,heretical
hestitant,hestitant
itiju,hideous
hideously,hideously
ifamọra,hideousness
ga-owole,high-priced
hiliarious,hiliarious
idiwo,hinder
ariwo,hiss
gbó,hissed
ariwo,hissing
ho-hum,ho-hum
ikojọpọ,hoard
hobble,hobble
elede,hogs
ṣofo,hollow
hoodium,hoodium
hoodwink,hoodwink
ireti,hopelessly
horde,horde
ibanuje,horrendously
horrid,horrid
horrifies,horrifies
ibanuje,horrify
ibanuje,horrifying
horrifys,horrifys
idimu,hostage
igbogunti,hostilities
igbogunti,hostility
hotbeds,hotbeds
ori gbigbona,hothead
ori gbigbona,hotheaded
ile igbona,hothouse
hubris,hubris
hum,hum
tutu,humid
itiju,humiliate
itiju,humiliating
humming,humming
ṣù,hung
farapa,hurted
ipalara,hurtful
hustler,hustler
aruwo,hype
agabagebe,hypocricy
agabagebe,hypocrisy
agabagebe,hypocrite
agabagebe,hypocrites
agabagebe,hypocritically
hysteric,hysteric
hysterically,hysterically
idiocies,idiocies
iwa omugo,idiocy
idiotically,idiotically
omugo,idiots
laišišẹ,idle
alaigbọran,ignoble
itiju,ignominious
itiju,ignominiously
itiju,ignominy
ti ko ni imọran,ill-advised
alaimọ-loyun,ill-conceived
aisan-telẹ,ill-defined
ti ko ni apẹrẹ,ill-designed
aiṣedeede,ill-fated
ti ko ni ojurere,ill-favored
aisan-akoso,ill-formed
iwa ti ko dara,ill-mannered
aláìláàánú,ill-natured
alailera-lẹsẹsẹ,ill-sorted
aláìláàánú,ill-tempered
ti ko ni itọju,ill-treated
itọju aiṣedede,ill-treatment
ilokulo ilokulo,ill-usage
ilokulo,ill-used
arufin,illegally
arufin,illegitimate
arufin,illicit
alaimọwe,illiterate
illogic,illogic
alaimoye,illogical
illogically,illogically
iruju,illusion
iruju,illusions
iruju,illusory
riro,imaginary
aiṣedeede,imbalance
imbroglio,imbroglio
ti ko ni nkan,immaterial
ti ko dagba,immature
isunmọtosi,imminence
laipẹ,imminently
aiṣedeede,immoderate
aibikita,immoderately
alaigbọran,immodest
alaimo,immoral
ìṣekúṣe,immorality
alaimọ,immorally
aidibajẹ,immovable
ailera,impair
alailera,impaired
ailagbara,impasse
suuru,impatience
sùúrù,impatiently
impeach,impeach
ikọjujasi,impedance
ṣe idiwọ,impede
idiwọ,impediment
ti n bọ,impending
alaigbọran,impenitent
àìpé,imperfection
àìpé,imperfections
aláìpé,imperfectly
ọba -ọba,imperialist
imperil,imperil
imperious,imperious
imperiously,imperiously
ti ko gba laaye,impermissible
ti ara ẹni,impersonal
aiṣedeede,impertinent
alaigbọran,impetuous
lairi,impetuously
iwa aibikita,impiety
impinge,impinge
alaisododo,impious
implacable,implacable
ko ṣeeṣe,implausible
implausibly,implausibly
jẹmọ,implicate
ipa,implication
implode,implode
alaibọwọ,impolite
alaibọwọ,impolitely
impolitic,impolitic
impunate,importunate
pataki,importune
awọn olufunni,imposers
imisi,imposition
soro,impossible
ailagbara,impossiblity
ko ṣeeṣe,impossibly
talaka,impoverish
talaka,impoverished
impractical,impractical
imprecate,imprecate
aiṣedeede,imprecise
lọna aitọ,imprecisely
aiṣedeede,imprecision
ẹwọn,imprison
ẹwọn,imprisonment
aiṣeeṣe,improbability
ko ṣeeṣe,improbable
o ṣeeṣe,improbably
aibojumu,improper
aibojumu,improperly
aiṣedeede,impropriety
alaigbọran,imprudence
alaigbọran,imprudent
alaigbọran,impudence
alaigbọran,impudent
lainidi,impudently
impugn,impugn
imukuro,impulsive
impulsively,impulsively
aibikita,impunity
alaimọ,impure
alaimọ,impurity
aiṣedeede,inaccuracies
aiṣedeede,inaccuracy
aiṣedeede,inaccurate
aiṣedeede,inaccurately
aisise,inactive
ailagbara,inadequacy
aiṣedeede,inadequately
alaigbọran,inadverent
inadverently,inadverently
inadvisable,inadvisable
inadvisably,inadvisably
inane,inane
inanely,inanely
aibojumu,inappropriate
aiṣedeede,inappropriately
aipe,inapt
ailagbara,inaptitude
inarticulate,inarticulate
aibikita,inattentive
alaigbọran,inaudible
ailagbara,incapably
incautious,incautious
arannilọwọ,incendiary
turari,incense
ailopin,incessant
ailopin,incessantly
ru,incite
iwuri,incitement
ailagbara,incivility
inira,inclement
alaimoye,incognizant
aiṣedeede,incoherence
aiṣedeede,incoherent
incoherently,incoherently
aiṣedeede,incommensurate
lafiwe,incomparable
lafiwe,incomparably
aiṣedeede,incompatability
ibamu,incompatibility
ni ibamu,incompatible
ailagbara,incompetently
aipe,incomplete
aiṣedeede,incompliant
airi,incomprehensible
airi,incomprehension
airotẹlẹ,inconceivable
lairotẹlẹ,inconceivably
aiṣedeede,incongruous
incongruously,incongruously
alaigbọran,inconsequent
ko ṣe pataki,inconsequential
laiṣe,inconsequentially
laiṣe,inconsequently
laibikita,inconsiderately
aiṣedeede,inconsistence
aiṣedeede,inconsistencies
aiṣedeede,inconsistency
aisedede,inconsistent
alailagbara,inconsolable
alaigbọran,inconsolably
alaigbọran,inconstant
ni irọrun,inconveniently
ti ko tọ,incorrect
ti ko tọ,incorrectly
aidibajẹ,incorrigible
aibikita,incorrigibly
alaigbagbọ,incredulous
alaigbagbọ,incredulously
gbin,inculcate
aiṣedeede,indecency
aiṣedeede,indecent
aiṣedeede,indecently
aiṣedeede,indecision
lainidi,indecisively
aiṣedeede,indecorum
ti ko ni agbara,indefensible
indelicate,indelicate
ailopin,indeterminable
lainidi,indeterminably
ailopin,indeterminate
alaini,indigent
ibinu,indignantly
aibikita,indignity
airi,indiscernible
aibikita,indiscreet
aibikita,indiscreetly
aibikita,indiscretion
aibikita,indiscriminate
laibikita,indiscriminately
aibikita,indiscriminating
ti ko ni iyatọ,indistinguishable
indoctrination,indoctrination
alaigbọran,indolent
jowo,indulge
ailagbara,ineffectiveness
alailere,ineffectual
laiṣe,ineffectually
ailagbara,ineffectualness
ailagbara,inefficacious
ailagbara,inefficacy
aisekokari,inefficiency
aisekokari,inefficient
aisekokari,inefficiently
aiṣedeede,inelegance
alaigbọran,inelegant
alaiyẹ,ineligible
aiṣedeede,ineloquent
aiṣedeede,ineloquently
aipe,inept
ailagbara,ineptitude
aiṣedeede,ineptly
awọn aidọgba,inequalities
aidogba,inequality
aidogba,inequitable
aiṣedeede,inequitably
awọn aidọgba,inequities
ailagbara,inescapable
inescapably,inescapably
inessential,inessential
eyiti ko,inevitable
sàì,inevitably
alaigbọwọ,inexcusable
laiṣeyemeji,inexcusably
ailopin,inexorable
lainidi,inexorably
airi,inexperience
alaini iriri,inexperienced
alaimoye,inexpert
alaimoye,inexpertly
airi,inexpiable
ti ko ṣe alaye,inexplainable
aiṣedeede,inextricable
aiṣedeede,inextricably
ailokiki,infamous
ailokiki,infamously
ailokiki,infamy
ikolu,infection
àkóràn,infections
irẹlẹ,inferiority
infernal,infernal
infest,infest
infested,infested
alaigbagbọ,infidel
awon alaigbagbo,infidels
infiltrator,infiltrator
infiltrators,infiltrators
alailera,infirm
gbona,inflame
igbona,inflammation
iredodo,inflammatory
igbona,inflammed
inflated,inflated
afikun,inflationary
alailagbara,inflexible
kọlu,inflict
aiṣedede,infraction
irufin,infringe
awọn irufin,infringements
infuriatingly,infuriatingly
alainilara,inglorious
alaimoore,ingrate
alaimoore,ingratitude
idinamọ,inhibition
alailera,inhospitable
inhospitality,inhospitality
alainibaba,inhuman
alainibaba,inhumane
iwa aibikita,inhumanity
aiṣedeede,inimical
inimically,inimically
aiṣedeede,iniquitous
aiṣedede,iniquity
ẹlẹgàn,injudicious
farapa,injure
ipalara,injurious
aiṣododo,injustices
aiṣedeede,innuendo
aiṣiṣẹ,inoperable
aiṣedeede,inopportune
aisedeedee,inordinate
lainidi,inordinately
aṣiwere,insanely
aigbadun,insatiable
ailewu,insecurity
airi,insensible
aibikita,insensitively
alaigbọran,insidious
insidiously,insidiously
airi,insignificance
lainidi,insignificantly
alaigbagbo,insincere
tọkàntọkàn,insincerely
aigbagbọ,insincerity
insinuate,insinuate
insinuating,insinuating
insinuation,insinuation
ti ko ṣe iyasọtọ,insociable
alaigbọran,insolence
alaigbọran,insolent
alaigbọran,insolently
alailera,insolvent
insouciance,insouciance
aisedeede,instability
alailagbara,instable
ru,instigate
onitara,instigator
awọn alatako,instigators
alaigbọran,insubordinate
insubstantial,insubstantial
insubstantially,insubstantially
alailagbara,insufferable
ailopin,insufferably
ailagbara,insufficiency
aito,insufficient
aiṣedeede,insufficiently
insular,insular
itiju,insultingly
ailopin,insupportable
laiṣe,insupportably
ti ko le bori,insurmountable
lairi,insurmountably
iṣọtẹ,insurrection
intefere,intefere
inteferes,inteferes
kikankikan,intense
dabaru,interfere
kikọlu,interference
interferes,interferes
lemọlemọ,intermittent
awọn idilọwọ,interruptions
deruba,intimidatingly
ifarada,intolerable
ifarada,intolerablely
ifarada,intolerance
ọmuti,intoxicate
intractable,intractable
intransigence,intransigence
alaigbọran,intransigent
intrude,intrude
ifọle,intrusion
intrusive,intrusive
inundate,inundate
riru omi,inundated
ayabo,invader
ko wulo,invalid
sọ di asan,invalidate
aiṣedeede,invalidity
afomo,invasive
invective,invective
inveigle,inveigle
invidious,invidious
invidiously,invidiously
invidiousness,invidiousness
alaihan,invisible
atinuwa,involuntarily
atinuwa,involuntary
irascible,irascible
irẹlẹ,irately
ire,ire
irk,irk
irked,irked
irking,irking
irks,irks
irksome,irksome
irksomely,irksomely
irksomeness,irksomeness
irksomenesses,irksomenesses
ironical,ironical
ironically,ironically
ironies,ironies
irragularity,irragularity
irrationalities,irrationalities
irrationality,irrationality
lainidi,irrationally
irrationals,irrationals
aiṣedeede,irreconcilable
irrecoverable,irrecoverable
irrecoverableness,irrecoverableness
irrecoverablenesses,irrecoverablenesses
irrecoverably,irrecoverably
irredeemable,irredeemable
alaigbagbọ,irredeemably
irreformable,irreformable
alaibamu,irregular
aiṣedeede,irregularity
aibojumu,irrelevance
ko ṣe pataki,irrelevant
irreparable,irreparable
irreplacible,irreplacible
irrepressible,irrepressible
ko le yanju,irresolvable
alaigbọran,irresponsible
irresponsibly,irresponsibly
irretating,irretating
irretrievable,irretrievable
irritable,irritable
ibinujẹ,irritably
irritant,irritant
híhún,irritation
híhún,irritations
ya sọtọ,isolate
ìyàraẹniṣọtọ,isolation
atejade,issue
awon oran,issues
nyún,itch
nyún,itching
jabber,jabber
jaded,jaded
dòjé,jagged
Jam,jam
idẹruba,jarring
jaundiced,jaundiced
owú,jealously
owú,jealousness
owú,jealousy
igba,jeer
ẹlẹya,jeering
ẹlẹ́yà,jeeringly
ẹlẹgàn,jeers
ṣe ewu,jeopardize
ariwo,jerky
kikoro,jitter
jitters,jitters
jittery,jittery
iṣẹ-pipa,job-killing
alainiṣẹ,jobless
awada,joke
awada,joker
jolt,jolt
adajo,judder
adajo,juddering
awọn onidajọ,judders
ijekuje,junk
ẹlẹgbin,junky
ibi idana,junkyard
jutter,jutter
jutters,jutters
kaput,kaput
apaniyan,killer
igbadun,killjoy
knave,knave
ọbẹ,knife
kànkun,knock
sorapo,knotted
koko,kook
kooky,kooky
alaini,lacked
lackey,lackey
awọn ọlẹ,lackeys
alaini,lacking
alainiṣẹ,lackluster
ko si,lacks
laconic,laconic
aisun,laggy
gbe silẹ,laid-off
ọdọ -agutan,lambast
ọdọ -agutan,lambaste
arọ-pepeye,lame-duck
ṣọfọ,lament
lamentable,lamentable
laanu,lamentably
languid,languid
rọ,languish
languor,languor
alainilara,languorous
lilu,languorously
lanky,lanky
lapse,lapse
lapsed,lapsed
lapses,lapses
alaigbọran,lascivious
kẹhin-koto,last-ditch
lairi,latency
ẹrín,laughable
laughably,laughably
ẹrín,laughingstock
agbofinro,lawbreaker
kikopa ofin,lawbreaking
arufin,lawless
arufin,lawlessness
da duro,layoff
layoff-idunnu,layoff-happy
jijo,leakage
jijo,leakages
ńjò,leaking
n jo,leaks
jijo,leaky
leki,lech
lecher,lecher
lecherous,lecherous
ọjẹ ẹran,lechery
ẹfọ,leech
leer,leer
leery,leery
apa osi,left-leaning
lẹmọnu,lemon
gigun,lengthy
ti ko ni idagbasoke,less-developed
kere-mọ,lesser-known
leti,letch
apaniyan,lethal
ifẹkufẹ,lewd
ifẹkufẹ,lewdly
ìṣekúṣe,lewdness
layabiliti,liability
lodidi,liable
oníṣekúṣe,licentious
laiseniyan,licentiously
ìṣekúṣe,licentiousness
irọ,lie
opuro,lier
irọ,lies
idẹruba aye,life-threatening
alaini,lifeless
opin,limit
idiwọn,limitations
rọ,limp
atokọ,listless
kekere-mọ,little-known
lividly,lividly
ikorira,loath
korira,loathly
irira,loathsome
loathsomely,loathsomely
Daduro,lone
ìdánìkanwà,loneliness
loner,loner
o to ojo meta,long-time
gun-winded,long-winded
npongbe,longingly
loophole,loophole
loopholes,loopholes
ìkógun,loot
lorn,lorn
padanu,lose
olofo,losers
npadanu,loses
adanu,losses
ga,loud
ga,louder
alaigbọran,lousy
alaini ife,loveless
ololufẹ,lovelorn
kekere-ti won won,low-rated
onirẹlẹ,lowly
ludicrous,ludicrous
ludicrously,ludicrously
ko gbona,lukewarm
lull,lull
lumpy,lumpy
lunaticism,lunaticism
irọra,lurch
tàn,lure
lurid,lurid
irọ,lying
macabre,macabre
aṣiwere,madden
maddeningly,maddeningly
aṣiwere,madder
aṣiwere,madman
aiṣedeede,maladjusted
aiṣedeede,maladjustment
aisan,malady
ailera,malaise
aito,malcontent
alainilara,malcontented
maledict,maledict
iwa ibaje,malevolence
aṣebiakọ,malevolent
aibikita,malevolently
arankàn,malice
irira,malicious
irira,maliciously
irira,maliciousness
buburu,malign
buburu,malignant
malodorous,malodorous
iwa buburu,maltreatment
mangle,mangle
mangled,mangled
mangles,mangles
mangling,mangling
mania,mania
maniac,maniac
maniacal,maniacal
manic,manic
ifọwọyi,manipulate
ifọwọyi,manipulative
ifọwọyi,manipulators
mar,mar
iwonba,marginal
ni ala,marginally
ajẹ́rìíkú,martyrdom
wiwa ajeriku,martyrdom-seeking
mashed,mashed
ipakupa,massacre
ipakupa,massacres
matte,matte
mawkish,mawkish
laanu,mawkishly
maakishness,mawkishness
kekere,meager
itumo,meanness
iwọn,measly
dapo,meddle
meddlesome,meddlesome
alabọde,mediocre
aladun,melodramatic
melodramatically,melodramatically
yo,meltdown
idẹruba,menacing
menacingly,menacingly
mendacious,mendacious
mendacity,mendacity
kekere,menial
alaaanu,merciless
laanu,mercilessly
idotin,messes
idotin,messing
idoti,messy
agbedemeji,midget
miff,miff
ajagun,militancy
lainidi,mindlessly
mirage,mirage
ẹrẹ,mire
aiṣedeede,misalign
ti ko tọ,misaligned
misaligns,misaligns
aiṣedeede,misapprehend
aiṣedeede,misbecome
aiṣedeede,misbecoming
misbegotten,misbegotten
iwa aiṣedeede,misbehavior
iṣiro aṣiṣe,miscalculate
iṣiro ti ko tọ,miscalculation
orisirisi,miscellaneous
oníwàkiwà,mischievous
aṣiṣe,mischievously
àṣìlóye,misconception
awọn ero ti ko tọ,misconceptions
aṣiṣe,miscreant
awọn oluṣe buburu,miscreants
aiṣedeede,misdirection
aṣiwere,miser
ibanujẹ,miserableness
laanu,miserably
ibanujẹ,miseries
aṣiwere,miserly
aiṣedeede,misfit
ibi,misfortune
awọn aibanujẹ,misgivings
aiṣododo,misguidance
ṣina,misguide
ti ko tọ,misguided
aiṣedeede,mishandle
mishap,mishap
alaye ti ko tọ,misinform
itumọ ti ko tọ,misinterpret
ṣe idajọ,misjudge
aiṣedeede,misjudgment
ṣìna,mislead
ṣiṣibajẹ,misleadingly
mislike,mislike
aiṣedeede,mismanage
sisọ aṣiṣe,mispronounce
ti ko tọ,mispronounced
awọn aṣiṣe aṣiṣe,mispronounces
kika kika,misreading
ṣiṣalaye,misrepresent
npadanu,misses
aiṣedeede,misstatement
owusu,mist
ni aṣiṣe,mistakenly
ti ko tọ,mistified
oluwa,mistress
aigbagbọ,mistrust
aigbagbọ,mistrustful
aigbagbọ,mistrustfully
owusu,mists
aiyede,misunderstandings
ilokulo,misuse
mobster,mobster
ẹgàn,mockeries
ẹgan,mockery
ṣe ẹlẹyà,mockingly
iwa ibalopọ,molest
ipaniyan,molestation
monotonous,monotonous
monotony,monotony
aderubaniyan,monster
monstrosities,monstrosities
monstrosity,monstrosity
ibanilẹru,monstrous
monstrously,monstrously
moot,moot
aisan,morbid
morbidly,morbidly
mordant,mordant
mordantly,mordantly
moribund,moribund
moronic,moronic
morons,morons
imudaniloju,mortification
mortified,mortified
ṣe idibajẹ,mortify
mortifying,mortifying
išipopada,motionless
motley,motley
olufọfọ,mourner
ṣọfọ,mournfully
muddle,muddle
pẹtẹpẹtẹ,muddy
mudslinger,mudslinger
mudslinging,mudslinging
mulish,mulish
olona-polarization,multi-polarization
lasan,mundane
apaniyan,murderously
ṣokunkun,murky
isan-rọ,muscle-flexing
mushy,mushy
musty,musty
ohun ijinlẹ,mysterious
ohun ijinlẹ,mysteriously
ohun ijinlẹ,mystery
mystify,mystify
nagi,nag
ríru,nagging
alaigbọran,naively
dín,narrower
nastily,nastily
nastiness,nastiness
alaigbọran,naughty
ríru,nauseate
ríru,nauseates
ríru,nauseating
ríru,nauseatingly
alaigbọran,nebulous
nebulously,nebulously
alaini,needless
laini iwulo,needlessly
nefarious,nefarious
nefariously,nefariously
yọkuro,negate
isọdọtun,negation
odi,negatives
aifiyesi,negligence
afowofa,negligent
nemesis,nemesis
ojulumọ,nepotism
aifọkanbalẹ,nervousness
nettle,nettle
nettlesome,nettlesome
neurotic,neurotic
neurotically,neurotically
niggle,niggle
niggles,niggles
alaburuku,nightmare
alaburuku,nightmarish
nightmarishly,nightmarishly
nitpick,nitpick
nitpicking,nitpicking
ariwo,noise
ariwo,noises
alariwo,noisier
aigbagbọ,non-confidence
kò sí,nonexistent
alaigbọran,nonresponsive
ogbontarigi,notoriety
ogbontarigi,notoriously
aibanujẹ,noxious
iparun,nuisance
sanra,obese
ohun,object
atako,objection
atako,objectionable
atako,objections
oblique,oblique
gbagbe,oblivious
obnoxiously,obnoxiously
obscenely,obscenely
ohun airi,obscenity
ibitiopamo,obscure
bò,obscured
ṣokunkun,obscures
òkùnkùn,obscurity
ifẹ afẹju,obsess
ifẹ afẹju,obsessive
ifẹ afẹju,obsessively
ifẹ afẹju,obsessiveness
agídí,obstinately
dena,obstruct
dena,obstructed
idiwo,obstructing
idiwọ,obstruction
idilọwọ,obstructs
alaigbọran,obtrusive
idibajẹ,obtuse
occlude,occlude
ti dibo,occluded
occludes,occludes
occlusion,occluding
olfato,odder
oddest,oddest
oddities,oddities
oddity,oddity
oddly,oddly
olfato,odor
ẹṣẹ,offence
awọn ẹṣẹ,offenses
ibinu,offensive
ibinu,offensively
ibinu,offensiveness
ibinu,officious
buburu,ominous
ominously,ominously
omission,omission
fi silẹ,omit
ọkan-apa,one-sided
alakikanju,onerous
làákàyè,onerously
ikọlu,onslaught
ti ero,opinionated
alatako,opponent
anfani,opportunistic
tako,oppose
atako,opposition
atako,oppositions
aninilara,oppress
inilara,oppression
aninilara,oppressively
inilara,oppressiveness
aninilara,oppressors
ipọnju,ordeal
orukan,orphan
yapa,ostracize
