word,translatedText
far-fetched,nisa-debo
farcical,farcical
farcical-yet-provocative,farcical-yet-tsokana
farcically,farcically
farfetched,ba labari
fascism,fascism
fastidious,hanzari
fastidiously,da sauri
fastuous,mai sauri
fat,mai
fat-cat,kitse-kuli
fat-cats,kitse-kuliyoyi
fatal,m
fatalistic,fatalistic
fatalistically,fatalistally
fatally,fatally
fatcat,kitse
fatcats,kitse
fateful,kaddara
fatefully,kaddara
fathomless,fathomless
fatique,fatique
fatty,m
fatuity,fatuity
fatuous,fatuous
fatuously,fatuously
fault,Laifi
faults,laifinsu
faulty,karkatattu
fawningly,fawnally
faze,duba
fearfully,da tsoro
fears,tsoro
feckless,maras kyau
feeblely,kasawa
feebleminded,rarrabe
feign,misign
feint,feint
fell,ya fadi
felon,felon
felonious,felonious
ferociously,cikin hanzari
ferocity,rashin ƙarfi
fetid,tayi
fever,zazzaɓi
feverish,zazzaɓi
fevers,zazzabi
fib,fib
fibber,firam
fickle,canzawa
fiction,almara
fictional,almara
fictitious,almara
fidget,fidget
fiend,fiend
fiendish,fiendish
fierce,m
figurehead,siffa
filth,ƙazanta
filthy,najasa
finagle,finagle
finicky,finicky
fissures,ɓarkewa
fist,dunkulallen hannu
flabbergast,nura_m_inuwa
flabbergasted,karin haske
flagging,bugawa
flagrant,mai kamshi
flagrantly,a fili
flair,flair
flairs,flairs
flak,flak
flake,flake
flakey,flakey
flakieness,flakieness
flaking,flaking
flaky,mai walƙiya
flare,walƙiya
flares,flares
flareup,flareup
flareups,flareups
flat-out,flat-out
flaunt,nuna
flaw,aibi
flawed,nakasu
flaws,flaws
flee,gudu
fleed,fleed
fleeing,guduwa
fleer,mai gudu
fleeting,mai sauri
flicering,flicing
flicker,ƙyalli
flickering,rawar jiki
flickers,fliclic
flighty,mai tashi
flimflam,flimflam
flimsy,maras rauni
flirt,kwarkwasa
flirty,kwarkwasa
floored,shayarwa
flounder,fama
floundering,yawo
flout,ɓarna
fluster,fluster
foe,maƙiyi
fooled,wawa
foolhardy,wawa
foolishly,wauta
foolishness,wauta
forbid,hana
forbidden,haramun
forbidding,hana
forceful,da karfi
foreboding,karawa
forebodingly,karafarini
forfeit,wadata
forged,ƙirƙira
forgetfully,mantuwa
forgetfulness,mantuwa
forlorn,rashin nasara
forlornly,akasari
forsake,bari
forsaken,watsi
forswear,kayan kwalliya
foul,rashin kyau
foully,mummunan aiki
foulness,rashin hankali
fractious,raunin hankali
fractiously,rarrabe
fracture,karaya
fragile,m
fragmented,gutsure
frail,m
frantically,cikin damuwa
franticly,cikin nutsuwa
fraught,cika
frazzle,m
frazzled,frazzled
freak,Freak
freaking,freaking
freakish,freakish
freakishly,cikin annashuwa
freaks,freaks
freeze,daskare
freezes,daskarewa
freezing,daskarewa
frenetic,frenetic
frenetically,frenetically
frenzied,frenzied
fret,ji haushi
fretful,jin haushi
frets,frets
friction,gogayya
frictions,gogayya
fried,soyayyen
friggin,friggin
frigging,friging
frighten,tsorata
frighteningly,a tsorace
frightful,firgita
frightfully,a tsorace
frigid,sanyi
frost,sanyi
frown,yamutsa fuska
froze,daskarewa
frozen,daskarewa
fruitless,mara amfani
fruitlessly,ba shi da amfani
frustratingly,cikin damuwa
frustrations,takaici
fudge,fudge
fugitive,mai gudu
full-blown,cika-ƙaho
fulminate,cikawa
fumble,yi tuntuɓe
fume,fume
fumes,hayaki
fundamentalism,tsattsauran ra'ayi
funky,funky
funnily,funnily
funny,mai ban dariya
furiously,a fusace
furor,furor
fury,fushi
fuss,hayaniya
fussy,m
fustigate,fustigate
fusty,jaura
futile,aikin banza
futilely,aikin banza
futility,banza
fuzzy,mai hazo
gabble,gabble
gaff,gaff
gaffe,gaffe
gainsay,gainsay
gainsayer,ribayar
gall,gall
galling,cikin annashuwa
gallingly,cikin farin ciki
galls,kwalliya
gangster,ɗan fashi
gape,gape
garbage,shara
garish,garish
gasp,hura hanci
gauche,gauche
gaudy,faras
gawk,gawk
gawky,gawky
geezer,geezer
genocide,kisan kare dangi
get-rich,samu-arziki
ghastly,ghastly
ghetto,ghetto
ghosting,fatalwa
gibber,gibber
gibberish,gibberish
gibe,gibe
gimmick,gimmick
gimmicked,cikawa
gimmicking,cin gindi
gimmicks,gimtsamai
gimmicky,gimmicky
glare,haske
glaringly,cikin annashuwa
glib,glib
glibly,cikin annashuwa
glitch,glitch
glitches,glitches
gloatingly,gloatingly
glower,haske
glut,cin abinci
gnawing,cizon ta
goad,kalangu
goading,yaudara
god-awful,allah-kash
goof,goof
goofy,goofy
goon,goon
gossip,tsegumi
graceless,mara alheri
gracelessly,mara kyauta
graft,dasa
grainy,hatsi
grapple,damtse
grate,niƙa
grating,grating
gravely,mai tsanani
greasy,m
grievance,damuwa
grievances,gunaguni
grieve,yi baƙin ciki
grieving,yin baƙin ciki
grievous,mai ban tsoro
grievously,mai wahala
grim,m
grimace,yamutsi
grind,niƙa
gripe,kamewa
gripes,kamewa
grisly,cike da annashuwa
gritty,gritty
grossly,sosai
grotesque,maƙaryaci
grouch,makura
grouchy,makura
groundless,mara tushe
grouse,grouse
growl,gurnani
grudge,fushi
grudges,gundura
grudging,grudging
grudgingly,cikin annashuwa
gruesome,m
gruesomely,gruesomely
gruff,gruff
grumble,gunaguni
grumpier,m
grumpiest,mafi tsufa
grumpily,cikin annashuwa
grumpish,m
grumpy,m
guile,yaudara
guiltily,laifi
gutless,gutless
gutter,gutter
hack,hack
hacks,masu fashin kwamfuta
haggard,balaguro
haggle,haggle
hairloss,gashi mai gashi
halfhearted,mai rabin zuciya
halfheartedly,rabin zuciya
hallucinate,maimaitawa
hallucination,mafarki
hamper,takurawa
hampered,cikas
handicapped,naƙasassu
hang,rataya
hangs,rataye
haphazard,haɗari
harangue,harangue
harass,tursasawa
harassed,tursasa
harasses,tursasawa
harassment,tursasawa
harboring,tashar jiragen ruwa
harbors,tashar jiragen ruwa
hard-hit,wuya-buga
hard-line,layi mai kauri
hard-liner,mai kaifin layi
hardball,ƙwallan ƙwallo
harden,taurare
hardened,taurare
hardheaded,taurin kai
hardhearted,mai taurin zuciya
hardliner,tauraruwa
hardliners,masu tsattsauran ra'ayi
hardships,wahalhalu
harpy,garaya
harridan,harridan
harrow,harrow
harshly,a tsawace
hasseling,hassamarin
hassle,matsala
hassled,hassled
hassles,matsaloli
haste,sauri
hastily,cikin hanzari
hasty,gaggawa
hateful,ƙi
hatefully,ƙiyayya
hatefulness,ƙiyayya
hater,ƙiyayya
hatred,ƙiyayya
haughtily,girman kai
haughty,girman kai
haunting,farauta
hawkish,hawkish
haywire,haywire
hazard,haɗari
hazardous,m
haze,hazo
hazy,m
head-aches,ciwon kai
headache,ciwon kai
headaches,ciwon kai
heartbreaker,mai raunin zuciya
heartbreakingly,ajiyar zuciya
heartless,mara zuciya
heathen,arna
heavy-handed,mai nauyi
heck,heck
heckle,shege
heckled,heckled
heckles,heckles
hectic,mai wahala
hedge,shinge
hedonistic,maras kyau
heedless,gafalallu
hefty,hefty
hegemonism,mulkin mallaka
hegemonistic,santazara
hegemony,rashin lafiya
heinous,mummunan
hell-bent,jahannama-lankwasa
hellion,jahannama
hells,jahannama
helplessly,mara taimako
helplessness,rashin taimako
heresy,bidi'a
heretic,yan bidi'a
heretical,bidi'a
hestitant,mai rikitarwa
hideous,mugayen abubuwa
hideously,a boye
hideousness,muguwar fahimta
high-priced,mai tsada
hiliarious,hiliarious
hinder,hana
hiss,karasowa
hissed,kuwwa
hissing,kuwwa
ho-hum,ho-hum
hoard,tarawa
hobble,hobble
hogs,hogs
hollow,m
hoodium,hoodium
hoodwink,hoodwink
hopelessly,bege
horde,horde
horrendously,da ban tsoro
horrid,horrid
horrifies,ban tsoro
horrify,tsoratarwa
horrifying,ban tsoro
horrifys,ban tsoro
hostage,garkuwa
hostilities,tashin hankali
hostility,ƙiyayya
hotbeds,wuraren zafi
hothead,hothead
hotheaded,zafafan hot
hothouse,hothouse
hubris,hubris
hum,hum
humid,m
humiliate,wulakanta
humiliating,mai wulakanci
humming,humming
hung,rataye
hurted,ciwo
hurtful,m
hustler,hustler
hype,talla
hypocricy,munafunci
hypocrisy,munafunci
hypocrite,munafuki
hypocrites,munafukai
hypocritically,munafunci
hysteric,mai tsada
hysterically,hysterically
idiocies,wawanci
idiocy,wawanci
idiotically,idiotically
idiots,wawaye
idle,rago
ignoble,rashin daraja
ignominious,abin kunya
ignominiously,a wulakance
ignominy,wulakanci
ill-advised,rashin nasiha
ill-conceived,rashin tunani
ill-defined,mara kyau
ill-designed,rashin tsari
ill-fated,rashin lafiya
ill-favored,mara kyau-falala
ill-formed,rashin lafiya
ill-mannered,rashin ladabi
ill-natured,rashin lafiya
ill-sorted,rashin lafiya
ill-tempered,rashin zafin rai
ill-treated,rashin lafiya
ill-treatment,rashin lafiya
ill-usage,rashin amfani
ill-used,rashin amfani dashi
illegally,ba bisa ka'ida ba
illegitimate,shege
illicit,haramun
illiterate,jahilai
illogic,illogic
illogical,mara kyau
illogically,illogically
illusion,mafarki
illusions,rudu
illusory,m
imaginary,kirkirarren abu
imbalance,rashin daidaituwa
imbroglio,imbroglio
immaterial,m
immature,m
imminence,kusanci
imminently,immin
immoderate,rashin nutsuwa
immoderately,madaidaiciya
immodest,rashin ladabi
immoral,mara kyau
immorality,lalata
immorally,rashin da'a
immovable,mara motsi
impair,gurgunta
impaired,naƙasa
impasse,rashin ƙarfi
impatience,rashin haƙuri
impatiently,rashin haƙuri
impeach,tsige
impedance,impedance
impede,hana
impediment,cikas
impending,mai zuwa
impenitent,rashin gafala
imperfection,ajizanci
imperfections,ajizanci
imperfectly,ajizai
imperialist,masarauta
imperil,mulkin mallaka
imperious,mara mutunci
imperiously,zakaria
impermissible,wanda ba zai yiwu ba
impersonal,m
impertinent,rashin iya mulki
impetuous,impetuous
impetuously,impetuously
impiety,rashin tsarki
impinge,tursasawa
impious,impious
implacable,implacable
implausible,mara yiwuwa
implausibly,ba zai yiwu ba
implicate,haddasawa
implication,shafi
implode,implode
impolite,rashin ladabi
impolitely,mara kyau
impolitic,rashin ladabi
importunate,shigo da kaya
importune,shigo da kaya
imposers,masu zartarwa
imposition,tilastawa
impossible,ba zai yiwu ba
impossiblity,rashin yiwuwar
impossibly,ba zai yiwu ba
impoverish,talauta
impoverished,matalauta
impractical,ba shi da amfani
imprecate,imprecate
imprecise,mara kyau
imprecisely,ba daidai ba
imprecision,imprecision
imprison,ɗaure
imprisonment,ɗaurin kurkuku
improbability,rashin yiwuwar
improbable,mara yiwuwa
improbably,mai yiwuwa
improper,mara kyau
improperly,rashin dacewa
impropriety,rashin dacewa
imprudence,rashin hankali
imprudent,mara hankali
impudence,rashin hankali
impudent,rashin hankali
impudently,rashin hankali
impugn,impugn
impulsive,mai saurin motsawa
impulsively,cikin hanzari
impunity,rashin hukunci
impure,najasa
impurity,ƙazanta
inaccuracies,rashin daidaito
inaccuracy,rashin kuskure
inaccurate,ba daidai ba
inaccurately,ba daidai ba
inactive,m
inadequacy,rashin dacewa
inadequately,ba daidai ba
inadverent,mara kyau
inadverently,cikin hanzari
inadvisable,wanda ba a iya gani
inadvisably,ba a iya gani
inane,inane
inanely,mara kyau
inappropriate,bai dace ba
inappropriately,rashin dacewa
inapt,inapt
inaptitude,rashin fahimta
inarticulate,inarticulate
inattentive,m
inaudible,ba a ji
incapably,rashin iyawa
incautious,rashin hankali
incendiary,incendiary
incense,turare
incessant,mara yankewa
incessantly,ba fasawa
incite,zuga
incitement,zuga
incivility,incivility
inclement,wahala
incognizant,ba a sani
incoherence,rashin daidaituwa
incoherent,rashin daidaituwa
incoherently,ba daidai ba
incommensurate,mara misaltuwa
incomparable,mara misaltuwa
incomparably,mara misaltuwa
incompatability,rashin daidaito
incompatibility,rashin daidaituwa
incompatible,m
incompetently,rashin iyawa
incomplete,bai cika ba
incompliant,mara amfani
incomprehensible,rashin fahimta
incomprehension,rashin fahimta
inconceivable,wanda ba a iya fahimtarsa
inconceivably,wanda ba a iya fahimta
incongruous,mara kyau
incongruously,incongruously
inconsequent,mara ma'ana
inconsequential,wanda ba shi da mahimmanci
inconsequentially,ba da amfani ba
inconsequently,mara ma'ana
inconsiderately,ba da la'akari ba
inconsistence,rashin daidaito
inconsistencies,rashin daidaito
inconsistency,rashin daidaito
inconsistent,sabawa
inconsolable,ba a iya ta'azara
inconsolably,ba daɗi
inconstant,mara tabbaci
inconveniently,rashin dacewa
incorrect,ba daidai ba
incorrectly,ba daidai ba
incorrigible,wanda ba a iya gyara shi
incorrigibly,mara kuskure
incredulous,mara girman kai
incredulously,ba da hankali ba
inculcate,koya
indecency,alfasha
indecent,mara kyau
indecently,mara kyau
indecision,yanke shawara
indecisively,mara yanke shawara
indecorum,rashin amfani
indefensible,wanda ba zai yiwu ba
indelicate,rashin lafiya
indeterminable,wanda ba za a iya misaltawa ba
indeterminably,mara iyaka
indeterminate,wanda ba za a iya tantancewa ba
indigent,talakawa
indignantly,a fusace
indignity,rashin mutunci
indiscernible,indiscernible
indiscreet,mara hankali
indiscreetly,ba tare da gajiyawa ba
indiscretion,rashin hankali
indiscriminate,ba tare da nuna bambanci ba
indiscriminately,ba tare da nuna bambanci ba
indiscriminating,ba tare da nuna bambanci ba
indistinguishable,wanda ba a iya rarrabewa
indoctrination,indoctrination
indolent,indolent
indulge,ni'ima
ineffectiveness,rashin aiki
ineffectual,m
ineffectually,ba shi da tasiri
ineffectualness,rashin aiki
inefficacious,mara aiki
inefficacy,rashin inganci
inefficiency,rashin aiki
inefficient,mara inganci
inefficiently,rashin iya aiki
inelegance,rashin fitarwa
inelegant,mara kyau
ineligible,rashin cancanta
ineloquent,rashin adalci
ineloquently,rashin daidaito
inept,mara kyau
ineptitude,rashin fahimta
ineptly,ineptly
inequalities,rashin daidaito
inequality,rashin daidaito
inequitable,rashin daidaito
inequitably,inequitably
inequities,rashin daidaito
inescapable,wanda ba zai yiwu ba
inescapably,babu makawa
inessential,mara muhimmanci
inevitable,makawa
inevitably,babu makawa
inexcusable,abin gafartawa
inexcusably,rashin uzuri
inexorable,wanda ba zai yuwu ba
inexorably,wanda ba zai yiwu ba
inexperience,rashin kwarewa
inexperienced,rashin kwarewa
inexpert,mara wayewa
inexpertly,marainiya
inexpiable,wanda ba zai yiwu ba
inexplainable,wanda ba za a iya bayyanawa ba
inextricable,wanda ba zai iya rabuwa ba
inextricably,mara iyaka
infamous,m
infamously,infamously
infamy,m
infection,kamuwa da cuta
infections,cututtuka
inferiority,kasawa
infernal,na ciki
infest,infest
infested,cinye
infidel,kafiri
infidels,kafirai
infiltrator,infiltrator
infiltrators,masu shiga ciki
infirm,m
inflame,kumbura
inflammation,kumburi
inflammatory,mai kumburi
inflammed,kumbura
inflated,kumbura
inflationary,kumbura
inflexible,m
inflict,azabta
infraction,cin zarafi
infringe,keta doka
infringements,ƙeta
infuriatingly,cikin fushi
inglorious,cin mutunci
ingrate,ingrate
ingratitude,rashin godiya
inhibition,hanawa
inhospitable,mara kyau
inhospitality,rashin biyan bukata
inhuman,mara mutuntaka
inhumane,mara mutuntaka
inhumanity,rashin mutuntaka
inimical,mara kyau
inimically,inimically
iniquitous,rashin adalci
iniquity,mugunta
injudicious,mai raɗaɗi
injure,rauni
injurious,cutarwa
injustices,rashin adalci
innuendo,innuendo
inoperable,wanda ba a iya aiki dashi
inopportune,rashin dacewar aiki
inordinate,wuce haddi
inordinately,ba tare da izini ba
insanely,rashin hankali
insatiable,m
insecurity,rashin tsaro
insensible,mara hankali
insensitively,rashin hankali
insidious,m
insidiously,shashasha
insignificance,rashin muhimmanci
insignificantly,mara muhimmanci
insincere,mara gaskiya
insincerely,mara gaskiya
insincerity,rashin gaskiya
insinuate,cusawa
insinuating,insinuating
insinuation,insinuation
insociable,mai rarrabuwa
insolence,girman kai
insolent,rashin kunya
insolently,cikin izza
insolvent,biya
insouciance,insouciance
instability,rashin zaman lafiya
instable,m
instigate,zuga
instigator,mai zugawa
instigators,masu zuga
insubordinate,rashin biyayya
insubstantial,mara girman kai
insubstantially,insubstanously
insufferable,wanda ba zai yiwu ba
insufferably,ba a iya shanyewa
insufficiency,rashin isa
insufficient,bai isa ba
insufficiently,kasawa
insular,mara nauyi
insultingly,cikin zagi
insupportable,wanda ba za a iya tallafawa ba
insupportably,ba za a iya samun taimako ba
insurmountable,wanda ba za a iya shawo kansa ba
insurmountably,rashin nasara
insurrection,tawaye
intefere,m
inteferes,inteferes
intense,mai tsanani
interfere,tsoma baki
interference,tsangwama
interferes,tsangwama
intermittent,katsewa
interruptions,katsewa
intimidatingly,tsoratarwa
intolerable,m
intolerablely,ba za a iya jurewa ba
intolerance,rashin haƙuri
intoxicate,buguwa
intractable,m
intransigence,rashin kwanciyar hankali
intransigent,mara sabani
intrude,kutsawa
intrusion,kutse
intrusive,kutsawa
inundate,ambaliya
inundated,ambaliya
invader,mai mamayewa
invalid,baya aiki
invalidate,bata aiki
invalidity,rashin aiki
invasive,cin zali
invective,mai amfani
inveigle,matsakaici
invidious,invidious
invidiously,invidiously
invidiousness,rarrabewar
invisible,ganuwa
involuntarily,ba da gangan ba
involuntary,ba da son rai ba
irascible,irascible
irately,a hankali
ire,ire
irk,irk
irked,Irked
irking,irking
irks,irks
irksome,maras kyau
irksomely,ba komai
irksomeness,rashin kunya
irksomenesses,wanzamanta
ironical,mai ban dariya
ironically,abin dariya
ironies,baƙin ƙarfe
irragularity,rashin daidaituwa
irrationalities,rashin tunani
irrationality,rashin hankali
irrationally,rashin tunani
irrationals,marasa hankali
irreconcilable,wanda ba zai iya daidaitawa ba
irrecoverable,wanda ba a iya gyarawa
irrecoverableness,rashin gyarawa
irrecoverablenesses,rashin gyarawa
irrecoverably,wanda ba zai iya magancewa ba
irredeemable,wanda ba zai yiwu ba
irredeemably,wanda babu makawa
irreformable,wanda ba zai iya daidaitawa ba
irregular,wanda bai bi ka'ida ko doka ba
irregularity,rashin daidaituwa
irrelevance,rashin dacewa
irrelevant,bashi da mahimmanci
irreparable,wanda ba a iya gyarawa
irreplacible,wanda ba a iya bayyanawa
irrepressible,wanda ba a iya tatacce
irresolvable,wanda ba a iya warware shi
irresponsible,rashin kulawa
irresponsibly,rashin kulawa
irretating,rashin nutsuwa
irretrievable,wanda ba za a iya sakewa ba
irritable,m
irritably,cikin haushi
irritant,mai haushi
irritation,hangula
irritations,fushin
isolate,ware
isolation,kaɗaici
issue,fitowar
issues,batutuwa
itch,ƙaiƙayi
itching,ƙaiƙayi
jabber,jabber
jaded,jaded
jagged,jagged
jam,jam
jarring,jarring
jaundiced,jaundiced
jealously,mai kishi
jealousness,kishi
jealousy,kishi
jeer,jeer
jeering,izgili
jeeringly,ba'a
jeers,abin dariya
jeopardize,jefa cikin haɗari
jerky,jerky
jitter,mai siyarwa
jitters,jitters
jittery,jituwa
job-killing,kashe-kashe
jobless,rashin aikin yi
joke,wargi
joker,mai wasa
jolt,taunawa
judder,mai hukunci
juddering,yin hukunci
judders,masu yanke hukunci
junk,takarce
junky,junky
junkyard,junkyard
jutter,tsutsa
jutters,jutters
kaput,kaput
killer,mai kisa
killjoy,kashewa
knave,ƙwanƙwasa
knife,wuka
knock,buga
knotted,kulli
kook,kook
kooky,kooky
lacked,rasa
lackey,lackey
lackeys,lackeys
lacking,rashin
lackluster,rashi
lacks,rashin
laconic,laconic
laggy,laggy
laid-off,kwanciya
lambast,lambast
lambaste,lambaste
lame-duck,Duck
lament,makoki
lamentable,makoki
lamentably,makoki
languid,lafin
languish,laɓe
languor,laushi
languorous,mai wahala
languorously,azamanini
lanky,lanky
lapse,ɓata
lapsed,laps
lapses,lapses
lascivious,lasoshi
last-ditch,karshen-tsanya
latency,rashin jinkiri
laughable,dariya
laughably,dariya
laughingstock,dariya
lawbreaker,mai karya doka
lawbreaking,karya doka
lawless,rashin bin doka
lawlessness,rashin bin doka
layoff,sallama
layoff-happy,layoff-farin ciki
leakage,kwarara
leakages,leakages
leaking,yayyo
leaks,kwarara
leaky,malala
lech,lech
lecher,lecher
lecherous,leche
lechery,lechery
leech,leech
leer,leer
leery,leery
left-leaning,jingina-hagu
lemon,lemun tsami
lengthy,tsayi
less-developed,ƙasa da ƙasa
lesser-known,karami sananne
letch,leda
lethal,na mutuwa
lewd,alfasha
lewdly,lalaci
lewdness,lalata
liability,abin alhaki
liable,abin dogaro
licentious,maras lasisi
licentiously,asirina
licentiousness,lalata
lie,karya
lier,lier
lies,karya
life-threatening,barazanar rai
lifeless,mara rai
limit,iyaka
limitations,gazawa
limp,yi ɗingishi
listless,m
little-known,kaɗan-sananne
lividly,a bayyane
loath,ƙyama
loathly,ƙyama
loathsome,abin ƙyama
loathsomely,loathsomely
lone,kadaici
loneliness,kadaici
loner,kadaici
long-time,kwana biyu
long-winded,dogon-iska
longingly,dogon buri
loophole,madauki
loopholes,madaukai
loot,ganima
lorn,lorn
lose,rasa
losers,masu hasara
loses,yayi asara
losses,asara
loud,da ƙarfi
louder,da ƙarfi
lousy,lousy
loveless,rashin kauna
lovelorn,masoyi
low-rated,low-rated
lowly,kaskantacce
ludicrous,annashuwa
ludicrously,dayanar
lukewarm,lukewarm
lull,lull
lumpy,dunƙule
lunaticism,mahaukaci
lurch,ɓata
lure,yaudara
lurid,lurid
lying,kwance
macabre,macabre
madden,mahaukaci
maddeningly,maddeningly
madder,mahaukaci
madman,mahaukaci
maladjusted,ba a gyara ba
maladjustment,rashin daidaitawa
malady,rashin lafiya
malaise,rashin lafiya
malcontent,rashin cikakken aiki
malcontented,rashin wadata
maledict,la'ana
malevolence,rashin karfin jiki
malevolent,mara kyau
malevolently,marabacin
malice,sharri
malicious,sharri
maliciously,da qeta
maliciousness,zalunci
malign,mugu
malignant,mugu
malodorous,malodorous
maltreatment,rashin kulawa
mangle,mangle
mangled,mangled
mangles,mangwaro
mangling,mangwa
mania,mania
maniac,mahaukaci
maniacal,maniacal
manic,rashin lafiya
manipulate,yi amfani da shi
manipulative,magudi
manipulators,magudi
mar,mar
marginal,m
marginally,kad'an
martyrdom,shahada
martyrdom-seeking,neman shahada
mashed,mashed
massacre,kisan kiyashi
massacres,kisan kiyashi
matte,matte
mawkish,mawkish
mawkishly,mawkishly
mawkishness,mawkishness
meager,kadan
meanness,rashin ma'ana
measly,gwargwado
meddle,shiga tsakani
meddlesome,madubin tunani
mediocre,matsakaici
melodramatic,karin bayani
melodramatically,karin bayani
meltdown,narkewa
menacing,menacing
menacingly,menacingly
mendacious,mendacious
mendacity,mendacity
menial,maras kyau
merciless,mara tausayi
mercilessly,rashin tausayi
messes,rikici
messing,rikici
messy,m
midget,matsakaita
miff,musifa
militancy,tsageranci
mindlessly,ba da hankali ba
mirage,ƙyau
mire,laka
misalign,misalign
misaligned,misaligned
misaligns,misaligns
misapprehend,rashin fahimta
misbecome,rashin kyau
misbecoming,rashin kyau
misbegotten,misbegotten
misbehavior,rashin da'a
miscalculate,yi kuskure
miscalculation,kuskure
miscellaneous,daban-daban
mischievous,mischievous
mischievously,mischievously
misconception,rashin fahimta
misconceptions,rashin fahimta
miscreant,miscreant
miscreants,miscreants
misdirection,bata gari
miser,mai wahala
miserableness,zullumi
miserably,masifa
miseries,miseries
miserly,miserly
misfit,rashin dacewa
misfortune,masifa
misgivings,misgivings
misguidance,bata
misguide,ɓata
misguided,bata
mishandle,mishandle
mishap,ɓarna
misinform,bata labari
misinterpret,rashin fahimta
misjudge,kuskure
misjudgment,rashin yanke hukunci
mislead,yaudara
misleadingly,bata gari
mislike,mislike
mismanage,rashin kulawa
mispronounce,ɓarna
mispronounced,mispronounced
mispronounces,kuskure
misreading,rashin karantawa
misrepresent,bata suna
misses,kuskure
misstatement,ɓacin hankali
mist,hazo
mistakenly,kuskure
mistified,bata gari
mistress,farka
mistrust,rashin yarda
mistrustful,rashin amana
mistrustfully,rashin amana
mists,hazo
misunderstandings,rashin fahimta
misuse,rashin amfani
mobster,ɓarna
mockeries,masu ba'a
mockery,izgili
mockingly,ba'a
molest,lalatacce
molestation,tsangwama
monotonous,monotonous
monotony,monotony
monster,dodo
monstrosities,alkunya
monstrosity,dodo
monstrous,dodo
monstrously,danshi
moot,moot
morbid,m
morbidly,da kyau
mordant,mordant
mordantly,mordantly
moribund,cika lokaci
moronic,izgili
morons,morons
mortification,lalata
mortified,ya mutu
mortify,kashewa
mortifying,shafe-shafe
motionless,m
motley,motley
mourner,makoci
mournfully,cikin jimami
muddle,laka
muddy,laka
mudslinger,laka_wan
mudslinging,mudsinging
mulish,mulish
multi-polarization,musayar ra'ayi da yawa
mundane,mundane
murderously,kisan kai
murky,murky
muscle-flexing,juya-tsoka
mushy,mushy
musty,musty
mysterious,m
mysteriously,abin al'ajabi
mystery,asiri
mystify,rufawa
nag,nag
nagging,nagging
naively,wauta
narrower,kunkuntar
nastily,nastily
nastiness,nastness
naughty,fitina
nauseate,tashin zuciya
nauseates,jiri
nauseating,tashin zuciya
nauseatingly,jiri
nebulous,mara dadi
nebulously,ba da hankali
needless,mara bukata
needlessly,bukata
nefarious,mara kyau
nefariously,nefariously
negate,ba daidai ba
negation,ƙi
negatives,korau
negligence,sakaci
negligent,sakaci
nemesis,nemesis
nepotism,nuna son kai
nervousness,juyayi
nettle,nettle
nettlesome,mai amfani
neurotic,neurotic
neurotically,ba tare da damuwa ba
niggle,niggle
niggles,niggles
nightmare,mafarkin dare
nightmarish,malamar dare
nightmarishly,cikin dare
nitpick,nitpick
nitpicking,shayarwa
noise,amo
noises,surutu
noisier,mai surutu
non-confidence,rashin amincewa
nonexistent,babu
nonresponsive,ba amsa
notoriety,sananne
notoriously,sananne
noxious,m
nuisance,fitina
obese,kiba
object,abu
objection,ƙin yarda
objectionable,abar yarda
objections,ƙin yarda
oblique,haruffa
oblivious,gafala
obnoxiously,rashin kulawa
obscenely,batsa
obscenity,alfasha
obscure,m
obscured,duhu
obscures,duhu
obscurity,duhu
obsess,damu
obsessive,m
obsessively,cikin damuwa
obsessiveness,muguwar magana
obstinately,taurin kai
obstruct,toshewa
obstructed,an hana
obstructing,hanawa
obstruction,toshewa
obstructs,toshewa
obtrusive,obtrusive
obtuse,rashin kulawa
occlude,ɓoye
occluded,ɓoye
occludes,rufawa
occluding,rufewa
odder,odder
oddest,mafi munin
oddities,oddities
oddity,oddity
oddly,mara kyau
odor,wari
offence,laifi
offenses,laifuka
offensive,m
offensively,tsokana
offensiveness,tashin hankali
officious,hukuma
ominous,mai ban tsoro
ominously,ominously
omission,tsallake
omit,ƙetare
one-sided,mai gefe daya
onerous,mai ban tsoro
onerously,Yana cikin
onslaught,kai hari
opinionated,ra'ayi
opponent,abokin gaba
opportunistic,dama
oppose,yi hamayya
opposition,adawa
oppositions,adawa
oppress,zalunci
oppression,zalunci
oppressively,da zalunci
oppressiveness,zalunci
oppressors,azzalumai
ordeal,wahala
orphan,maraya
ostracize,watsar da
outbreak,ɓarkewa
outburst,fitarwa
outbursts,fashewa da kuka
outcast,fatattaka
outlaw,haramtacce
outmoded,yayi zamani
outrageous,wuce gona da iri
outrageously,wuce gona da iri
outrageousness,wuce gona da iri
outrages,fitarwa
outsider,bare
over-acted,wuce gona da iri
over-awe,bisa-tsoro
over-balanced,kan-daidaita
over-hyped,wuce gona da iri
over-priced,farashi mai tsada
over-valuation,-imar farashi
overact,wuce gona da iri
overacted,cikawa
overawe,overawe
overbalance,daidaitawa
overbalanced,daidaitawa
overbearing,overbearing
overbearingly,overbearingly
overblown,overblown
overdo,wuce gona da iri
overdone,wuce gona da iri
overdue,latti
overemphasize,cika magana da karfi
overheat,zafi fiye da kima
overkill,overkill
overloaded,yi obalodi
overlook,kau da kai
overpaid,ƙarin biya
overpayed,cika aiki
overplay,overplay
overpower,fin karfi
overpriced,farashi mai tsada
overrated,overrated
overreach,wuce gona da iri
