translatedText,text
nabatara,accredited
accueil,accueil
ace,ace
nweta,achieve
nkwenye,acknowledgment
nweta,acquire
inweta,acquiring
acrobat,acrobat
ihe,action
n'ezie,actual
acuity,acuity
imeghari,adapt
adreesị,addresses
mara mma,adept
ogo,adequacy
gbakwunye,adjunct
admiral,admiral
nabatara,admissible
ofufe,adoration
ọganihu,advance
ọganihu,advancement
biakwa obibia,advent
dị mma,advisable
nye ndụmọdụ,advise
onye ndụmọdụ,adviser
nkwado,advocacy
aesthetic,aesthetic
aesthetics,aesthetics
mmekọ,affiliated
n'eziokwu,affirmatively
aga,aga
na -ekwenye,agreeing
oru ugbo,agriculture
n'ihu,ahead
enyemaka,aid
na -enyere aka,aiding
alabasta,alabaster
ịmụrụ anya,alertness
ihe omumu,alimentation
dozie,allay
iguzosi ike n'ihe,allegiance
allegro,allegro
belata,alleviate
ibelata,alleviation
jikọrọ aka,allied
kwere,allowable
rata,allure
mmekorita,ally
onye puru ime ihe nile,almighty
ndewo,aloha
onye nnochite anya,ambassador
oké ọchịchọ,ambition
amen,amen
mezie,amend
mezie,amends
mgbaghara,amnesty
amour,amour
onye nyocha,analyst
arịlịka,anchor
arịlịka,anchorage
gbaa ume,animate
animated,animated
ọgwụ nje,antibiotics
ihe ngwọta,antidote
antifungal,antifungal
ihe ochie,antique
antiseptik,antiseptic
mgba,aplomb
na -arịọ mgbaghara,apologetic
ịrịọ mgbaghara,apologize
mgbaghara,apology
onye ozi,apostle
nkwado,approbation
na -akwado,approving
dabara adaba,apt
nka,aptitude
nkà mmụta ihe ochie,archaeology
onye aristocracy,aristocracy
onye aristocratic,aristocratic
jikere,armed
ihe agha,armor
okpukpo,aroma
kpalie,arouse
n'usoro,array
nka,art
njikọta,articulation
omenka,artisan
omenkà,artiste
nka,artistic
mgbago elu,ascendancy
nrigo,ascent
na -achọ,aspiring
mgbakọ,assembly
kwenye,assent
na -ekwusi ike,asserting
nyere aka,assist
enyemaka,assistance
na -akpakọrịta,associate
assuage,assuage
kwere nkwa,assured
onye na -agụ kpakpando,astrologer
onye na -enyocha mbara igwe,astronaut
onye na -enyocha mbara igwe,astronomer
dị akọ,astute
onye na -eme egwuregwu,athlete
egwuregwu,athletic
atọm,atom
kpuchie mmehie,atone
mkpuchi mmehie,atonement
mgbakwunye,attachment
enwere ike inweta,attainable
nweta,attainment
onye na -eje ozi,attendant
ntị,attention
gbaa akaebe,attest
onye ọka iwu,attorney
ịma mma,attractiveness
mụbaa,augment
august,august
nwanne nne,aunt
aura,aura
izi ezi,authenticity
onye edemede,author
ikike,authorization
nyere ikike,authorized
avatar,avatar
ay,ay
ee,aye
nwa,baby
agụmakwụkwọ baccalaureate,baccalaureate
itule,balance
egwu egwu,ballad
balet,ballet
votu,ballot
balm,balm
balsam,balsam
oriri,banquet
baptism,baptism
baptism,baptismal
bard,bard
basketball,basketball
nkwụsị,bastion
ịsa ahụ,bath
osisi,beam
na -enwu,beaming
ịchọ mma,beautification
akwa ala,bedrock
biya,beer
kwesịrị ekwesị,befitting
enyi,befriend
ikwere,believing
dị mma,benign
akwa,berth
kwere nkwa,betrothed
mmelite,betterment
ihe onunu,beverage
nke Akwụkwọ Nsọ,biblical
na -asụ asụsụ abụọ,bilingual
omumu,birth
ụbọchị ọmụmụ,birthday
gọziri agọzi,blessed
ngọzi,blessings
enweghị ọbara,bloodless
itu onu,boast
onye nche,bodyguard
mkpọtụ,boisterous
nkwuwa okwu,boldness
bonanza,bonanza
ezi,bonne
akwukwo,bookish
ụlọ ahịa akwụkwọ,bookshop
akwụkwọ akwụkwọ,bookworm
ihe ọma,boon
mmasi,bounty
bouquet,bouquet
ụbụrụ,brains
nri ụtụtụ,breakfast
agbamakwụkwọ,bridal
nwunye,bride
onye na -alụ nwunye,bridegroom
nwunye nwanyị,bridesmaid
brocade,brocade
nwanne nwoke,brother
òtù ụmụnna,brotherhood
ego,buck
enyi,buddy
wuo,build
ụlọ,building
bulldog,bulldog
mgbọ,bulletproof
buoy,buoy
ụgbọ ala,buss
onye nlekọta mmanya,butler
mmanụ,buttery
buxom,buxom
uzu,buzz
tagzi,cab
kabinet,cabinet
kafe,cafe
ihe mgbako,calculator
nwa ehi,calf
canary,canary
eziokwu,candid
nwa akwukwo,candidate
candied,candied
onye isi ike,capitalist
kapịnta,captain
ọrụ,career
mmetu aka,caress
onye nlekọta,caretaker
mkpu,carol
cascade,cascade
ego,cash
ọpụrụiche,categorical
na -elekọta,cater
cathartic,cathartic
katidral,cathedral
kpachara anya,cautious
kpachara anya,cautiously
onye ama ama,celebrity
nke eluigwe,celestial
etiti,center
onyeisi ndị agha,centurion
ụbụrụ,cerebral
emume,ceremony
n'aka,certainty
onyeisi oche,chairman
onye isi oche,chairwoman
ukwe,chant
chaja,charger
ọrụ ebere,charity
Ịmekwasị anwansị,charmed
ịdị ọcha,chastity
na -akparị ụka,chattering
ndepụta nyocha,checklist
obi ụtọ,cheerfulness
kemist,chemist
cherị,cherry
onye isi,chieftain
nwa,child
nwata,childhood
mkpu,chirp
chizil,chisel
chocolate,chocolate
oke,choice
ukwe,choir
choral,choral
ukwe,chorus
hoputara,chosen
chowder,chowder
akụkọ,chronicle
ọchị,chuckle
ụka,church
cider,cider
ibi úgwù,circumcision
mgbakọ,circumvention
nwa amaala,citizen
obodo,civil
mmepeanya,civilization
mepere anya,civilized
clairvoyant,clairvoyant
ịkụ aka,clap
dokwuo anya,clarify
oge gboo,classical
ochie,classics
ikewa,classify
nhicha,cleaning
sachaa,cleanse
ịdị ọcha,cleansing
nwechapụ,clearance
idoanya,clearness
ụkọchukwu,clerical
aghụghọ,cleverness
njedebe,climax
ịdị nso,closeness
mmechi,closure
uwe,clothe
ome ochi,clown
mmekorita,coalition
oke osimiri,coast
ibikọ,coexist
cogent,cogent
mmata,cognitive
mkpokọta,collectively
colonel,colonel
nnukwu,colossal
onye ọchịagha,commandant
na -enye iwu,commanding
na -echeta,commemorate
ncheta,commemoration
ncheta,commemorative
onye nkọwa,commentator
kọmodore,commodore
Ọchịchị obodo,commonwealth
ikwurita okwu,communicate
nkwurịta okwu,communicative
udo,communion
obodo,community
ngbanwe,commutation
aga njem,commute
ibe,companion
ndakọrịta,compatibility
na -amanye,compelling
kwụọ ụgwọ,compensate
na -akwụ ụgwọ,compensatory
ikike,competence
ikike,competency
afọ ojuju,complacency
kpam kpam,completely
izu ezu,completeness
na -emecha,completing
mmecha,completion
nrubeisi,compliance
mgbagwoju anya,complicity
mejupụtara,composed
onye na -ede egwu,composer
obi iru ala,composure
ghọta,comprehend
onye ibe,comrade
uche,concentric
nkwekọrịta,conciliation
mechie,concluding
nkwekọrịta,concord
nkwekọrịta,concordance
iru uju,condolence
nabata,condone
dị mma,conducive
conductivity,conductivity
confederate,confederate
kwuputa,confess
ekwenyela,confirmed
nkwekọrịta,conformance
ọgbakọ,congregation
ịdị n'otu,congruence
onye maara ihe,connoisseur
akọ na uche,conscience
nsụhọ,consciousness
nraranye,consecration
nchekwa,conservation
chekwaa,conserve
kennukwu,considerable
agbanwe agbanwe,consistency
ihe nkasi obi,console
mgbochiume,consonant
agbanwe agbanwe,constancy
mgbe nile,constant
n'usoro iwu obodo,constitutional
wuo,construct
kọntaktị,contact
ịtụgharị uche,contemplation
ọdịnaya,content
gaa n'ihu,continue
ngwe,contour
nye onyinye,contribute
onye nkwado,contributor
ebe obibi ndị nọn,convent
mgbakọ,convention
na -akparịta ụka,conversant
mkparịta ụka,conversational
ntughari,convert
ịdị jụụ,coolness
imekọ ihe ọnụ,cooperate
na -arụkọ ọrụ,cooperating
imekọ ihe ọnụ,cooperation
isi,core
echichi,coronation
ụlọ ọrụ,corporation
anụ ahụ,corporeal
mgbazi,corrective
mmekorita,correspondence
kwuputa,corroborate
obodo,cosmopolitan
mma,cosy
kansul,council
ndụmọdụ,counsel
onye ndụmọdụ,counselor
guo,count
ọnụ ọgụgụ,countess
mbedo,courtship
anyaukwu,cove
nwata,cradle
nka,craft
omenkà,craftsman
ude,cream
mepụta,create
nzere,credential
ntụkwasị obi,credibility
kredit,credit
n'aka,creditable
n'aka,credited
crescendo,crescendo
nkatọ,critique
okpueze,crowning
dị mkpa,crucial
kristal,crystal
itu ukwu,cuddle
culinary,culinary
njedebe,culmination
ịzụlite,cultivate
akọ,cultivated
ihe ubi,cultivation
omenala,culture
aghụghọ,cunning
agwọ agwọ,curable
ọchịchọ ịmata ihe,curiosity
curl,curl
kwushin,cushion
onye ahia,customer
ndị na -egbutu osisi,cutters
dame,dame
ịgba egwu,dance
nwa nwanyi,daughter
ndibiat,deal
arụmụka,debate
nkwupụta,declaratory
nraranye,dedication
chebe,defend
gbachitere,defended
na -agbachitere,defending
agbachitere,defense
doro anya,definitive
ogo,degree
onye nnọchite anya,delegate
kpachaara anya,deliberate
nnapụta,deliverance
nnyefe,delivery
ochichi onye kwuo uche ya,democracy
ngosi,demonstrable
ngosi,demonstrative
dabere,dependent
omimi,depth
nkọwa,descriptive
kwesiri,deserve
kwesiri,deserved
onye mmebe,designer
njedebe,destination
choputa,detect
nchọpụta,detection
mkpebi siri ike,determination
zụlite,develop
ofufe,devotional
aghụghọ,dexterity
akwụkwọ edetu,diary
ọkọwa okwu,dictionary
ihe ngosi,didactic
ihe oriri,dietary
nri abalị,dinner
diplomacy,diplomacy
onye nduzi,director
nchọpụta,discovery
nwere uche,discreet
ezi uche,discretion
ezi uche,discretionary
mkparịta ụka,discussion
nsị,disinfection
ewepụrụ,disposed
igbasa,disseminate
distillation,distillation
ditty,ditty
iche iche,diverse
ntughari,diversion
chi,divinity
dọkịta,doctor
onye na -eme ihe,doer
nkịta,dogged
dolphin,dolphin
inye,don
onyinye,donation
nduru,dove
dị ala,downy
abụ abụ,duet
eze,duke
anwụ ngwa ngwa,durability
dị nsọ,dutiful
ntị,earl
irite,earn
iru ala,easement
rie,eat
nkwalite,edification
kuzie,educate
mmụta,educational
nrụpụta ọrụ,efficacy
arụmọrụ,efficiency
mbo,effort
ejaculation,ejaculation
nkọwa,elaboration
okenye,elder
ndị okenye,elders
hoputara,elect
eletrik,electric
ọkụ eletrik,electricity
elu,elevation
tozuru oke,eligible
kọwaa,elucidate
ntọhapụ,emancipation
emeritus,emeritus
nke kachasi,eminently
eze,emir
omie,emulate
nwee ike,enable
nwee ike,enablement
tinye,encore
akwụkwọ nkà ihe ọmụma,encyclopedia
gbaa mbo,endeavor
enweghi ngwụcha,endless
nye,endow
nyere,endowed
onyinye,endowment
ntachi obi,endurance
tachie obi,endure
manye,enforce
kwere nkwa,engaged
mkpokọta,ensemble
ọkọlọtọ,ensign
ọbịa,entertained
ntụrụndụ,entertainment
gburugburu,environ
ephemeris,ephemeris
epic,epic
epitome,epitome
nha anya,equality
ohiha,equally
nha nha,equilibrium
nha nha,equity
erotic,erotic
ozi,errand
gbapụ,escape
esprit,esprit
dị mkpa,essential
guzobere,established
nkwanye ugwu,esteem
esthetic,esthetic
ụkpụrụ omume,ethics
na -acha akwụkwọ ndụ akwụkwọ ndụ,evergreen
putara ihe,evident
evolushọn,evolution
mgbanwe,exchange
obi ụtọ,excitable
mkpali,excitation
ewepu,exemption
gbaa ume,exhort
agbamume,exhortation
ịdị adị,existence
osisi,exotic
tụọ anya,expect
atụmanya,expectation
dị mkpa,expedient
njem,expedition
ahụmahụ,experienced
ọkachamara,expert
nka,expertise
ikowa,explain
nke sara mbara,extensive
mgbakwunye,extra
kpochapu,extricate
eziokwu,facts
ngalaba,faculty
daa,fain
maara,familiar
mmata,familiarity
ile mmadụ anya n'ihu,favoritism
atụmatụ,feature
ibe,fellow
mkpakọrịta,fellowship
nwanyi,female
ememme,festival
fete,fete
oriri,fiesta
n'ikpeazụ,finally
ịchọ mma,finery
mma,finesse
bọọlụ,fireball
fireproof,fireproof
iguzosi ike,firmness
ọkpara,firstborn
dabara adaba,fitting
nkwanye,fixture
ụgbọ mmiri,fleet
ịchụ nwoke,flirt
ifuru,floral
eruba,flow
ifuru,flowery
iwepụ,flush
na -efe efe,flying
gbado anya,focus
nri,food
egwuregwu bọọlụ,football
ntachi obi,forbearance
n'ihu,fore
ndị nna nna,forefathers
nke gara aga,foregoing
onye nlekọta,foreman
onye mbido,forerunner
buru amụma,foresee
buru amụma,foreseen
forge,forge
agbaghara,forgiven
nhazi,formative
usoro,formula
ike,forte
na -abịa,forthcoming
wusie ike,fortify
ebe ewusiri ike,fortress
gaa n'ihu,forward
achọtara,found
ntọala,foundation
eziokwu,frank
ikwu eziokwu,frankness
nwanne nwoke,fraternal
n'efu,freely
enyi,friend
ọbụbụenyi,friendship
juju,full
n'ụzọ zuru ezu,fully
nke nkiti,fundamental
fuuz,fuse
njikọ,fusion
ogige,garden
garnet,garnet
ndị agha,garrison
akwụkwọ akụkọ,gazette
gia,gear
izugbe,general
genteel,genteel
nwa amadi,gentleman
ịdị nwayọọ,gentleness
ndị ọma,gentry
geranium,geranium
nnukwu,gigantic
ịchị ọchị,giggle
girder,girder
na -enye,giving
gbam,glide
na -egbu maramara,glittering
otuto,glorification
kenkowaputa,gloss
nke Chukwu,godly
ngwongwo,goods
ozioma,gospel
chịkwaa,govern
ngụsị akwụkwọ,graduation
ụmụ ụmụ,grandchildren
nne nne,grandmother
akwụkwọ ndụ akwụkwọ ndụ,green
na -enwe ekele,gregarious
aka,grist
grit,grit
ntọala ala,groundwork
too,grow
nche,guard
onye nlekọta,guardian
onye nlekọta,guardianship
gọvanọ,gubernatorial
ndu,guide
akwụkwọ ntuziaka,guidebook
onye guru,guru
guts,guts
onye na -eme egwuregwu mmega ahụ,gymnast
ebe obibi,habitat
owuwe ihe ubi,harvest
ogige mmiri,haven
ọgwụgwọ,healing
ọkụ,hearth
eluigwe,heavens
hedonism,hedonism
heft,heft
okpu agha,helmet
onye inyeaka,helper
ahịhịa,herbal
ndị dike,heroics
heroism,heroism
heyday,heyday
nke kachasi elu,highest
ọchị,hilarity
iku,hire
ihe omume ntụrụndụ,hobby
ezumike,holiday
ịdị nsọ,holiness
homonụ,homology
mmanụ a honeyụ,honey
honiimuunu,honeymoon
mmiri,horizon
ile ọbịa,hospitality
ezinụlọ,household
nlekọta ụlọ,housekeeping
ndi mmadu,humanitarian
mmadu,humanity
wedara ala,humbled
obi umeala,humbly
onye ọchị,humorist
ugbo,husbandry
gbachi,hush
ulo,hut
ịdị ọcha,hygienic
ukwe,hymn
echiche,idealism
ìhè,illumination
maa atụ,illustrate
ozugbo,immediately
mikpuo,immerse
adighi agaghari,immovable
nye,impart
enweghị ntụpọ,impervious
echiche,impression
kwalite,improvise
enweghi ike imeri,inalienable
nraranye,inauguration
na -enweghị mgbagha,incisive
gụnye,include
gụnyere,included
gụnyere,including
yana idobe okirikiri,inclusive
ego,income
adighi -ekpochapu,indelible
mgbapụta,indemnity
nnwere onwe,independence
ịdị n'otu,individuality
agaghi adi,indomitable
enweghị atụ,ineffable
nwa ọhụrụ,infant
nbata,infiltration
enweghi ngwụcha,infinite
enweghi ngwụcha,infinity
mmetụta,influence
ozi,information
ihe nketa,inheritance
inimitable,inimitable
aka ya di ocha,innocence
aka ya di ocha,innocent
aka ya di ocha,innocently
onye na -ajụ ase,inquirer
ase,inquiry
nkewa,inseparable
insignia,insignia
onye nyocha,inspector
mmuo,instinctive
izi ihe,instruct
ntụziaka,instruction
onye nkuzi,instructor
mkpuchi,insure
ọgụgụ isi,intellect
onye nwere ọgụgụ isi,intellectual
bu n'obi,intended
mmekọahụ,intercourse
ime,interior
mmekọrịta,interlocutory
nkwụsị,interlude
enweghi ngwụcha,interminable
ntinye aka,intervention
ntinye,intonation
enweghị atụ,intrepid
nsinammuo,intuition
agbanwe agbanwe,invariably
onye na -emepụta ihe,inventor
ichoputa,investigate
ọkpụkpọ òkù,invitation
ígwè,iron
ekwesighi,irreducible
enweghị mgbagha,irrefutable
jackpot,jackpot
jam,jam
njakịrị,jest
ọrụ,job
sonyere,joined
onye egwuregwu,joker
na -egwu egwu,joking
odeakụkọ,journalist
njem,journey
jubilii,jubilee
ikpe,judicial
wuo,jump
ziri ezi,justifiable
ezi omume,justification
idebe ihe,keepsake
ken,ken
isi okwu,keynote
isi nkume,keystone
nwanne,kindred
eze,king
nwa pusi,kitten
nkpa,knack
onye nchikota,knight
ịmara,knowing
ihe omuma,knowledge
oru,labor
lace,lace
nwa Atụrụ,lamb
ala,land
rutere,landed
laser,laser
ochi,laughter
igba egbe,launch
onye nrite,laureate
laurel,laurel
laurel,laurels
onye ndu,leader
Njikọ,league
mụta,learn
mmụta,learning
onye nkuzi,lecturer
ụzọ,leeway
iwu kwadoro,legalized
nrube isi,legibility
ke nghota,legible
oge ntụrụndụ,leisure
ntụrụndụ,leisurely
lema,lemma
nkuzi,lesson
edepụtara,lettered
ọkwa,level
onye na -emesapụ aka,liberal
ọbaakwụkwọ,library
ọbara ndụ,lifeblood
ụlọ mposi,lighthouse
ọkà mmụta asụsụ,linguist
ọdụm,lion
lithe,lithe
ogologo ndụ,longevity
onyenwe,lord
ịbụ onyenwe,lordship
ịhụnanya,lovemaking
mara mma,luscious
egwu,lyre
ndọta,magnet
ndọta,magnetism
magnetite,magnetite
nwa agbọghọ,maiden
isi,main
onye isi,mainstay
ukwu,major
ọtụtụ,majority
jikwaa,manage
njikwa,management
mandarin,mandarin
nwoke,manhood
egosipụta,manifested
nwoke,manly
mana,manna
ịkwanyere ugwu,mannered
omume,manners
emeputa,manufacturer
ngagharị,march
akara,marked
marketable,marketable
marquis,marquis
alụmdi na nwunye,marriage
ụmị,marrow
lụọ di,marry
marshal,marshal
nwoke,masculine
ịhịa aka n'ahụ,massage
nwunye,mate
nne,maternal
alụmdi na nwunye,matrimony
matron,matron
kacha,maximum
onye isi obodo,mayor
ala ahịhịa,meadow
tụrụ,measured
onye ogbugbo,mediate
onye ogbugbo,mediation
onye ogbugbo,mediator
ọgwụ,medical
tụgharịa uche,meditate
mediterranean,mediterranean
medley,medley
ihe ncheta,memento
na -edozi,mending
nsọ,menses
onye ndụmọdụ,mentor
jikota,merge
mepere emepe,metropolitan
mettle,mettle
mikroskopu,microscopy
midwife,midwife
midwifery,midwifery
mime,mime
na -echeta,mindful
itinye uche,mindfulness
ozi,ministry
onye ozi ala ọzọ,missionary
nlereanya,model
agafeghị oke,moderate
onye nhazi ihe,moderator
mkpali,momentum
ego,monetary
ego,money
onye mọnk,monk
ihe ncheta,monument
omume,moral
omume,morals
ngwa agha,mortar
nne,mother
nne,motherhood
ebumnobi,motive
ibughari,movable
onye ngagharị,mover
Foto Ụlọ Nga,mug
akwara,muscular
egwu,music
egwu,musical
mutable,mutable
ibe,mutual
ụra,nap
onye okike,naturalist
okooko osisi nectar,nectar
agịga,needle
kpaa nkata,negotiate
onye mkparita uka,negotiator
onye agbata obi,neighbor
akwara,nerve
nestle,nestle
onye amara,nobility
onye amara aha ya,nobleman
nhoputa,nomination
nkịtị,normality
ọwọrọiso,notable
ndị ama ama,notables
kwuru,noted
echiche,notion
ama ama,notoriety
nọmba,numbers
nọọsụ,nurse
ụlọ akwụkwọ ọta akara,nursery
ịzụlite,nurture
na -edozi ahụ,nutritious
akpu,oak
iyi,oath
nrubeisi,obedience
ebumnobi,objective
na -akwụ ụgwọ,obliging
onye nlebara anya,observant
doro anya,obvious
onye bi,occupant
aka oru,occupation
bi,occupy
enye,offer
onye ọrụ,officer
dechapụ,offset
gbanyụọ,offshoot
ike,omnipotence
onye maara ihe,omniscient
opera,opera
dabara adaba,opportune
nchekwube,optimist
nhọrọ,option
nhọrọ,optional
ekwu okwu,oracle
oration,oration
ndi otu egwu,orchestra
chiri echichi,ordained
echichi,ordination
organic,organic
nzukọ,organization
hazie,organize
haziri,organized
orgasm,orgasm
ịchọ mma,ornamented
ịchọ mma,ornate
oké iwe,outburst
nsonaazụ,outcome
n'elu,outward
karịrị akarị,overwhelming
nwe,ownership
pacific,pacific
mpe mpe akwa,pad
padding,padding
akwa,paddle
dị ụtọ,palatable
ọgwụ mgbu,palliative
panacea,panacea
panache,panache
panier,panier
paprika,paprika
Nme,parade
paragon,paragon
ịkọwapụta,paraphrase
nne na nna,parentage
parietal,parietal
rie,partake
ikere òkè,participation
ibe,partner
mmekorita,partnership
ihe eji egwu egwu,pastime
pastọ,pastor
achịcha dị iche iche,pastry
ebe ịta nri,pasture
patent,patent
onyeisi ndị bishọp,patriarchal
onye nlekọta,patron
nkwado,patronage
kwụọ ụgwọ,pay
ekworo,peacock
ọnụ,peck
ịdị iche,peculiarity
agbụrụ,pedigree
onye na -eche echiche,penchant
ghọta,perceive
nghoputa,perceptible
perennial,perennial
onye ngosi,performer
uru,perk
ikike,permission
ebighi ebi,perpetuity
ntachi obi,persistence
na -adịgide,persistent
onye,personable
dị mkpa,pertinent
mmanụ ala,petroleum
ọgwụ,pharmaceutical
onye ọrụ ebere,philanthropist
ọrụ ebere,philanthropy
onye ọkà ihe ọmụma,philosopher
fenix,phoenix
uda olu,phonetic
dibịa,physician
physics,physics
physiology,physiology
ahụ,physique
bulie,pick
picnic,picnic
Erere,pill
ohiri isi,pillow
pilot,pilot
ọsụ ụzọ,pioneer
nsọpụrụ,pious
pith,pith
ihe dị mkpa,pivot
placid,placid
atụmatụ,planning
ama egwuregwu,playground
ụlọ ahịa,playhouse
nkwa,pledge
plenary,plenary
plexus,plexus
plọm,plum
plọm,plumb
ply,ply
hoo haa,pointedly
uwe ojii,police
onye uwe ojii,policeman
mezie,polish
ndọrọ ndọrọ ọchịchị,politic
ọdọ mmiri,pool
poopu,pope
ewu ewu,popularity
ewu ewu,popularized
onu ogugu,population
nwere,possess
nwere ike,potable
ike,potency
omume,practice
eme,practiced
omume,practise
akpachara anya,precaution
buru ụzọ,precede
ụzọ,precedence
nkenke,precision
predilection,predilection
nke kacha,predominant
ogige,premises
jikere,prepare
onye nlekọta,prescient
ọnụnọ,presence
ugbu,present
ngosi,presentable
ngosi,presentment
nchekwa,preservative
chekwaa,preserve
onye isi ala,president
presto,presto
merie,prevail
mgbochi,prevention
ụkọchukwu,priest
ọkwa nchụ -aja,priesthood
ụkọchukwu,priestly
mmalite,primacy
isi,primary
praịm,prime
ihe mbido,primer
onye isi,prince
nwa eze,princely
adaeze,princess
onye isi,principal
adịghị mma,pristine
Nsogbu,probity
usoro,procedure
ngagharị,procession
onye nhazi,proctor
ị nweta,procure
mmefu,prodigal
onye na -emepụta ihe,producer
na -emepụta ihe,producing
mmepụta,production
arụpụtaghị ihe,productivity
aka oru,profession
ọkachamara,professional
prọfesọ,professor
nka,proficiency
aga n'ihu,progression
pụtara ìhè,prominently
nkwalite,promotion
ngwa,prop
onye amuma,prophet
prophylactic,prophylactic
echiche,proposition
ichebe,protecting
onye nchedo,protector
gosi,prove
ilu,proverbial
nye,provide
inye,providing
abụ ọma,psalm
ọha,public
Dọọ,pull
ikpo okwu,pulpit
ịbịa n'oge,punctuality
nwa nkita,puppy
kpere,purely
ịdị ọcha,purification
onye purist,purist
ịdị ọcha,purity
purr,purr
iru eru,qualifying
ọchịchọ,quest
ajụjụ,question
ngwa ngwa,quickness
dị jụụ,quiescent
quinine,quinine
see okwu,quote
gbasaa,radiate
redio,radio
rave,rave
onye na -agụ ya,reader
njikere,readiness
na -agụ ihe,reading
n'ezie,real
ihe kpatara ya,reason
mmelata ego,rebate
imeghari,recast
natara,received
na -anata,receiving
recherche,recherche
megwara,reciprocate
mgbake,reclamation
nọdụ ala,recline
nke a na -amata,recognizable
ịtụgharị uche,reconsideration
wughachi,reconstruct
nwughari,reconstruction
onye na -edekọ ihe,recorder
gbakee,recoup
ntụrụndụ,recreation
ntụrụndụ,recreational
mezie,redress
ndozigharị,reformation
onye na -eme mgbanwe,reformer
imeghari,refurbish
regent,regent
nlọghachi azụ,regressive
mgbe nile,regularity
mezie,regulate
mezie,rehabilitate
nhazigharị,rehabilitation
kwughachi,reimburse
nkwụghachi ụgwọ,reimbursement
nkwado,reinforcement
mweghachi,reinstate
melite,rekindle
ezumike,relaxation
dị mkpa,relevant
ntụkwasị obi,reliability
ndabere,reliance
foduru,remains
imeghari,remake
megharịa,remodel
inye,render
mmeghari ohuru,renewal
megharia,renovate
ntaghari ohuru,renovation
hazigharịa,reorganize
nkwụghachi ụgwọ,reparation
kwụghachi,repay
chegharịa,repent
mejupụta,replenish
mejupụta,replete
onye nta akụkọ,reporter
zuru ike,repose
nọchitere anya ya,represented
omumu,reproductive
idobere,reserve
onye obibi,resident
na -emegide,resistive
kpebisie ike,resolutely
ihe onwunwe,resources
nkwanye ugwu,respectability
na -akwanyere ugwu,respecting
nkwanye ugwu,respects
zuru ike,rest
nkwụghachi,restitution
mweghachi,restorative
njide onwe onye,restraint
malitegharịa,resumption
njigide,retention
ezumike nka,retirement
njikọta,reunion
na -egwuri egwu,revels
sọpụrụ,reverend
egwu,reverie
degharia,revise
mgbanwe,revolution
uda,rhythm
ụda,rhythmical
rịbọn,ribbon
onye na -anya ya,rider
chara acha,ripe
chara n'onwe,ripen
na -ebili,rising
riveting,riveting
okporo ụzọ,roadster
okwute,rock
mkpanaka,rod
na -atụgharị,rollicking
ihunanya,romanticism
romp,romp
gbanyere mkpọrọgwụ,rooted
rota,rota
usoro,routine
eze,royalty
ederede,rubric
rut,ruth
chebe,safeguard
onye amamihe,sage
ụgwọ ọnwa,salary
nzọpụta,salvation
naputa,salve
nke samurai,samurai
ido nsọ,sanctification
doo nsọ,sanctify
ebe nsọ,sanctuary
sanguine,sanguine
ịdị ọcha,sanitary
satin,satin
esi ísì,savor
dị ụtọ,savory
egwu egwu,scarecrow
ọkà mmụta,scholar
agụmakwụkwọ,scholarship
sayensị,scientific
ọkà mmụta sayensị,scientist
scintilla,scintilla
Akara,score
odeakwụkwọ,scribe
edemede,script
dị egwu,scrumptious
ọkpụkpụ,sculpture
oké osimiri,sea
akara,seal
mwepu,seclusion
odeakwụkwọ,secretariat
okenye,seniority
uche,sense
ezi uche,sensibility
ihe mmasi,sensual
agụụ mmekọahụ,sensuality
mmetụta uche,sensuous
mmetụta,sentimental
mmetụta uche,sentimentality
onye nche,sentinel
okwuchukwu,sermon
ọbara,serum
onye edozi,settlor
mmekọahụ,sex
udi,shape
ọdịdị,shapely
ndo,shelter
onye ọzụzụ atụrụ,shepherd
na -enwu,shining
ịzụ ahịa,shopping
ubu,shoulder
onye maara ihe,shrewd
silk,silk
bụọ abụ,sing
dị n'otu,singly
nna ukwu,sir
nwanne nwanyị,sisterhood
elu igwe,sky
wepụrụ ebubo,slate
dị gịrịgịrị,slender
ebughibu,slim
ire ụtọ,smoothness
ura,snicker
anya mmiri,sobriety
onye agha,soldier
siri ike,solidity
solvency,solvency
sonar,sonar
sonata,sonata
ụgbụ,sonnet
egwu,sonorous
afa,sorter
ofe,soup
spa,spa
spaniel,spaniel
pụrụiche,special
iche,specie
ngosi,spectacle
okwu,speech
mkpoputa,spelling
ose,spice
ọkpụkpụ azụ,spine
mmụọ,spirits
onye nkwado,sponsor
nwunye,spouse
spruce,spruce
staccato,staccato
anu ulo,stallion
onye siri ike,stalwart
guzo,standing
kpakpando,star
ìhè kpakpando,starlight
kpakpando,starry
nkwupụta,statement
akpụrụ akpụ,statue
ọnọdụ,status
magburu onwe ya,sterling
onye nlekọta,steward
ịdị jụụ,stillness
ụlọ ahịa,store
usoro,strategic
onye echiche,strategist
ike,strongly
nhazi,structure
stud,stud
ọmụmụ,study
sublimation,sublimation
umi,substance
nkenke,succinct
succulent,succulent
afọ ojuju,sufficiency
shuga,sugar
sultry,sultry
anyanwụ,sun
anwụ na -acha,sunny
ọdịda anyanwụ,sunset
karịrị mmadụ,superhuman
onye ukwu,superman
kpakpando,superstar
nkwenkwe ụgha,superstition
aririo,supplication
ọkọnọ,supplies
ọkọnọ,supply
