translatedText,word,emotion,emotion-intensity-score
yayi dariya,laughs,joy,0.75
m,pleasing,joy,0.75
albarka,blessings,joy,0.75
soyayya,romantic,joy,0.75
gamsarwa,gratify,joy,0.75
murmushi,smile,joy,0.75
bukukuwan farin ciki,happyholidays,joy,0.75
lokacin bazara,tistheseason,joy,0.75
girma,greatness,joy,0.75
sada zumunci,friendliness,joy,0.75
murkushewa,frolic,joy,0.748
ingantaccen makamashi,positiveenergy,joy,0.742
jubili,jubilee,joy,0.742
sha'awa,enthusiasm,joy,0.742
mu'ujiza,miracle,joy,0.742
sihiri,magical,joy,0.742
masu kyau,goodvibes,joy,0.742
son kai,selflove,joy,0.742
nasara,triumph,joy,0.742
lada,rewarding,joy,0.742
jin dadi,feelgood,joy,0.736
wadata,prosperity,joy,0.735
sha'awa,admiration,joy,0.734
jin dadi,feelinggood,joy,0.734
tgif,tgif,joy,0.734
m,passionate,joy,0.734
ina kwana,goodday,joy,0.734
babban dare,greatnight,joy,0.734
yi farin ciki,behappy,joy,0.734
nasara,victory,joy,0.734
vivacious,vivacious,joy,0.734
na marmari,luxurious,joy,0.734
sihiri,enchant,joy,0.734
tasbihi,glorification,joy,0.733
haske,glowing,joy,0.729
raira waƙa,sing,joy,0.729
yasss,yessss,joy,0.728
cikawa,fulfillment,joy,0.728
mai ban sha'awa,breathtaking,joy,0.728
murna,cheery,joy,0.727
yi sauri,hurrah,joy,0.727
m,merry,joy,0.727
godiya,thankful,joy,0.727
lashe,win,joy,0.727
Kirsimeti,christmasbreak,joy,0.727
lafiya,atpeace,joy,0.727
lambar yabo,award,joy,0.727
santa,santa,joy,0.727
annuri,radiance,joy,0.725
wahayi,inspiration,joy,0.725
yarda,pleased,joy,0.725
dagawa,uplift,joy,0.723
kyakkyawan fata,optimistic,joy,0.723
burgewa,thrill,joy,0.721
bukukuwa,holidays,joy,0.721
sama,heaven,joy,0.721
m,lucky,joy,0.721
godisgreat,godisgreat,joy,0.721
yabo,praising,joy,0.719
mai zuciya,heartfelt,joy,0.719
bunƙasa,thriving,joy,0.719
cikakke,perfect,joy,0.719
taya murna,congratulatory,joy,0.719
haske,brighten,joy,0.719
shagala,amusement,joy,0.719
jituwa,harmony,joy,0.719
masoyi,lover,joy,0.719
xama,xmas,joy,0.719
kyakkyawa,lovely,joy,0.719
utopian,utopian,joy,0.719
nasara,achievement,joy,0.712
mafi kyau ji,bestfeeling,joy,0.712
biki,holiday,joy,0.712
alatu,luxury,joy,0.712
bikin kirsimeti,merrychristmas,joy,0.712
taskoki,treasures,joy,0.712
mafi sa'a,luckiest,joy,0.712
yayi,yay,joy,0.712
sihiri,magic,joy,0.712
m,intimate,joy,0.71
soblessed,soblessed,joy,0.706
yayy,yaaay,joy,0.706
rave,rave,joy,0.706
dariya,chuckle,joy,0.706
girman kai,proud,joy,0.704
rayuwa mai kyau,goodlife,joy,0.703
lovelife,lovelife,joy,0.703
mafi dadi,sweetest,joy,0.703
yaba,appreciates,joy,0.703
mai gamsarwa,satisfying,joy,0.703
abin mamaki,amazingly,joy,0.703
albishir,goodnews,joy,0.703
cin nasara,winning,joy,0.703
ado,beautification,joy,0.703
kyau,gooood,joy,0.703
kauna,cherish,joy,0.703
reallove,truelove,joy,0.703
fuckyeah,fuckyeah,joy,0.703
cuddled,cuddled,joy,0.703
kyakkyawan fata,optimism,joy,0.703
nishaɗi,entertained,joy,0.7
yayi,yaay,joy,0.7
burge,excite,joy,0.697
sababbin shiga,newbeginnings,joy,0.693
godiya,praisejesus,joy,0.691
ranar haihuwa,birthday,joy,0.691
girmama,honored,joy,0.688
fi so,favorite,joy,0.688
sujada,adoration,joy,0.688
metime,metime,joy,0.688
manyan abokai,greatfriends,joy,0.688
lokacin bazara,holidayseason,joy,0.688
mala'ika,angelic,joy,0.688
godiya,godsend,joy,0.688
abun ciki,content,joy,0.688
dadi,exquisite,joy,0.688
na gode,thankyoujesus,joy,0.688
nishaɗi,entertaining,joy,0.688
daukaka,exaltation,joy,0.682
m,luscious,joy,0.682
mai daraja,precious,joy,0.682
yayi haske,brightens,joy,0.682
yaba,appreciated,joy,0.682
yayi murmushi,smiled,joy,0.682
abokai,bestfriends,joy,0.682
lafiya,goodhealth,joy,0.682
abubuwan tunawa,memoriesiwontforget,joy,0.682
mai girma,majestic,joy,0.682
kwanciyar hankali,tranquility,joy,0.679
tabbatacce,positively,joy,0.676
rungumi,embrace,joy,0.676
aure,marry,joy,0.676
runguma,hug,joy,0.672
masoyi,dearest,joy,0.672
murmushi,grin,joy,0.672
dariya,giggles,joy,0.672
shakatawa,relaxation,joy,0.672
cika,accomplished,joy,0.672
mai rai,enliven,joy,0.672
weeeee,weeeee,joy,0.672
gamsuwa,contentment,joy,0.672
bday,bday,joy,0.672
abin dariya,hilarious,joy,0.672
mai yawa,bountiful,joy,0.667
hayaniya,boisterous,joy,0.667
kauna,adore,joy,0.667
cika,fulfilled,joy,0.667
mai nasara,victor,joy,0.667
cika,fulfill,joy,0.664
cuddles,cuddles,joy,0.662
wadata,prosperous,joy,0.66
gamsu,satisfy,joy,0.656
haske,glow,joy,0.656
kwanciyar hankali,serenity,joy,0.656
barka da sabon shekara,happynewyear,joy,0.656
ƙarfafa,encouraged,joy,0.656
zaman lafiya,innerpeace,joy,0.656
kiristmaseve,christmaseve,joy,0.656
godiya,appreciation,joy,0.656
m,pleasant,joy,0.656
abin dariya,humor,joy,0.656
kama,captivate,joy,0.656
romanticism,romanticism,joy,0.656
masu kyau,besties,joy,0.656
yaba,praised,joy,0.652
arziki,fortunes,joy,0.652
shakatawa,relaxing,joy,0.652
yawa,abundance,joy,0.652
taska,treasure,joy,0.652
gamsuwa,satisfaction,joy,0.652
yabo,praises,joy,0.652
tsunduma,engaged,joy,0.652
so,affection,joy,0.647
dacewa,complement,joy,0.647
babu komai,nothingbetter,joy,0.647
ya huta,relieved,joy,0.647
carnival,carnival,joy,0.643
tsarkaka,saintly,joy,0.641
mai ɗagawa,uplifting,joy,0.641
bikin aure,wedding,joy,0.641
allahntaka,divine,joy,0.641
cikin jituwa,harmoniously,joy,0.641
zakara,champion,joy,0.641
m,priceless,joy,0.641
cimma,achieve,joy,0.641
jackpot,jackpot,joy,0.641
lalata,sensuality,joy,0.641
godiya,thanksgiving,joy,0.641
ɗaukaka,exalt,joy,0.636
walƙiya,twinkle,joy,0.636
ta'aziya,comforting,joy,0.636
gudun amarci,honeymoon,joy,0.636
rungume,cuddle,joy,0.636
ƙarshe,climax,joy,0.636
mai nasara,winner,joy,0.636
zaman lafiya,peaceful,joy,0.636
girmama,reverie,joy,0.636
yayy,yayy,joy,0.636
farin ciki,felicity,joy,0.636
xoxo,xoxo,joy,0.634
kallon tauraro,stargazing,joy,0.625
yabo,praisegod,joy,0.625
sakamako,reward,joy,0.625
karimci,generosity,joy,0.625
so,fondness,joy,0.625
kwazazzabo,gorgeous,joy,0.625
mai dadi,sweet,joy,0.625
m,amusing,joy,0.625
zukata,hearts,joy,0.625
biki,festival,joy,0.625
kumbura,snuggling,joy,0.625
mai haske,brighter,joy,0.625
jima'i,sex,joy,0.622
kyau,beauty,joy,0.621
irin,kind,joy,0.621
tafi,applause,joy,0.621
fareti,parade,joy,0.621
jinsi,genial,joy,0.621
sabuwar rayuwa,newlife,joy,0.618
m,aspiring,joy,0.618
cikawa,fulfilling,joy,0.618
abin godiya,godbless,joy,0.616
nagarta,virtuous,joy,0.613
sumbata,kiss,joy,0.61
kyakkyawa,adorable,joy,0.609
kyaututtuka,awards,joy,0.609
sake farfadowa,rekindle,joy,0.609
babba,super,joy,0.609
fadakarwa,enlightenment,joy,0.609
bakan gizo,rainbows,joy,0.609
ladabi,elegance,joy,0.609
mai karimci,generous,joy,0.609
m,playful,joy,0.609
Kirsimeti,christmas,joy,0.609
abin yabo,praiseworthy,joy,0.609
cin nasara,winnings,joy,0.609
'yancin kai,independence,joy,0.607
amour,amour,joy,0.607
mamaki,wonder,joy,0.606
abubuwan mamaki,surprises,joy,0.606
soyayya ɗaya,onelove,joy,0.606
da yardar kaina,freely,joy,0.606
walwala,hilarity,joy,0.606
heheh,heheh,joy,0.606
yi wahayi zuwa,inspired,joy,0.606
alheri,kindness,joy,0.606
nasara,successful,joy,0.606
mai ban sha'awa,whimsical,joy,0.603
nishaɗi,entertainment,joy,0.603
sha’awa,passion,joy,0.603
kawata,beautify,joy,0.601
damuwa,stressfree,joy,0.601
fitowar rana,sunrise,joy,0.6
godiya,godisgood,joy,0.597
musika mai kyau,goodmusic,joy,0.594
girmama,revere,joy,0.594
ku,whoo,joy,0.594
mala'ika,angel,joy,0.594
kwarkwasa,flirt,joy,0.594
ban sha'awa,fanfare,joy,0.594
sumul,snuggled,joy,0.594
abubuwan alheri,goodies,joy,0.594
godiya,thankgod,joy,0.594
yi wahayi zuwa,inspire,joy,0.594
cikawa,accomplishment,joy,0.594
cikin lumana,peacefully,joy,0.594
Yesu,jesus,joy,0.594
abota,friendship,joy,0.591
mafi girma,highest,joy,0.591
jarumi,heroic,joy,0.591
yin waka,singing,joy,0.591
ɗaukaka,exalted,joy,0.591
arziki,fortune,joy,0.591
rani,summer,joy,0.591
ambaliya,overflowing,joy,0.588
woot,woot,joy,0.588
mirginawa,rollicking,joy,0.588
gamsu,contented,joy,0.588
yabo,accolade,joy,0.586
bege,hope,joy,0.586
jin dadi,cozy,joy,0.583
dadi,delicious,joy,0.579
masoyi,darling,joy,0.578
yabo,praise,joy,0.578
raving,raving,joy,0.578
hotuna,picturesque,joy,0.578
sha'awa,sensuous,joy,0.578
buri,ambition,joy,0.578
na har abada,everlasting,joy,0.578
rayuwar,thelife,joy,0.578
sada zumunci,friendly,joy,0.578
walƙiya,sparkle,joy,0.577
zaman lafiya,peace,joy,0.576
sa'a,luckygirl,joy,0.576
fadanci,flattering,joy,0.576
jarumtaka,heroism,joy,0.576
sha'awa,sensual,joy,0.576
alheri,grace,joy,0.576
nasara,succeeding,joy,0.576
yahh,yeahhh,joy,0.576
rayuwar rayuwa,livelife,joy,0.574
na musamman,special,joy,0.574
tantalizing,tantalizing,joy,0.572
famfo,pumped,joy,0.567
m,admirable,joy,0.562
Huta,relax,joy,0.562
rinjaye,prevail,joy,0.562
tauraro,superstar,joy,0.562
yi,yey,joy,0.562
wadata,prosper,joy,0.562
mamaki,surprise,joy,0.562
revels,revels,joy,0.562
rana,sunny,joy,0.562
m,worthwhile,joy,0.562
m,humorous,joy,0.562
so,liking,joy,0.562
Sweets,sweets,joy,0.562
jarumi,hero,joy,0.562
runguma,hugs,joy,0.562
'yanci,freedom,joy,0.561
taushi,tenderness,joy,0.561
m,favorable,joy,0.561
sabuwar shekara,newyear,joy,0.561
gwaninta,masterpiece,joy,0.561
sa albarka,bless,joy,0.561
mafarkai,dreams,joy,0.559
gida,home,joy,0.559
mai bege,hopeful,joy,0.559
yawo,cruising,joy,0.556
godiya,gracias,joy,0.554
aminci,faithfulness,joy,0.553
himma,eagerness,joy,0.552
kusanci,closeness,joy,0.552
hasken rana,sunshine,joy,0.551
dadi,comfy,joy,0.551
kyauta,gifts,joy,0.547
mistletoe,mistletoe,joy,0.547
amincewa,confidence,joy,0.547
mamaki,astonishment,joy,0.547
barka da safiya,goodmorning,joy,0.547
'ya,daughter,joy,0.547
hutu,vacation,joy,0.547
kari,bonus,joy,0.547
kyauta,gift,joy,0.547
na sama,celestial,joy,0.547
zuciya,heart,joy,0.547
haskaka,illuminate,joy,0.547
fitattu,elite,joy,0.547
kammalawa,completion,joy,0.547
dagawa,lifted,joy,0.547
himma,zeal,joy,0.547
mai kyau,good,joy,0.547
fara'a,charmed,joy,0.546
rawa,dance,joy,0.545
madaukaki,sublime,joy,0.545
allah,god,joy,0.545
gush,gush,joy,0.545
nishaɗi,recreation,joy,0.545
ƙarfafawa,encouragement,joy,0.545
sabon farawa,freshstart,joy,0.544
kyauta,free,joy,0.544
mai ceto,savior,joy,0.543
Wuri Mai Tsarki,sanctuary,joy,0.541
jikoki,grandchildren,joy,0.54
lafiya,wellness,joy,0.537
revel,revel,joy,0.534
dandano,savor,joy,0.531
kiɗa,music,joy,0.531
m,confident,joy,0.531
kudi,money,joy,0.531
tsarki,holiness,joy,0.531
'yanci,liberation,joy,0.531
da rai,alive,joy,0.531
aure,matrimony,joy,0.531
mahimmanci,vitality,joy,0.531
ɗan fari,firstborn,joy,0.531
bakan gizo,rainbow,joy,0.531
kwanciyar hankali,serene,joy,0.531
ilham,inspirational,joy,0.531
tashi,soar,joy,0.531
kwantar da hankali,soothing,joy,0.531
dayoff,dayoff,joy,0.531
fab,fab,joy,0.531
amarya,bridal,joy,0.531
maraba,welcomed,joy,0.53
gwaninta,mastery,joy,0.53
haske,illumination,joy,0.53
zafi,warmth,joy,0.53
m,elegant,joy,0.53
fure,blossom,joy,0.53
haske,glimmer,joy,0.53
bi da,treat,joy,0.529
m,faithful,joy,0.529
sumul,snuggles,joy,0.522
laurel,laurels,joy,0.521
abin yabo,commendable,joy,0.519
wauta,silly,joy,0.516
abin mamaki,remarkable,joy,0.516
jingle,jingle,joy,0.516
zagi,zest,joy,0.516
buri,aspire,joy,0.516
makaranta,noschool,joy,0.516
girman kai,pride,joy,0.516
yan'uwan juna,brotherly,joy,0.516
madaukaki,almighty,joy,0.516
m,resplendent,joy,0.516
zato,fancy,joy,0.516
mai yawa,abundant,joy,0.516
yi nasara,succeed,joy,0.516
gabatarwa,presents,joy,0.516
gaisuwa,greeted,joy,0.516
mai karfi,powerful,joy,0.516
ƙarfafawa,strengthening,joy,0.516
ranar biya,payday,joy,0.515
sake haduwa,reunited,joy,0.515
ta'aziyya,comfort,joy,0.515
ruhu,spirit,joy,0.515
yarima,princely,joy,0.515
nadin sarauta,coronation,joy,0.515
cikakke,complete,joy,0.515
newme,newme,joy,0.515
mai rai,animated,joy,0.515
warkewa,therapeutic,joy,0.515
dama,leisure,joy,0.515
yaro,kid,joy,0.515
godiya,kudos,joy,0.515
haske,shining,joy,0.515
zen,zen,joy,0.515
m,vivid,joy,0.515
cutie,cutie,joy,0.515
godiya,thanking,joy,0.515
lokacin iyali,familytime,joy,0.515
mai ibada,godly,joy,0.514
aure,marriage,joy,0.514
dangantaka,relationship,joy,0.514
na rana,daymade,joy,0.514
mata,spouse,joy,0.507
kusa,intimately,joy,0.507
mai hangen nesa,visionary,joy,0.5
girmamawa,respect,joy,0.5
yanayi,nature,joy,0.5
ruhu mai tsarki,holyspirit,joy,0.5
abin yabo,meritorious,joy,0.5
masu rai,soulful,joy,0.5
wartsakewa,refreshed,joy,0.5
uwa,motherhood,joy,0.5
iyali,family,joy,0.5
danniya,stressrelief,joy,0.5
cimma,achieved,joy,0.5
lu'u -lu'u,diamond,joy,0.5
teamjesus,teamjesus,joy,0.5
gamsu,satisfied,joy,0.5
abin tunawa,memorable,joy,0.5
ƙarfafa,encourage,joy,0.5
gaskiya,veracity,joy,0.5
dutse mai daraja,gem,joy,0.5
jariri,baby,joy,0.5
mutunci,dignity,joy,0.5
maraba,welcoming,joy,0.5
yayi kyau,excel,joy,0.5
lafiya,healthy,joy,0.5
bakin teku,beach,joy,0.5
sadaka,charitable,joy,0.5
gayyata,inviting,joy,0.5
na batsa,erotic,joy,0.5
fure,bloom,joy,0.5
Kristi,christ,joy,0.5
cika,accomplish,joy,0.5
rashin kulawa,carefree,joy,0.5
abokai,friends,joy,0.5
purr,purr,joy,0.5
mika wuya,surreal,joy,0.5
lafiya,health,joy,0.493
aura,aura,joy,0.493
oasis,oasis,joy,0.486
yarda,approved,joy,0.486
'yanci,liberty,joy,0.486
yi,yehey,joy,0.486
daraja,prestige,joy,0.485
buri,aspiration,joy,0.485
wanda baya rabuwa,inseparable,joy,0.485
crescendo,crescendo,joy,0.485
alkawari,betrothed,joy,0.485
kambi,crowning,joy,0.485
m,loyal,joy,0.485
falala,bounty,joy,0.485
gata,privileged,joy,0.485
'yantarwa,liberate,joy,0.485
fyaucewa,rapture,joy,0.485
m,gentle,joy,0.485
shiga,engaging,joy,0.485
korafi,nocomplaints,joy,0.485
son kai,selfworth,joy,0.484
sha'awa,desire,joy,0.484
sa'a,luck,joy,0.484
lafiya,aloha,joy,0.484
ganima,trophy,joy,0.484
cakulan,chocolate,joy,0.484
wuce gona da iri,transcendence,joy,0.484
m,yummy,joy,0.484
datenight,datenight,joy,0.484
kafa,fete,joy,0.484
kerawa,creativity,joy,0.484
rana,heyday,joy,0.484
bouquet,bouquet,joy,0.484
mafarki,dream,joy,0.484
kaddara,destiny,joy,0.484
saurayi,boyfriend,joy,0.48
tunawa,commemoration,joy,0.479
hankali,intelligence,joy,0.477
shiri,readiness,joy,0.473
amarya,bride,joy,0.471
aboki,friend,joy,0.471
mai goyon baya,enthusiast,joy,0.471
nutsuwa,calming,joy,0.47
tausa,massage,joy,0.47
nostaljiya,nostalgia,joy,0.47
kasada,adventure,joy,0.47
dadi,lush,joy,0.47
tsutsa,tickle,joy,0.47
gado,inheritance,joy,0.47
kiddo,kiddo,joy,0.47
kwantar da hankali,soothe,joy,0.47
haske,luster,joy,0.469
madawwami,eternal,joy,0.469
purring,purring,joy,0.469
da zuciya,heartily,joy,0.469
haɗin gwiwa,bonding,joy,0.469
gimbiya,princess,joy,0.469
huta,rest,joy,0.469
agaji,humanitarian,joy,0.469
kyautatawa,benevolence,joy,0.469
burin,goals,joy,0.469
m,amicable,joy,0.469
ango,bridegroom,joy,0.469
renon,nurture,joy,0.469
kyakkyawa,pretty,joy,0.469
bayarwa,giving,joy,0.469
yi addu'a,pray,joy,0.469
tashi,getaway,joy,0.469
yaro,child,joy,0.466
gaisuwa,salutary,joy,0.465
gayyato,invite,joy,0.457
katako,beam,joy,0.456
tunatarwa,reminiscing,joy,0.456
juma'a,friday,joy,0.455
kayan ado,aesthetics,joy,0.455
hee,hee,joy,0.455
bikin,ceremony,joy,0.455
malanta,scholarship,joy,0.455
abota,befriend,joy,0.455
hankali,mindfulness,joy,0.455
dagawa,elevation,joy,0.455
dangi,kindred,joy,0.455
freshair,freshair,joy,0.455
na wurare masu zafi,tropical,joy,0.455
sonice,sonice,joy,0.455
bangaskiya,faith,joy,0.453
lallashi,allure,joy,0.453
ba damuwa,noworries,joy,0.453
tunawa,commemorate,joy,0.453
tabbatarwa,vindication,joy,0.453
namaste,namaste,joy,0.453
gafara,forgiveness,joy,0.453
ruwa,waterfall,joy,0.453
yarda,approve,joy,0.453
haihuwa,birth,joy,0.453
shimfidar wuri,scenery,joy,0.453
tafiya,journey,joy,0.447
tunani,meditation,joy,0.446
annashuwa,relaxed,joy,0.442
m,tender,joy,0.441
karshen mako,weekend,joy,0.441
kwanciyar hankali,tranquil,joy,0.441
gabatar,present,joy,0.441
rabawa,sharing,joy,0.439
waƙa,lyrical,joy,0.439
adalci,righteousness,joy,0.439
daraja,esteem,joy,0.439
addu'a,prayer,joy,0.439
nostalgic,nostalgic,joy,0.439
taimako,relief,joy,0.438
m,eager,joy,0.438
rayuwa,life,joy,0.438
miji,husband,joy,0.438
m,mighty,joy,0.438
rashin nasara,unbeaten,joy,0.438
yin zuzzurfan tunani,meditate,joy,0.438
ƙarfi,strength,joy,0.438
sabuwar ranar,newday,joy,0.438
sonnet,sonnet,joy,0.438
raba,share,joy,0.438
dumi,warm,joy,0.429
lokacin hunturu,winterbreak,joy,0.429
motsi gaba,movingforward,joy,0.429
aboki,buddy,joy,0.427
kadaitaka,oneness,joy,0.426
girmamawa,reverence,joy,0.424
fitar maniyyi,ejaculation,joy,0.424
abubuwan banza,thelittlethings,joy,0.424
wakoki,carols,joy,0.424
amin,amen,joy,0.424
lafiya,healthful,joy,0.424
lambar yabo,medal,joy,0.424
ba a tsare ba,unconstrained,joy,0.424
mara kyau,unsurpassed,joy,0.424
fitila,candlelight,joy,0.424
waƙa,symphony,joy,0.422
kwanciyar hankali,calmness,joy,0.422
lml,lml,joy,0.422
mai taimako,helpful,joy,0.422
kammala karatu,graduation,joy,0.422
sauƙi,ease,joy,0.422
makamashi,energy,joy,0.422
m,musical,joy,0.422
lafiya,safe,joy,0.422
frisky,frisky,joy,0.422
sledding,sledding,joy,0.422
dukiya,wealth,joy,0.422
kyalkyali,glitter,joy,0.422
farkon,beginnings,joy,0.422
lafiya,soundness,joy,0.421
jaruma,nostress,joy,0.421
alkawari,promise,joy,0.415
sake haduwa,reunite,joy,0.414
ceto,salvation,joy,0.412
uwa,mother,joy,0.412
wakoki,poems,joy,0.412
sauƙaƙa,lighten,joy,0.409
lavender,lavender,joy,0.409
aromatherapy,aromatherapy,joy,0.409
kaddamarwa,inauguration,joy,0.409
tafiya,travel,joy,0.409
wawa,clown,joy,0.409
tsarkake,purify,joy,0.409
m,immaculate,joy,0.409
sadaka,charity,joy,0.406
fata,wishing,joy,0.406
warkar,heal,joy,0.406
rayu,live,joy,0.406
tauraro,star,joy,0.406
aboki,companion,joy,0.406
furanni,flowers,joy,0.406
tsabar kudi,cash,joy,0.406
kammalawa,completing,joy,0.406
dace,opportune,joy,0.406
samun kudin shiga,income,joy,0.403
ruhu,soul,joy,0.401
munci,munchies,joy,0.4
mara misaltuwa,indescribable,joy,0.397
ci gaba,progress,joy,0.397
'yanci,emancipation,joy,0.397
kwantar da hankula,calm,joy,0.394
wasan kwaikwayo,picnic,joy,0.394
raga,hammock,joy,0.394
rhythmical,rhythmical,joy,0.394
daidaito,equality,joy,0.394
tare,together,joy,0.394
ƙuruciya,childhood,joy,0.394
cikewa,fullness,joy,0.394
mai himma,zealous,joy,0.393
fina -finai,movies,joy,0.393
bil'adama,humanity,joy,0.391
filin wasa,playground,joy,0.391
taurari,starry,joy,0.391
wadata,affluence,joy,0.391
ma'ana,meaningful,joy,0.391
kasada,adventures,joy,0.391
mawaƙa,choir,joy,0.391
dumama,warms,joy,0.391
kananan abubuwa,littlethings,joy,0.391
m,auspicious,joy,0.391
gulma,goofy,joy,0.391
ishara,gesture,joy,0.387
cin kasuwa,shopping,joy,0.382
alwashi,vow,joy,0.382
gwaninta,witty,joy,0.382
tarayya,communion,joy,0.379
ibada,worship,joy,0.379
vibes,vibes,joy,0.379
tsalle,jump,joy,0.379
girmama,reverend,joy,0.377
kwarewa,experience,joy,0.375
cika,full,joy,0.375
haduwa,reunion,joy,0.375
tashi,rising,joy,0.375
fansa,redeemed,joy,0.375
matasa,youth,joy,0.375
sauki,simplicity,joy,0.375
ci gaba,advance,joy,0.375
zawarci,courtship,joy,0.375
wasan kwaikwayo,scenic,joy,0.375
ruhohi,spirits,joy,0.375
rairayin bakin teku,beaches,joy,0.375
waƙar yabo,hymn,joy,0.375
sonci,sonorous,joy,0.375
farin ciki,mirth,joy,0.375
na musamman,unique,joy,0.375
wanda ba a iya mantawa da shi ba,unforgettable,joy,0.375
baftisma,baptismal,joy,0.368
ƙawance,alliance,joy,0.368
ba,grant,joy,0.366
hasken wata,moonlight,joy,0.364
inganta,improve,joy,0.364
sulhu,conciliation,joy,0.364
tsarki,pure,joy,0.364
tsarkakewa,sanctification,joy,0.364
sahihi,authentic,joy,0.364
yar kyanwa,kitten,joy,0.364
inganta,improves,joy,0.364
nauyi,weightloss,joy,0.362
raspberries,raspberries,joy,0.36
masu sauraro,listenting,joy,0.359
ƙwarewa,proficiency,joy,0.359
farkawa,revival,joy,0.359
tsarkake,sanctify,joy,0.359
aminci,fidelity,joy,0.359
barkwanci,jest,joy,0.359
tinsel,tinsel,joy,0.359
ji,feeling,joy,0.359
mai zaman kansa,independent,joy,0.359
ibada,devotional,joy,0.359
mai bayarwa,giver,joy,0.353
koko,cocoa,joy,0.353
romp,romp,joy,0.348
karin waƙa,melody,joy,0.348
mawaƙa,choral,joy,0.348
haɗin kai,unification,joy,0.348
dabbar dolphin,dolphin,joy,0.348
alheri,favor,joy,0.348
ruri,roaring,joy,0.348
wuce,exceed,joy,0.348
manufar,purpose,joy,0.348
kubutarwa,deliverance,joy,0.348
hotyoga,hotyoga,joy,0.347
thx,thx,joy,0.344
hanyar hanya,roadtrip,joy,0.344
kiddos,kiddos,joy,0.344
manicure,manicure,joy,0.344
sabon farawa,newstart,joy,0.344
kwanan wata,date,joy,0.344
son rai,voluptuous,joy,0.344
hedonism,hedonism,joy,0.344
jingina,pledge,joy,0.344
kukis,cookies,joy,0.344
'ya'yan itatuwa,fruits,joy,0.344
lantarki,electric,joy,0.344
aiki yanzu,nowork,joy,0.344
mai tawali'u,humble,joy,0.344
shahararre,celebrity,joy,0.342
kari,rhythm,joy,0.338
amarya,bridesmaid,joy,0.338
wajibi,obliging,joy,0.333
wayewar gari,dawn,joy,0.333
kallo,gazing,joy,0.333
ranar dusar ƙanƙara,snowday,joy,0.333
gyarawa,edification,joy,0.333
masani,connoisseur,joy,0.333
abokin tarayya,partner,joy,0.333
wurin dima jiki,spa,joy,0.333
kofi,coffee,joy,0.333
sabuntawa,renovation,joy,0.333
lambu,garden,joy,0.333
saba,familiarity,joy,0.333
abinci,foodie,joy,0.331
aiki tare,synchronize,joy,0.329
pedicure,pedicure,joy,0.328
noregrets,noregrets,joy,0.328
abin sha'awa,hobby,joy,0.328
afuwa,amnesty,joy,0.328
gaskiya,true,joy,0.328
kururuwa,chirping,joy,0.328
zabura,psalm,joy,0.328
waliyyi,saint,joy,0.328
waraka,healing,joy,0.328
tsanani,tribulation,joy,0.328
carol,carol,joy,0.328
jinkiri,respite,joy,0.324
mai gyarawa,restorative,joy,0.318
yan uwan,cousins,joy,0.318
na nishaɗi,recreational,joy,0.318
m,mellow,joy,0.318
lazyday,lazyday,joy,0.318
litattafan gargajiya,classics,joy,0.318
sulhu,reconciliation,joy,0.316
doki,pony,joy,0.312
bukata sosai,muchneeded,joy,0.312
farfadowa,recovery,joy,0.312
presto,presto,joy,0.312
dacewa,fitness,joy,0.312
sake haske,relight,joy,0.312
ci gaba,progression,joy,0.312
sana'a,crafts,joy,0.312
yarjejeniyar,deal,joy,0.312
dazuzzuka,woods,joy,0.312
ubangiji,lord,joy,0.312
gidan wasa,playhouse,joy,0.312
Sterling,sterling,joy,0.312
faɗuwar rana,sunset,joy,0.312
hikima,wisdom,joy,0.312
babban mutum,superman,joy,0.312
kurciya,dove,joy,0.312
rayuwa,living,joy,0.312
sauƙaƙe,simplify,joy,0.312
kyautatawa,improvement,joy,0.309
jariri,infant,joy,0.309
warwarewa,absolution,joy,0.306
gaskiya,honest,joy,0.303
kafa,established,joy,0.303
liyafa,banquet,joy,0.303
mara iyaka,endless,joy,0.303
ado,decorating,joy,0.303
a hankali,gently,joy,0.303
bayarwa,providing,joy,0.3
iska,breeze,joy,0.297
buri,yearning,joy,0.297
joker,joker,joy,0.297
girbi,harvest,joy,0.297
feat,feat,joy,0.297
ciyarwa,spending,joy,0.297
sananne,notable,joy,0.297
nawa,mine,joy,0.297
yin bimbini,meditating,joy,0.297
haske,light,joy,0.297
yan'uwan juna,fraternal,joy,0.297
a hankali,softly,joy,0.297
dabi'u,morals,joy,0.297
na ruhaniya,spiritual,joy,0.297
girma,growth,joy,0.297
yawo,strolling,joy,0.297
lounging,lounging,joy,0.297
m,quaint,joy,0.297
kuzari,fervor,joy,0.295
mai sa kai,volunteer,joy,0.294
ambato,quotes,joy,0.294
ungozoma,midwife,joy,0.288
riba,gain,joy,0.288
hippie,hippie,joy,0.288
zabura,psalms,joy,0.288
ƙirƙiri,create,joy,0.288
albarkatun,resources,joy,0.288
taoism,taoism,joy,0.288
karba,receiving,joy,0.287
teku,ocean,joy,0.286
lsd,lsd,joy,0.286
dusar ƙanƙara,snowfall,joy,0.286
yawo,hiking,joy,0.283
tsagaita wuta,truce,joy,0.281
gasa,toast,joy,0.281
har abada,evergreen,joy,0.281
buzzing,buzzing,joy,0.281
rashin iyaka,infinity,joy,0.281
m,candid,joy,0.281
