translatedText,word,emotion,emotion-intensity-score
mezuru,fulfilled,joy,0.667
onye mmeri,victor,joy,0.667
mezuo,fulfill,joy,0.664
akwa,cuddles,joy,0.662
ọgaranya,prosperous,joy,0.66
rijuo afọ,satisfy,joy,0.656
nwuo,glow,joy,0.656
iru ala,serenity,joy,0.656
ezi afọ ọhụrụ,happynewyear,joy,0.656
agba ume,encouraged,joy,0.656
udo ime,innerpeace,joy,0.656
abalị fotere ekeresimesi,christmaseve,joy,0.656
ekele,appreciation,joy,0.656
obi uto,pleasant,joy,0.656
ọchị,humor,joy,0.656
dọta,captivate,joy,0.656
ihunanya,romanticism,joy,0.656
ụdịdị,besties,joy,0.656
toro,praised,joy,0.652
ọgaranya,fortunes,joy,0.652
izuike,relaxing,joy,0.652
ụba,abundance,joy,0.652
akụ,treasure,joy,0.652
afọ ojuju,satisfaction,joy,0.652
otuto,praises,joy,0.652
kwere nkwa,engaged,joy,0.652
ihunanya,affection,joy,0.647
mmeju,complement,joy,0.647
ọ dịghị ihe dị mma,nothingbetter,joy,0.647
enwere onwe ya,relieved,joy,0.647
ngagharingosi,carnival,joy,0.643
senti,saintly,joy,0.641
na -ewuli elu,uplifting,joy,0.641
agbamakwụkwọ,wedding,joy,0.641
Chukwu,divine,joy,0.641
na -ekwekọ,harmoniously,joy,0.641
onye mmeri,champion,joy,0.641
adighi oke onu,priceless,joy,0.641
nweta,achieve,joy,0.641
jackpot,jackpot,joy,0.641
agụụ mmekọahụ,sensuality,joy,0.641
ekele,thanksgiving,joy,0.641
ebuli elu,exalt,joy,0.636
ntabi anya,twinkle,joy,0.636
na -akasi obi,comforting,joy,0.636
honiimuunu,honeymoon,joy,0.636
itu ukwu,cuddle,joy,0.636
njedebe,climax,joy,0.636
onye mmeri,winner,joy,0.636
n'udo,peaceful,joy,0.636
egwu,reverie,joy,0.636
yai,yayy,joy,0.636
obi ụtọ,felicity,joy,0.636
xoxo,xoxo,joy,0.634
na -agụ agụụ,stargazing,joy,0.625
ebube,praisegod,joy,0.625
ugwo,reward,joy,0.625
mmesapụ aka,generosity,joy,0.625
mmasi,fondness,joy,0.625
ọmarịcha,gorgeous,joy,0.625
dị ụtọ,sweet,joy,0.625
na -atọ ọchị,amusing,joy,0.625
obi,hearts,joy,0.625
ememme,festival,joy,0.625
na -ehi ụra,snuggling,joy,0.625
chawapụrụ,brighter,joy,0.625
mmekọahụ,sex,joy,0.622
ịma mma,beauty,joy,0.621
obi oma,kind,joy,0.621
kụrụ aka,applause,joy,0.621
Nme,parade,joy,0.621
okike,genial,joy,0.621
ndu ohuru,newlife,joy,0.618
na -achọ,aspiring,joy,0.618
na -emeju,fulfilling,joy,0.618
Chukwu gozie,godbless,joy,0.616
omume ọma,virtuous,joy,0.613
susuo ọnụ,kiss,joy,0.61
mara mma,adorable,joy,0.609
enọ,awards,joy,0.609
melite,rekindle,joy,0.609
ibu,super,joy,0.609
ihe ọmụma,enlightenment,joy,0.609
egwurugwu,rainbows,joy,0.609
ịma mma,elegance,joy,0.609
mmesapụ aka,generous,joy,0.609
igwuri egwu,playful,joy,0.609
ekeresimesi,christmas,joy,0.609
otuto,praiseworthy,joy,0.609
mmeri,winnings,joy,0.609
nnwere onwe,independence,joy,0.607
amour,amour,joy,0.607
ihe ijuanya,wonder,joy,0.606
ihe ịtụnanya,surprises,joy,0.606
otu ịhụnanya,onelove,joy,0.606
n'efu,freely,joy,0.606
ọchị,hilarity,joy,0.606
heheh,heheh,joy,0.606
n'ike mmụọ nsọ,inspired,joy,0.606
obi oma,kindness,joy,0.606
ihe ịga nke ọma,successful,joy,0.606
ihe nzuzu,whimsical,joy,0.603
ntụrụndụ,entertainment,joy,0.603
ahuhu,passion,joy,0.603
mara mma,beautify,joy,0.601
enweghị nchekasị,stressfree,joy,0.601
ọwụwa anyanwụ,sunrise,joy,0.6
godisgood,godisgood,joy,0.597
egwu ọma,goodmusic,joy,0.594
sọpụrụ,revere,joy,0.594
wuo,whoo,joy,0.594
mmụọ ozi,angel,joy,0.594
ịchụ nwoke,flirt,joy,0.594
ofufe,fanfare,joy,0.594
gbajie,snuggled,joy,0.594
ihe oma,goodies,joy,0.594
Chukwu Daalụ,thankgod,joy,0.594
kpalie,inspire,joy,0.594
mmezu,accomplishment,joy,0.594
n'udo,peacefully,joy,0.594
jesus,jesus,joy,0.594
ọbụbụenyi,friendship,joy,0.591
nke kachasi elu,highest,joy,0.591
dike,heroic,joy,0.591
na -abụ abụ,singing,joy,0.591
ebuli elu,exalted,joy,0.591
uba,fortune,joy,0.591
oge okpomọkụ,summer,joy,0.591
jubiga ókè,overflowing,joy,0.588
woot,woot,joy,0.588
na -atụgharị,rollicking,joy,0.588
afọ juru,contented,joy,0.588
nkwanye ugwu,accolade,joy,0.586
olile anya,hope,joy,0.586
mma,cozy,joy,0.583
ụtọ,delicious,joy,0.579
enyi m,darling,joy,0.578
ito,praise,joy,0.578
na -egwu egwu,raving,joy,0.578
mara mma,picturesque,joy,0.578
mmetụta uche,sensuous,joy,0.578
oké ọchịchọ,ambition,joy,0.578
ebighi ebi,everlasting,joy,0.578
ndụ,thelife,joy,0.578
enyi na enyi,friendly,joy,0.578
mgbuke,sparkle,joy,0.577
udo,peace,joy,0.576
kechioma,luckygirl,joy,0.576
okwu ire ụtọ,flattering,joy,0.576
heroism,heroism,joy,0.576
ihe mmasi,sensual,joy,0.576
amara,grace,joy,0.576
na -aga nke ọma,succeeding,joy,0.576
eeh,yeahhh,joy,0.576
ndụ ndụ,livelife,joy,0.574
pụrụiche,special,joy,0.574
na -agbagwoju anya,tantalizing,joy,0.572
gbapụtara,pumped,joy,0.567
dị mma,admirable,joy,0.562
Zuo ike,relax,joy,0.562
merie,prevail,joy,0.562
kpakpando,superstar,joy,0.562
ee,yey,joy,0.562
nwee ọganihu,prosper,joy,0.562
ihe ijuanya,surprise,joy,0.562
na -egwuri egwu,revels,joy,0.562
anwụ na -acha,sunny,joy,0.562
bara uru,worthwhile,joy,0.562
ọchị,humorous,joy,0.562
na -amasị,liking,joy,0.562
ihe ụtọ,sweets,joy,0.562
dike,hero,joy,0.562
mmakụ,hugs,joy,0.562
nnwere onwe,freedom,joy,0.561
ịdị nro,tenderness,joy,0.561
mma,favorable,joy,0.561
afọ ọhụrụ,newyear,joy,0.561
ọkaibe,masterpiece,joy,0.561
gozie,bless,joy,0.561
nrọ,dreams,joy,0.559
ulo,home,joy,0.559
olile anya,hopeful,joy,0.559
njem ụgbọ mmiri,cruising,joy,0.556
ekele,gracias,joy,0.554
ikwesị ntụkwasị obi,faithfulness,joy,0.553
ịnụ ọkụ n'obi,eagerness,joy,0.552
ịdị nso,closeness,joy,0.552
anwụ na -acha,sunshine,joy,0.551
dị mma,comfy,joy,0.551
onyinye,gifts,joy,0.547
mistletoe,mistletoe,joy,0.547
obi ike,confidence,joy,0.547
ihe ijuanya,astonishment,joy,0.547
ụtụtụ ọma,goodmorning,joy,0.547
nwa nwanyi,daughter,joy,0.547
ezumike,vacation,joy,0.547
ego,bonus,joy,0.547
onyinye,gift,joy,0.547
nke eluigwe,celestial,joy,0.547
obi,heart,joy,0.547
nwuo,illuminate,joy,0.547
ọkaibe,elite,joy,0.547
mmecha,completion,joy,0.547
ebuli,lifted,joy,0.547
ịnụ ọkụ n'obi,zeal,joy,0.547
mma,good,joy,0.547
Ịmekwasị anwansị,charmed,joy,0.546
ịgba egwu,dance,joy,0.545
magburu onwe ya,sublime,joy,0.545
chukwu,god,joy,0.545
gush,gush,joy,0.545
ntụrụndụ,recreation,joy,0.545
agbamume,encouragement,joy,0.545
mmalite mmalite,freshstart,joy,0.544
n'efu,free,joy,0.544
onye nzoputa,savior,joy,0.543
ebe nsọ,sanctuary,joy,0.541
ụmụ ụmụ,grandchildren,joy,0.54
ịdị mma,wellness,joy,0.537
tigbuo egwu,revel,joy,0.534
esi ísì,savor,joy,0.531
egwu,music,joy,0.531
obi ike,confident,joy,0.531
ego,money,joy,0.531
ịdị nsọ,holiness,joy,0.531
ntọhapụ,liberation,joy,0.531
dị ndụ,alive,joy,0.531
alụmdi na nwunye,matrimony,joy,0.531
ike,vitality,joy,0.531
ọkpara,firstborn,joy,0.531
egwurugwu,rainbow,joy,0.531
dị jụụ,serene,joy,0.531
n'ike mmụọ nsọ,inspirational,joy,0.531
elu,soar,joy,0.531
dị jụụ,soothing,joy,0.531
nkwụsị,dayoff,joy,0.531
akwa,fab,joy,0.531
agbamakwụkwọ,bridal,joy,0.531
nabatara,welcomed,joy,0.53
mastery,mastery,joy,0.53
ìhè,illumination,joy,0.53
ima,warmth,joy,0.53
mara mma,elegant,joy,0.53
otuto,blossom,joy,0.53
enwu enwu,glimmer,joy,0.53
emeso,treat,joy,0.529
kwesiri ntukwasi obi,faithful,joy,0.529
na -agagharị,snuggles,joy,0.522
laurel,laurels,joy,0.521
ịja mma,commendable,joy,0.519
nzuzu,silly,joy,0.516
dị ịrịba ama,remarkable,joy,0.516
jingle,jingle,joy,0.516
zest,zest,joy,0.516
chọsie ike,aspire,joy,0.516
ụlọ akwụkwọ,noschool,joy,0.516
nganga,pride,joy,0.516
nwanne nwoke,brotherly,joy,0.516
onye puru ime ihe nile,almighty,joy,0.516
dị ebube,resplendent,joy,0.516
fancy,fancy,joy,0.516
nke ukwuu,abundant,joy,0.516
gaa nke ọma,succeed,joy,0.516
onyinye,presents,joy,0.516
kelere,greeted,joy,0.516
dị ike,powerful,joy,0.516
na -ewusi ike,strengthening,joy,0.516
ụbọchị ịkwụ ụgwọ,payday,joy,0.515
jikọghachiri,reunited,joy,0.515
nkasi obi,comfort,joy,0.515
mmụọ,spirit,joy,0.515
nwa eze,princely,joy,0.515
echichi,coronation,joy,0.515
zuru ezu,complete,joy,0.515
newme,newme,joy,0.515
animated,animated,joy,0.515
ọgwụgwọ,therapeutic,joy,0.515
oge ntụrụndụ,leisure,joy,0.515
nwa ewu,kid,joy,0.515
ekele,kudos,joy,0.515
na -enwu,shining,joy,0.515
zen,zen,joy,0.515
doro anya,vivid,joy,0.515
mma,cutie,joy,0.515
na -ekele,thanking,joy,0.515
oge ezinụlọ,familytime,joy,0.515
nke Chukwu,godly,joy,0.514
alụmdi na nwunye,marriage,joy,0.514
mmekọrịta,relationship,joy,0.514
mere ụbọchị,daymade,joy,0.514
nwunye,spouse,joy,0.507
nso,intimately,joy,0.507
onye ọhụụ,visionary,joy,0.5
nkwanye ugwu,respect,joy,0.5
ọdịdị,nature,joy,0.5
mmụọ nsọ,holyspirit,joy,0.5
meritorious,meritorious,joy,0.5
mkpụrụ obi,soulful,joy,0.5
nweta ume ọhụrụ,refreshed,joy,0.5
nne,motherhood,joy,0.5
ezinụlọ,family,joy,0.5
nchekasị,stressrelief,joy,0.5
enweta,achieved,joy,0.5
dayamọnd,diamond,joy,0.5
otujesus,teamjesus,joy,0.5
rijuru afọ,satisfied,joy,0.5
echefu echefu,memorable,joy,0.5
gbaa ume,encourage,joy,0.5
eziokwu,veracity,joy,0.5
mkpuru osisi,gem,joy,0.5
nwa,baby,joy,0.5
ugwu,dignity,joy,0.5
na -anabata,welcoming,joy,0.5
kacha mma,excel,joy,0.5
ahụike,healthy,joy,0.5
osimiri,beach,joy,0.5
ọrụ ebere,charitable,joy,0.5
na -akpọ oku,inviting,joy,0.5
erotic,erotic,joy,0.5
oge ntoju,bloom,joy,0.5
Kraịst,christ,joy,0.5
mezuo,accomplish,joy,0.5
ejighị ihe kpọrọ ihe,carefree,joy,0.5
enyi,friends,joy,0.5
purr,purr,joy,0.5
nyefee,surreal,joy,0.5
ahụike,health,joy,0.493
aura,aura,joy,0.493
oasis,oasis,joy,0.486
nwapụtara,approved,joy,0.486
nnwere onwe,liberty,joy,0.486
eee,yehey,joy,0.486
ugwu,prestige,joy,0.485
ọchịchọ,aspiration,joy,0.485
nkewa,inseparable,joy,0.485
crescendo,crescendo,joy,0.485
kwere nkwa,betrothed,joy,0.485
okpueze,crowning,joy,0.485
na -eguzosi ike n'ihe,loyal,joy,0.485
mmasi,bounty,joy,0.485
ihe ùgwù,privileged,joy,0.485
tọhapụ,liberate,joy,0.485
owuwe,rapture,joy,0.485
dị nwayọọ,gentle,joy,0.485
na -etinye aka,engaging,joy,0.485
enweghị mkpesa,nocomplaints,joy,0.485
nnwere onwe,selfworth,joy,0.484
ochicho,desire,joy,0.484
chioma,luck,joy,0.484
ndewo,aloha,joy,0.484
iko,trophy,joy,0.484
chocolate,chocolate,joy,0.484
karịrị akarị,transcendence,joy,0.484
kemmiri,yummy,joy,0.484
datenight,datenight,joy,0.484
fete,fete,joy,0.484
ihe okike,creativity,joy,0.484
heyday,heyday,joy,0.484
bouquet,bouquet,joy,0.484
nrọ,dream,joy,0.484
akara aka,destiny,joy,0.484
enyi nwoke,boyfriend,joy,0.48
ncheta,commemoration,joy,0.479
ọgụgụ isi,intelligence,joy,0.477
njikere,readiness,joy,0.473
nwunye,bride,joy,0.471
enyi,friend,joy,0.471
onye na -anụ ọkụ n'obi,enthusiast,joy,0.471
na -eme ka obi dajụọ,calming,joy,0.47
ịhịa aka n'ahụ,massage,joy,0.47
agụụ agụụ,nostalgia,joy,0.47
njem,adventure,joy,0.47
lush,lush,joy,0.47
otighiti,tickle,joy,0.47
ihe nketa,inheritance,joy,0.47
kiddo,kiddo,joy,0.47
dajụọ,soothe,joy,0.47
mara mma,luster,joy,0.469
ebighi ebi,eternal,joy,0.469
purring,purring,joy,0.469
nke obi,heartily,joy,0.469
njikọ,bonding,joy,0.469
adaeze,princess,joy,0.469
zuru ike,rest,joy,0.469
ndi mmadu,humanitarian,joy,0.469
obi oma,benevolence,joy,0.469
ihe mgbaru ọsọ,goals,joy,0.469
na -eme udo,amicable,joy,0.469
onye na -alụ nwunye,bridegroom,joy,0.469
ịzụlite,nurture,joy,0.469
mara mma,pretty,joy,0.469
na -enye,giving,joy,0.469
kpee ekpere,pray,joy,0.469
pụọ,getaway,joy,0.469
nwa,child,joy,0.466
ekele,salutary,joy,0.465
kpọọ,invite,joy,0.457
osisi,beam,joy,0.456
na -echeta,reminiscing,joy,0.456
Fraịdee,friday,joy,0.455
aesthetics,aesthetics,joy,0.455
hee,hee,joy,0.455
emume,ceremony,joy,0.455
agụmakwụkwọ,scholarship,joy,0.455
enyi,befriend,joy,0.455
itinye uche,mindfulness,joy,0.455
elu,elevation,joy,0.455
nwanne,kindred,joy,0.455
freshair,freshair,joy,0.455
ebe okpomọkụ,tropical,joy,0.455
sonice,sonice,joy,0.455
okwukwe,faith,joy,0.453
rata,allure,joy,0.453
enweghị nchekasị,noworries,joy,0.453
na -echeta,commemorate,joy,0.453
ikpughe,vindication,joy,0.453
nke ukwu,namaste,joy,0.453
mgbaghara,forgiveness,joy,0.453
nsụda mmiri,waterfall,joy,0.453
kwado,approve,joy,0.453
omumu,birth,joy,0.453
ihe nkiri,scenery,joy,0.453
njem,journey,joy,0.447
ntụgharị uche,meditation,joy,0.446
nọrọ jụụ,relaxed,joy,0.442
dị nro,tender,joy,0.441
ngwụsị izu,weekend,joy,0.441
dị jụụ,tranquil,joy,0.441
ugbu,present,joy,0.441
nkekọrịta,sharing,joy,0.439
egwu,lyrical,joy,0.439
ezi omume,righteousness,joy,0.439
nkwanye ugwu,esteem,joy,0.439
ekpere,prayer,joy,0.439
nostalgic,nostalgic,joy,0.439
enyemaka,relief,joy,0.438
chọsiri ike,eager,joy,0.438
ndụ,life,joy,0.438
di,husband,joy,0.438
dị ike,mighty,joy,0.438
enweghị mmeri,unbeaten,joy,0.438
tụgharịa uche,meditate,joy,0.438
ike,strength,joy,0.438
ụbọchị ọhụrụ,newday,joy,0.438
ụgbụ,sonnet,joy,0.438
ịkekọrịta,share,joy,0.438
na -ekpo ọkụ,warm,joy,0.429
oge oyi,winterbreak,joy,0.429
na -aga n'ihu,movingforward,joy,0.429
enyi,buddy,joy,0.427
ịdị n'otu,oneness,joy,0.426
nsọpụrụ,reverence,joy,0.424
ejaculation,ejaculation,joy,0.424
ihe ndị ahụ,thelittlethings,joy,0.424
egwu,carols,joy,0.424
amen,amen,joy,0.424
nke di ike,healthful,joy,0.424
ihe nrite,medal,joy,0.424
ejighị n'aka,unconstrained,joy,0.424
enweghị atụ,unsurpassed,joy,0.424
ọkụ kandụl,candlelight,joy,0.424
egwu egwu,symphony,joy,0.422
ịdị jụụ,calmness,joy,0.422
lml,lml,joy,0.422
aka,helpful,joy,0.422
ngụsị akwụkwọ,graduation,joy,0.422
mfe,ease,joy,0.422
ike,energy,joy,0.422
egwu,musical,joy,0.422
nchekwa,safe,joy,0.422
frisky,frisky,joy,0.422
sledding,sledding,joy,0.422
akụnụba,wealth,joy,0.422
ewute,glitter,joy,0.422
mmalite,beginnings,joy,0.422
ịdị mma,soundness,joy,0.421
nostress,nostress,joy,0.421
nkwa,promise,joy,0.415
izukotakwa,reunite,joy,0.414
nzọpụta,salvation,joy,0.412
nne,mother,joy,0.412
poems,poems,joy,0.412
mee ka ọ dị mfe,lighten,joy,0.409
lavender,lavender,joy,0.409
aromatherapy,aromatherapy,joy,0.409
nraranye,inauguration,joy,0.409
njem,travel,joy,0.409
ome ochi,clown,joy,0.409
dị ọcha,purify,joy,0.409
idi ocha,immaculate,joy,0.409
ọrụ ebere,charity,joy,0.406
na -achọ,wishing,joy,0.406
gwọọ,heal,joy,0.406
ndụ,live,joy,0.406
kpakpando,star,joy,0.406
ibe,companion,joy,0.406
okooko osisi,flowers,joy,0.406
ego,cash,joy,0.406
na -emecha,completing,joy,0.406
dabara adaba,opportune,joy,0.406
ego,income,joy,0.403
mkpụrụ obi,soul,joy,0.401
munchies,munchies,joy,0.4
enweghị nkọwa,indescribable,joy,0.397
oganihu,progress,joy,0.397
ntọhapụ,emancipation,joy,0.397
wetuo obi,calm,joy,0.394
picnic,picnic,joy,0.394
hammoku,hammock,joy,0.394
ụda,rhythmical,joy,0.394
nha anya,equality,joy,0.394
ọnụ,together,joy,0.394
nwata,childhood,joy,0.394
njuputa,fullness,joy,0.394
na -anụ ọkụ n'obi,zealous,joy,0.393
ihe nkiri,movies,joy,0.393
mmadu,humanity,joy,0.391
ama egwuregwu,playground,joy,0.391
kpakpando,starry,joy,0.391
ịba ọgaranya,affluence,joy,0.391
bara uru,meaningful,joy,0.391
ihe nkiri,adventures,joy,0.391
ukwe,choir,joy,0.391
na -ekpo ọkụ,warms,joy,0.391
ntakịrị ihe,littlethings,joy,0.391
dị mma,auspicious,joy,0.391
goofy,goofy,joy,0.391
ogbugbu,gesture,joy,0.387
ịzụ ahịa,shopping,joy,0.382
nkwa,vow,joy,0.382
amam -ihe,witty,joy,0.382
udo,communion,joy,0.379
ofufe,worship,joy,0.379
vibes,vibes,joy,0.379
wuo,jump,joy,0.379
sọpụrụ,reverend,joy,0.377
ahụmịhe,experience,joy,0.375
juju,full,joy,0.375
njikọta,reunion,joy,0.375
na -ebili,rising,joy,0.375
gbapụtara,redeemed,joy,0.375
ntorobịa,youth,joy,0.375
mfe,simplicity,joy,0.375
ọganihu,advance,joy,0.375
mbedo,courtship,joy,0.375
sinik,scenic,joy,0.375
mmụọ,spirits,joy,0.375
osimiri,beaches,joy,0.375
ukwe,hymn,joy,0.375
egwu,sonorous,joy,0.375
obi ụtọ,mirth,joy,0.375
puru iche,unique,joy,0.375
agaghị echefu echefu,unforgettable,joy,0.375
baptism,baptismal,joy,0.368
mmekorita,alliance,joy,0.368
nye,grant,joy,0.366
ìhè ọnwa,moonlight,joy,0.364
melite,improve,joy,0.364
nkwekọrịta,conciliation,joy,0.364
dị ọcha,pure,joy,0.364
ido nsọ,sanctification,joy,0.364
ezigbo,authentic,joy,0.364
nwa pusi,kitten,joy,0.364
mma,improves,joy,0.364
ifelata,weightloss,joy,0.362
raspberries,raspberries,joy,0.36
na -ege ntị,listenting,joy,0.359
nka,proficiency,joy,0.359
mmaliteghachi,revival,joy,0.359
doo nsọ,sanctify,joy,0.359
ikwesị ntụkwasị obi,fidelity,joy,0.359
njakịrị,jest,joy,0.359
tinsel,tinsel,joy,0.359
mmetụta,feeling,joy,0.359
nọọrọ onwe ya,independent,joy,0.359
ofufe,devotional,joy,0.359
onye na -enye ihe,giver,joy,0.353
koko,cocoa,joy,0.353
romp,romp,joy,0.348
olu ụtọ,melody,joy,0.348
choral,choral,joy,0.348
ịdị n'otu,unification,joy,0.348
dolphin,dolphin,joy,0.348
ihu oma,favor,joy,0.348
na -ebigbọ,roaring,joy,0.348
gafere,exceed,joy,0.348
nzube,purpose,joy,0.348
nnapụta,deliverance,joy,0.348
hotyoga,hotyoga,joy,0.347
thx,thx,joy,0.344
okporo ụzọ,roadtrip,joy,0.344
ụmụaka,kiddos,joy,0.344
ịkpụcha mbọ aka,manicure,joy,0.344
mmalite,newstart,joy,0.344
ụbọchị,date,joy,0.344
obi ofufo,voluptuous,joy,0.344
hedonism,hedonism,joy,0.344
nkwa,pledge,joy,0.344
kuki,cookies,joy,0.344
mkpụrụ osisi,fruits,joy,0.344
eletrik,electric,joy,0.344
ugbua,nowork,joy,0.344
ịdị umeala n'obi,humble,joy,0.344
onye ama ama,celebrity,joy,0.342
uda,rhythm,joy,0.338
nwunye nwanyị,bridesmaid,joy,0.338
na -akwụ ụgwọ,obliging,joy,0.333
chi ọbụbọ,dawn,joy,0.333
na -ele anya,gazing,joy,0.333
ụbọchị snow,snowday,joy,0.333
nkwalite,edification,joy,0.333
onye maara ihe,connoisseur,joy,0.333
ibe,partner,joy,0.333
spa,spa,joy,0.333
kọfị,coffee,joy,0.333
ntaghari ohuru,renovation,joy,0.333
ogige,garden,joy,0.333
mmata,familiarity,joy,0.333
nri nri,foodie,joy,0.331
mekọrịta,synchronize,joy,0.329
ịkpụ ụkwụ,pedicure,joy,0.328
ndị noregrets,noregrets,joy,0.328
ihe omume ntụrụndụ,hobby,joy,0.328
mgbaghara,amnesty,joy,0.328
eziokwu,true,joy,0.328
na -eti mkpu,chirping,joy,0.328
abụ ọma,psalm,joy,0.328
senti,saint,joy,0.328
ọgwụgwọ,healing,joy,0.328
mkpagbu,tribulation,joy,0.328
mkpu,carol,joy,0.328
ezumike,respite,joy,0.324
mweghachi,restorative,joy,0.318
ụmụ nwanne nne,cousins,joy,0.318
ntụrụndụ,recreational,joy,0.318
dị nro,mellow,joy,0.318
umengwụ,lazyday,joy,0.318
ochie,classics,joy,0.318
imezi,reconciliation,joy,0.316
inyinya,pony,joy,0.312
dị ezigbo mkpa,muchneeded,joy,0.312
mgbake,recovery,joy,0.312
presto,presto,joy,0.312
mgbatị ahụ,fitness,joy,0.312
relight,relight,joy,0.312
aga n'ihu,progression,joy,0.312
ọrụ aka,crafts,joy,0.312
ndibiat,deal,joy,0.312
osisi,woods,joy,0.312
onyenwe,lord,joy,0.312
ụlọ ahịa,playhouse,joy,0.312
magburu onwe ya,sterling,joy,0.312
ọdịda anyanwụ,sunset,joy,0.312
amamihe,wisdom,joy,0.312
onye ukwu,superman,joy,0.312
nduru,dove,joy,0.312
ndụ,living,joy,0.312
mee ka ọ dị mfe,simplify,joy,0.312
mma,improvement,joy,0.309
nwa ọhụrụ,infant,joy,0.309
mgbaghara,absolution,joy,0.306
eziokwu,honest,joy,0.303
guzobere,established,joy,0.303
oriri,banquet,joy,0.303
enweghi ngwụcha,endless,joy,0.303
na -achọ mma,decorating,joy,0.303
jiri nwayọọ,gently,joy,0.303
inye,providing,joy,0.3
ikuku,breeze,joy,0.297
agụụ,yearning,joy,0.297
onye egwuregwu,joker,joy,0.297
owuwe ihe ubi,harvest,joy,0.297
feat,feat,joy,0.297
emefu,spending,joy,0.297
ọwọrọiso,notable,joy,0.297
nkem,mine,joy,0.297
na -atụgharị uche,meditating,joy,0.297
ọkụ,light,joy,0.297
nwanne nwoke,fraternal,joy,0.297
nwayọ,softly,joy,0.297
omume,morals,joy,0.297
ime mmụọ,spiritual,joy,0.297
uto,growth,joy,0.297
na -agagharị,strolling,joy,0.297
na -ehi ụra,lounging,joy,0.297
dị egwu,quaint,joy,0.297
obi ike,fervor,joy,0.295
onye oru afọ ofufo,volunteer,joy,0.294
ruturu,quotes,joy,0.294
midwife,midwife,joy,0.288
uru,gain,joy,0.288
hippie,hippie,joy,0.288
abụ ọma,psalms,joy,0.288
mepụta,create,joy,0.288
ihe onwunwe,resources,joy,0.288
taoism,taoism,joy,0.288
na -anata,receiving,joy,0.287
oké osimiri,ocean,joy,0.286
lsd,lsd,joy,0.286
snow,snowfall,joy,0.286
hiking,hiking,joy,0.283
ngwu,truce,joy,0.281
tost,toast,joy,0.281
na -acha akwụkwọ ndụ akwụkwọ ndụ,evergreen,joy,0.281
na -eme mkpọtụ,buzzing,joy,0.281
enweghi ngwụcha,infinity,joy,0.281
eziokwu,candid,joy,0.281
tụsaratụ,unwind,joy,0.281
njedebe,destination,joy,0.281
jụọ oyi,chill,joy,0.281
zuru ike,rested,joy,0.281
nsọpụrụ,venerable,joy,0.279
ezumike nka,retirement,joy,0.275
itule,balance,joy,0.275
ekwú ọkụ,fireplace,joy,0.273
ihe ọ drinksụ .ụ,drinks,joy,0.273
buddha,buddha,joy,0.273
onye ji okpukpe kpọrọ ihe,devout,joy,0.273
igwu mmiri,swim,joy,0.273
rapt,rapt,joy,0.273
kwụọ ụgwọ,compensate,joy,0.273
snow,snowing,joy,0.271
sublimation,sublimation,joy,0.27
ịmị mkpụrụ,fruity,joy,0.268
sunday,sunday,joy,0.266
anyanwụ,sun,joy,0.266
ịdị umeala n'obi,humility,joy,0.266
ikele,salute,joy,0.266
paragon,paragon,joy,0.266
eserese,sketching,joy,0.266
obi ike,fortitude,joy,0.266
ebili mmiri,waves,joy,0.266
katidral,cathedral,joy,0.266
Okpukpe Buddha,buddhism,joy,0.266
yoga,yoga,joy,0.266
mkparị,whim,joy,0.266
ozi,ministry,joy,0.266
nka,artwork,joy,0.265
eme,practiced,joy,0.264
dị ọcha,clean,joy,0.26
nri,food,joy,0.258
mgbatị ahụ,exercise,joy,0.258
mikpuo,immerse,joy,0.258
achọtara,found,joy,0.258
idoanya,clarity,joy,0.258
dabara adaba,fitting,joy,0.258
na -agba ọsọ,running,joy,0.258
mgbụsị akwụkwọ,autumn,joy,0.254
ịkụ aka,clap,joy,0.25
ngosi,demonstrative,joy,0.25
dabara,fit,joy,0.25
egwuregwu bọọlụ,football,joy,0.25
mkpu,chirp,joy,0.25
na -adịghị anwụ anwụ,undying,joy,0.25
na efe efe,contagious,joy,0.25
ime obodo,countryside,joy,0.25
akwụkwọ edetu,diary,joy,0.25
nkwado,advocacy,joy,0.25
dị mkpa,expedient,joy,0.25
siri ike,hardy,joy,0.25
jụrụ oyi,chilled,joy,0.25
onye obia,visitor,joy,0.25
ututu,morning,joy,0.25
n'èzí,outdoors,joy,0.25
siri ike,ardent,joy,0.25
kandụl,candles,joy,0.25
ugwu,mountain,joy,0.25
nwata,cradle,joy,0.247
trance,trance,joy,0.246
kwụọ ụgwọ,pay,joy,0.242
ngagharị,procession,joy,0.242
too,grow,joy,0.242
nri ụtụtụ,breakfast,joy,0.242
siri ike,intense,joy,0.242
nchekwa,preservative,joy,0.242
ụka,church,joy,0.242
oke,supremacy,joy,0.242
nraranye,consecration,joy,0.235
ski,skiing,joy,0.234
echichi,ordination,joy,0.234
egwu,lyre,joy,0.234
ndụ,lifetime,joy,0.234
snow,snowy,joy,0.234
kandụl,candle,joy,0.234
wedara ala,humbled,joy,0.234
ụgwọ ọnwa,salary,joy,0.234
ụlọ akwụkwọ ọta akara,nursery,joy,0.234
ihe nsure ọkụ,incense,joy,0.234
votu,vote,joy,0.234
nwa bebi,doll,joy,0.234
nka,art,joy,0.234
achịcha dị iche iche,pastry,joy,0.229
firefly,firefly,joy,0.227
