translatedText,word,emotion,emotion-intensity-score
ti o dara julọ,bestfeeling,joy,0.712
isinmi,holiday,joy,0.712
igbadun,luxury,joy,0.712
ikini ọdun keresimesi,merrychristmas,joy,0.712
ìṣúra,treasures,joy,0.712
orire julọ,luckiest,joy,0.712
yay,yay,joy,0.712
idan,magic,joy,0.712
timotimo,intimate,joy,0.71
soblessed,soblessed,joy,0.706
yaaay,yaaay,joy,0.706
rave,rave,joy,0.706
ẹrin,chuckle,joy,0.706
igberaga,proud,joy,0.704
igbesi aye rere,goodlife,joy,0.703
lovelife,lovelife,joy,0.703
adun julo,sweetest,joy,0.703
mọrírì,appreciates,joy,0.703
itelorun,satisfying,joy,0.703
iyalẹnu,amazingly,joy,0.703
iroyin rere,goodnews,joy,0.703
gba,winning,joy,0.703
ẹwa,beautification,joy,0.703
gooood,gooood,joy,0.703
nifẹẹ,cherish,joy,0.703
ife otito,truelove,joy,0.703
fuckyeah,fuckyeah,joy,0.703
ti a fi papọ,cuddled,joy,0.703
ireti,optimism,joy,0.703
ṣe ere idaraya,entertained,joy,0.7
yaaa,yaay,joy,0.7
ṣojulọyin,excite,joy,0.697
awọn ibẹrẹ tuntun,newbeginnings,joy,0.693
iyin,praisejesus,joy,0.691
ojo ibi,birthday,joy,0.691
lola,honored,joy,0.688
ayanfẹ,favorite,joy,0.688
ijosin,adoration,joy,0.688
metime,metime,joy,0.688
awon ore nla,greatfriends,joy,0.688
akoko isinmi,holidayseason,joy,0.688
angeli,angelic,joy,0.688
oriṣa,godsend,joy,0.688
akoonu,content,joy,0.688
olorinrin,exquisite,joy,0.688
thankyoujesus,thankyoujesus,joy,0.688
idanilaraya,entertaining,joy,0.688
igbega,exaltation,joy,0.682
luscious,luscious,joy,0.682
iyebiye,precious,joy,0.682
tan imọlẹ,brightens,joy,0.682
abẹ,appreciated,joy,0.682
rẹrin musẹ,smiled,joy,0.682
awọn ọrẹ to dara julọ,bestfriends,joy,0.682
alafia,goodhealth,joy,0.682
memoryiwontforget,memoriesiwontforget,joy,0.682
ọlanla,majestic,joy,0.682
ifokanbale,tranquility,joy,0.679
daadaa,positively,joy,0.676
gbá mọ́ra,embrace,joy,0.676
fẹ,marry,joy,0.676
famọra,hug,joy,0.672
olufẹ,dearest,joy,0.672
rẹrin,grin,joy,0.672
rẹrin,giggles,joy,0.672
isinmi,relaxation,joy,0.672
ti pari,accomplished,joy,0.672
gbe laaye,enliven,joy,0.672
weeeee,weeeee,joy,0.672
ìtẹ́lọ́rùn,contentment,joy,0.672
bday,bday,joy,0.672
panilerin,hilarious,joy,0.672
lọpọlọpọ,bountiful,joy,0.667
ariwo,boisterous,joy,0.667
fẹran,adore,joy,0.667
ṣẹ,fulfilled,joy,0.667
asegun,victor,joy,0.667
mu ṣẹ,fulfill,joy,0.664
cuddles,cuddles,joy,0.662
aisiki,prosperous,joy,0.66
ni itẹlọrun,satisfy,joy,0.656
tàn,glow,joy,0.656
ifokanbale,serenity,joy,0.656
"e ku odun, eku iyedun",happynewyear,joy,0.656
iwuri,encouraged,joy,0.656
alafia inu,innerpeace,joy,0.656
christmaseve,christmaseve,joy,0.656
riri,appreciation,joy,0.656
dídùn,pleasant,joy,0.656
arin takiti,humor,joy,0.656
ṣe ifamọra,captivate,joy,0.656
romanticism,romanticism,joy,0.656
awọn oriṣi,besties,joy,0.656
iyin,praised,joy,0.652
fortunes,fortunes,joy,0.652
isinmi,relaxing,joy,0.652
opo,abundance,joy,0.652
ìṣúra,treasure,joy,0.652
itelorun,satisfaction,joy,0.652
iyin,praises,joy,0.652
npe,engaged,joy,0.652
ìfẹni,affection,joy,0.647
iranlowo,complement,joy,0.647
ohunkohun ko dara,nothingbetter,joy,0.647
tu,relieved,joy,0.647
Carnival,carnival,joy,0.643
mimo,saintly,joy,0.641
igbega,uplifting,joy,0.641
igbeyawo,wedding,joy,0.641
Ibawi,divine,joy,0.641
ni ibamu,harmoniously,joy,0.641
asiwaju,champion,joy,0.641
ti ko ni idiyele,priceless,joy,0.641
se aseyori,achieve,joy,0.641
jackpot,jackpot,joy,0.641
ifẹkufẹ,sensuality,joy,0.641
ọpẹ,thanksgiving,joy,0.641
gbega,exalt,joy,0.636
seju,twinkle,joy,0.636
itunu,comforting,joy,0.636
ijẹfaaji ijẹfaaji tọkọtaya,honeymoon,joy,0.636
cuddle,cuddle,joy,0.636
ipari,climax,joy,0.636
olubori,winner,joy,0.636
alaafia,peaceful,joy,0.636
reverie,reverie,joy,0.636
bẹẹni,yayy,joy,0.636
idunnu,felicity,joy,0.636
xoxo,xoxo,joy,0.634
ìràwọ̀,stargazing,joy,0.625
praisegod,praisegod,joy,0.625
ère,reward,joy,0.625
ilawo,generosity,joy,0.625
ifẹkufẹ,fondness,joy,0.625
alayeye,gorgeous,joy,0.625
dun,sweet,joy,0.625
amóríyá,amusing,joy,0.625
ọkàn,hearts,joy,0.625
ajọdun,festival,joy,0.625
rirun,snuggling,joy,0.625
tan imọlẹ,brighter,joy,0.625
ibalopo,sex,joy,0.622
ẹwa,beauty,joy,0.621
oninuure,kind,joy,0.621
iyin,applause,joy,0.621
Itolẹsẹ,parade,joy,0.621
genial,genial,joy,0.621
igbesi aye tuntun,newlife,joy,0.618
ifẹkufẹ,aspiring,joy,0.618
nmu,fulfilling,joy,0.618
ibukun Ọlọrun,godbless,joy,0.616
oniwa rere,virtuous,joy,0.613
fẹnuko,kiss,joy,0.61
joniloju,adorable,joy,0.609
awọn ẹbun,awards,joy,0.609
rekindle,rekindle,joy,0.609
nla,super,joy,0.609
ìlàlóye,enlightenment,joy,0.609
òṣùmàrè,rainbows,joy,0.609
didara,elegance,joy,0.609
oninurere,generous,joy,0.609
elere,playful,joy,0.609
keresimesi,christmas,joy,0.609
iyin,praiseworthy,joy,0.609
winnings,winnings,joy,0.609
ominira,independence,joy,0.607
amour,amour,joy,0.607
iyalẹnu,wonder,joy,0.606
iyalẹnu,surprises,joy,0.606
ifẹ kan,onelove,joy,0.606
larọwọto,freely,joy,0.606
hilarity,hilarity,joy,0.606
heheh,heheh,joy,0.606
imisi,inspired,joy,0.606
inurere,kindness,joy,0.606
aseyori,successful,joy,0.606
ifẹkufẹ,whimsical,joy,0.603
idanilaraya,entertainment,joy,0.603
ife gidigidi,passion,joy,0.603
ṣe ẹwà,beautify,joy,0.601
aibalẹ,stressfree,joy,0.601
Ilaorun,sunrise,joy,0.6
oloore,godisgood,joy,0.597
orin rere,goodmusic,joy,0.594
ibowo,revere,joy,0.594
wo,whoo,joy,0.594
angeli,angel,joy,0.594
flirt,flirt,joy,0.594
iferan,fanfare,joy,0.594
gbamu,snuggled,joy,0.594
ohun rere,goodies,joy,0.594
adupe lowo Olorun,thankgod,joy,0.594
imisi,inspire,joy,0.594
aṣepari,accomplishment,joy,0.594
ni alaafia,peacefully,joy,0.594
jesu,jesus,joy,0.594
ore,friendship,joy,0.591
ti o ga julọ,highest,joy,0.591
akọni,heroic,joy,0.591
orin,singing,joy,0.591
gbega,exalted,joy,0.591
orire,fortune,joy,0.591
igba ooru,summer,joy,0.591
àkúnwọ́sílẹ̀,overflowing,joy,0.588
woot,woot,joy,0.588
yiyipo,rollicking,joy,0.588
itelorun,contented,joy,0.588
iyin,accolade,joy,0.586
ireti,hope,joy,0.586
farabale,cozy,joy,0.583
adun,delicious,joy,0.579
olufẹ,darling,joy,0.578
iyin,praise,joy,0.578
raving,raving,joy,0.578
alaworan,picturesque,joy,0.578
ti ifẹkufẹ,sensuous,joy,0.578
okanjuwa,ambition,joy,0.578
ayeraye,everlasting,joy,0.578
igbesi aye naa,thelife,joy,0.578
ore,friendly,joy,0.578
danu,sparkle,joy,0.577
alafia,peace,joy,0.576
oriregirl,luckygirl,joy,0.576
ipọnni,flattering,joy,0.576
akọni,heroism,joy,0.576
ifẹkufẹ,sensual,joy,0.576
oore,grace,joy,0.576
aṣeyọri,succeeding,joy,0.576
Bẹẹni,yeahhh,joy,0.576
gbe aye,livelife,joy,0.574
pataki,special,joy,0.574
tankalẹ,tantalizing,joy,0.572
ti fa soke,pumped,joy,0.567
admirable,admirable,joy,0.562
Sinmi,relax,joy,0.562
bori,prevail,joy,0.562
gbajumọ,superstar,joy,0.562
yey,yey,joy,0.562
ṣe rere,prosper,joy,0.562
iyalẹnu,surprise,joy,0.562
awọn igbadun,revels,joy,0.562
oorun,sunny,joy,0.562
wulo,worthwhile,joy,0.562
awada,humorous,joy,0.562
fẹran,liking,joy,0.562
lete,sweets,joy,0.562
akoni,hero,joy,0.562
famọra,hugs,joy,0.562
ominira,freedom,joy,0.561
tutu,tenderness,joy,0.561
ọjo,favorable,joy,0.561
odun titun,newyear,joy,0.561
aṣetan,masterpiece,joy,0.561
bukun,bless,joy,0.561
awọn ala,dreams,joy,0.559
ile,home,joy,0.559
ireti,hopeful,joy,0.559
wiwakọ,cruising,joy,0.556
gracias,gracias,joy,0.554
ìdúróṣinṣin,faithfulness,joy,0.553
itara,eagerness,joy,0.552
isunmọtosi,closeness,joy,0.552
oorun,sunshine,joy,0.551
itura,comfy,joy,0.551
ebun,gifts,joy,0.547
mistletoe,mistletoe,joy,0.547
igbekele,confidence,joy,0.547
iyalẹnu,astonishment,joy,0.547
e kaaro,goodmorning,joy,0.547
ọmọbinrin,daughter,joy,0.547
isinmi,vacation,joy,0.547
ajeseku,bonus,joy,0.547
ebun,gift,joy,0.547
ọrun,celestial,joy,0.547
okan,heart,joy,0.547
tan imọlẹ,illuminate,joy,0.547
olutayo,elite,joy,0.547
Ipari,completion,joy,0.547
gbe soke,lifted,joy,0.547
ìtara,zeal,joy,0.547
o dara,good,joy,0.547
laya,charmed,joy,0.546
ijó,dance,joy,0.545
giga,sublime,joy,0.545
ọlọrun,god,joy,0.545
gush,gush,joy,0.545
ere idaraya,recreation,joy,0.545
iwuri,encouragement,joy,0.545
bẹrẹ tuntun,freshstart,joy,0.544
ofe,free,joy,0.544
olugbala,savior,joy,0.543
ibi mimọ,sanctuary,joy,0.541
awon omo omo,grandchildren,joy,0.54
alafia,wellness,joy,0.537
ṣe ayẹyẹ,revel,joy,0.534
adun,savor,joy,0.531
orin,music,joy,0.531
igboya,confident,joy,0.531
owo,money,joy,0.531
iwa -mimo,holiness,joy,0.531
itusile,liberation,joy,0.531
laaye,alive,joy,0.531
igbeyawo,matrimony,joy,0.531
agbara,vitality,joy,0.531
akọbi,firstborn,joy,0.531
Rainbow,rainbow,joy,0.531
alaafia,serene,joy,0.531
lokun,inspirational,joy,0.531
soar,soar,joy,0.531
itutu,soothing,joy,0.531
isinmi ojo kan,dayoff,joy,0.531
gbayi,fab,joy,0.531
iyawo,bridal,joy,0.531
tewogba,welcomed,joy,0.53
oga,mastery,joy,0.53
itanna,illumination,joy,0.53
iferan,warmth,joy,0.53
yangan,elegant,joy,0.53
tanná,blossom,joy,0.53
glimmer,glimmer,joy,0.53
toju,treat,joy,0.529
olóòótọ,faithful,joy,0.529
rirọ,snuggles,joy,0.522
laureli,laurels,joy,0.521
gbóríyìn fún,commendable,joy,0.519
aimọgbọnwa,silly,joy,0.516
o lapẹẹrẹ,remarkable,joy,0.516
jingle,jingle,joy,0.516
zest,zest,joy,0.516
lepa,aspire,joy,0.516
ile -iwe,noschool,joy,0.516
igberaga,pride,joy,0.516
arakunrin,brotherly,joy,0.516
olodumare,almighty,joy,0.516
replendent,resplendent,joy,0.516
fanimọra,fancy,joy,0.516
lọpọlọpọ,abundant,joy,0.516
ṣe aṣeyọri,succeed,joy,0.516
awọn ẹbun,presents,joy,0.516
kí,greeted,joy,0.516
alagbara,powerful,joy,0.516
okun,strengthening,joy,0.516
ọjọ isanwo,payday,joy,0.515
tun papo,reunited,joy,0.515
itunu,comfort,joy,0.515
emi,spirit,joy,0.515
ọmọ -alade,princely,joy,0.515
itẹ -ọba,coronation,joy,0.515
pari,complete,joy,0.515
tuntun,newme,joy,0.515
ti ere idaraya,animated,joy,0.515
iwosan,therapeutic,joy,0.515
fàájì,leisure,joy,0.515
omo kekere,kid,joy,0.515
kudos,kudos,joy,0.515
didan,shining,joy,0.515
Zen,zen,joy,0.515
han gidigidi,vivid,joy,0.515
cutie,cutie,joy,0.515
dúpẹ lọwọ,thanking,joy,0.515
akoko idile,familytime,joy,0.515
iwa -bi -Ọlọrun,godly,joy,0.514
igbeyawo,marriage,joy,0.514
ibasepo,relationship,joy,0.514
ti ọjọ,daymade,joy,0.514
oko tabi aya,spouse,joy,0.507
timotimo,intimately,joy,0.507
iranran,visionary,joy,0.5
ibowo,respect,joy,0.5
iseda,nature,joy,0.5
ẹmi mimọ,holyspirit,joy,0.5
meritorious,meritorious,joy,0.5
oninuure,soulful,joy,0.5
tù,refreshed,joy,0.5
abiyamọ,motherhood,joy,0.5
ebi,family,joy,0.5
stressrelief,stressrelief,joy,0.5
ti ṣaṣeyọri,achieved,joy,0.5
okuta iyebiye,diamond,joy,0.5
teamjesus,teamjesus,joy,0.5
itelorun,satisfied,joy,0.5
to sese,memorable,joy,0.5
iwuri fun,encourage,joy,0.5
otitọ,veracity,joy,0.5
tiodaralopolopo,gem,joy,0.5
Ọmọ,baby,joy,0.5
iyì,dignity,joy,0.5
aabọ,welcoming,joy,0.5
tayo,excel,joy,0.5
ni ilera,healthy,joy,0.5
eti okun,beach,joy,0.5
alanu,charitable,joy,0.5
pípe,inviting,joy,0.5
itagiri,erotic,joy,0.5
gbin,bloom,joy,0.5
Kristi,christ,joy,0.5
ṣaṣepari,accomplish,joy,0.5
aibikita,carefree,joy,0.5
awọn ọrẹ,friends,joy,0.5
purr,purr,joy,0.5
tẹriba,surreal,joy,0.5
ilera,health,joy,0.493
aura,aura,joy,0.493
osa,oasis,joy,0.486
fọwọsi,approved,joy,0.486
ominira,liberty,joy,0.486
yehey,yehey,joy,0.486
ola,prestige,joy,0.485
ifẹkufẹ,aspiration,joy,0.485
ti a ko le pin,inseparable,joy,0.485
crescendo,crescendo,joy,0.485
iyawo,betrothed,joy,0.485
ade,crowning,joy,0.485
adúróṣinṣin,loyal,joy,0.485
oore -ofe,bounty,joy,0.485
anfaani,privileged,joy,0.485
igbala,liberate,joy,0.485
igbasoke,rapture,joy,0.485
Onírẹlẹ,gentle,joy,0.485
lowosi,engaging,joy,0.485
awọn ẹdun,nocomplaints,joy,0.485
ti ara ẹni,selfworth,joy,0.484
ifẹ,desire,joy,0.484
orire,luck,joy,0.484
alaafia,aloha,joy,0.484
olowoiyebiye,trophy,joy,0.484
chocolate,chocolate,joy,0.484
irekọja,transcendence,joy,0.484
oloyinmọmọ,yummy,joy,0.484
datenight,datenight,joy,0.484
fete,fete,joy,0.484
àtinúdá,creativity,joy,0.484
ojo nla,heyday,joy,0.484
oorun didun,bouquet,joy,0.484
ala,dream,joy,0.484
ayanmọ,destiny,joy,0.484
omokunrin,boyfriend,joy,0.48
iranti,commemoration,joy,0.479
oye,intelligence,joy,0.477
imurasilẹ,readiness,joy,0.473
iyawo,bride,joy,0.471
ore,friend,joy,0.471
olutayo,enthusiast,joy,0.471
tunu,calming,joy,0.47
ifọwọra,massage,joy,0.47
nostalgia,nostalgia,joy,0.47
ìrìn,adventure,joy,0.47
ọti,lush,joy,0.47
tickle,tickle,joy,0.47
ogún,inheritance,joy,0.47
kiddo,kiddo,joy,0.47
tù,soothe,joy,0.47
luster,luster,joy,0.469
ayeraye,eternal,joy,0.469
purring,purring,joy,0.469
tọkàntọkàn,heartily,joy,0.469
imora,bonding,joy,0.469
binrin,princess,joy,0.469
isinmi,rest,joy,0.469
omoniyan,humanitarian,joy,0.469
oninuure,benevolence,joy,0.469
awọn ibi -afẹde,goals,joy,0.469
alaafia,amicable,joy,0.469
oko iyawo,bridegroom,joy,0.469
tọ́jú,nurture,joy,0.469
lẹwa,pretty,joy,0.469
fífúnni,giving,joy,0.469
gbadura,pray,joy,0.469
lọ kuro,getaway,joy,0.469
ọmọ,child,joy,0.466
ikini,salutary,joy,0.465
pe,invite,joy,0.457
tan ina,beam,joy,0.456
ìrántí,reminiscing,joy,0.456
Friday,friday,joy,0.455
aesthetics,aesthetics,joy,0.455
hee,hee,joy,0.455
ayeye,ceremony,joy,0.455
sikolashipu,scholarship,joy,0.455
ore,befriend,joy,0.455
ifarabalẹ,mindfulness,joy,0.455
igbega,elevation,joy,0.455
ibatan,kindred,joy,0.455
Ategun alaafia,freshair,joy,0.455
Tropical,tropical,joy,0.455
sonice,sonice,joy,0.455
igbagbọ,faith,joy,0.453
ifaya,allure,joy,0.453
ko si wahala,noworries,joy,0.453
ṣe iranti,commemorate,joy,0.453
idalare,vindication,joy,0.453
namaste,namaste,joy,0.453
idariji,forgiveness,joy,0.453
isosileomi,waterfall,joy,0.453
fi ọwọ si,approve,joy,0.453
ibimọ,birth,joy,0.453
iwoye,scenery,joy,0.453
irin -ajo,journey,joy,0.447
àṣàrò,meditation,joy,0.446
ni ihuwasi,relaxed,joy,0.442
tutu,tender,joy,0.441
ìparí,weekend,joy,0.441
idakẹjẹ,tranquil,joy,0.441
wa,present,joy,0.441
pinpin,sharing,joy,0.439
ohun orin,lyrical,joy,0.439
ododo,righteousness,joy,0.439
niyi,esteem,joy,0.439
adura,prayer,joy,0.439
nostalgic,nostalgic,joy,0.439
iderun,relief,joy,0.438
ni itara,eager,joy,0.438
igbesi aye,life,joy,0.438
ọkọ,husband,joy,0.438
alagbara,mighty,joy,0.438
alailẹgbẹ,unbeaten,joy,0.438
ṣe àṣàrò,meditate,joy,0.438
agbara,strength,joy,0.438
ojo tuntun,newday,joy,0.438
sonnet,sonnet,joy,0.438
pin,share,joy,0.438
loworo,warm,joy,0.429
igba otutu,winterbreak,joy,0.429
gbigbe siwaju,movingforward,joy,0.429
ore,buddy,joy,0.427
isokan,oneness,joy,0.426
ibowo,reverence,joy,0.424
ejaculation,ejaculation,joy,0.424
awọn nkan isere,thelittlethings,joy,0.424
awọn orin,carols,joy,0.424
amin,amen,joy,0.424
ni ilera,healthful,joy,0.424
medal,medal,joy,0.424
unconstrained,unconstrained,joy,0.424
alailẹgbẹ,unsurpassed,joy,0.424
fitila,candlelight,joy,0.424
simfoni,symphony,joy,0.422
idakẹjẹ,calmness,joy,0.422
lml,lml,joy,0.422
wulo,helpful,joy,0.422
ipari ẹkọ,graduation,joy,0.422
irorun,ease,joy,0.422
agbara,energy,joy,0.422
orin,musical,joy,0.422
lailewu,safe,joy,0.422
frisky,frisky,joy,0.422
sledding,sledding,joy,0.422
oro,wealth,joy,0.422
didan,glitter,joy,0.422
awọn ibẹrẹ,beginnings,joy,0.422
ìlera,soundness,joy,0.421
nostress,nostress,joy,0.421
ileri,promise,joy,0.415
tun pade,reunite,joy,0.414
igbala,salvation,joy,0.412
iya,mother,joy,0.412
ewi,poems,joy,0.412
tàn,lighten,joy,0.409
Lafenda,lavender,joy,0.409
aromatherapy,aromatherapy,joy,0.409
ifilọlẹ,inauguration,joy,0.409
irin -ajo,travel,joy,0.409
oniye,clown,joy,0.409
sọ di mimọ,purify,joy,0.409
alaimo,immaculate,joy,0.409
alanu,charity,joy,0.406
edun okan,wishing,joy,0.406
larada,heal,joy,0.406
gbe,live,joy,0.406
irawo,star,joy,0.406
ẹlẹgbẹ,companion,joy,0.406
awọn ododo,flowers,joy,0.406
owo,cash,joy,0.406
ipari,completing,joy,0.406
anfani,opportune,joy,0.406
owo oya,income,joy,0.403
ọkàn,soul,joy,0.401
munchies,munchies,joy,0.4
ti ko le sapejuwe,indescribable,joy,0.397
itesiwaju,progress,joy,0.397
ominira,emancipation,joy,0.397
tunu,calm,joy,0.394
pikiniki,picnic,joy,0.394
igbo,hammock,joy,0.394
ariwo,rhythmical,joy,0.394
isọgba,equality,joy,0.394
papo,together,joy,0.394
igba ewe,childhood,joy,0.394
kikun,fullness,joy,0.394
onítara,zealous,joy,0.393
sinima,movies,joy,0.393
eda eniyan,humanity,joy,0.391
ibi -iṣere,playground,joy,0.391
irawọ,starry,joy,0.391
ọlọrọ,affluence,joy,0.391
ti o nilari,meaningful,joy,0.391
seresere,adventures,joy,0.391
akorin,choir,joy,0.391
igbona,warms,joy,0.391
nkan kekere,littlethings,joy,0.391
rere,auspicious,joy,0.391
goofy,goofy,joy,0.391
idari,gesture,joy,0.387
ohun tio wa,shopping,joy,0.382
ẹjẹ,vow,joy,0.382
ọlọgbọn,witty,joy,0.382
idapo,communion,joy,0.379
ijosin,worship,joy,0.379
gbigbọn,vibes,joy,0.379
fo,jump,joy,0.379
ibowo,reverend,joy,0.377
iriri,experience,joy,0.375
kun,full,joy,0.375
itungbepapo,reunion,joy,0.375
nyara,rising,joy,0.375
irapada,redeemed,joy,0.375
odo,youth,joy,0.375
ayedero,simplicity,joy,0.375
ilosiwaju,advance,joy,0.375
ibaṣepọ,courtship,joy,0.375
iwoye,scenic,joy,0.375
awọn ẹmi,spirits,joy,0.375
etikun,beaches,joy,0.375
orin iyin,hymn,joy,0.375
aladun,sonorous,joy,0.375
ayọ,mirth,joy,0.375
oto,unique,joy,0.375
ailegbagbe,unforgettable,joy,0.375
baptisi,baptismal,joy,0.368
ajọṣepọ,alliance,joy,0.368
fifunni,grant,joy,0.366
imọlẹ oṣupa,moonlight,joy,0.364
mu dara,improve,joy,0.364
ilaja,conciliation,joy,0.364
funfun,pure,joy,0.364
mimo,sanctification,joy,0.364
ojulowo,authentic,joy,0.364
ọmọ ologbo,kitten,joy,0.364
awọn ilọsiwaju,improves,joy,0.364
ipadanu iwuwo,weightloss,joy,0.362
raspberries,raspberries,joy,0.36
kikojọ,listenting,joy,0.359
pipe,proficiency,joy,0.359
isoji,revival,joy,0.359
sọ di mímọ̀,sanctify,joy,0.359
iṣootọ,fidelity,joy,0.359
ẹlẹya,jest,joy,0.359
tinsel,tinsel,joy,0.359
rilara,feeling,joy,0.359
ominira,independent,joy,0.359
ifọkansin,devotional,joy,0.359
olufunni,giver,joy,0.353
koko,cocoa,joy,0.353
romp,romp,joy,0.348
orin aladun,melody,joy,0.348
akorin,choral,joy,0.348
isọdọkan,unification,joy,0.348
ẹja,dolphin,joy,0.348
ojurere,favor,joy,0.348
ariwo,roaring,joy,0.348
kọja,exceed,joy,0.348
idi,purpose,joy,0.348
itusile,deliverance,joy,0.348
hotyoga,hotyoga,joy,0.347
thx,thx,joy,0.344
oju opopona,roadtrip,joy,0.344
kiddos,kiddos,joy,0.344
eekanna,manicure,joy,0.344
newstart,newstart,joy,0.344
ọjọ,date,joy,0.344
atinuwa,voluptuous,joy,0.344
hedonism,hedonism,joy,0.344
ògo,pledge,joy,0.344
kukisi,cookies,joy,0.344
eso,fruits,joy,0.344
itanna,electric,joy,0.344
iṣẹ -ṣiṣe,nowork,joy,0.344
onirẹlẹ,humble,joy,0.344
gbajumọ,celebrity,joy,0.342
ilu,rhythm,joy,0.338
iyawo,bridesmaid,joy,0.338
ọranyan,obliging,joy,0.333
owurọ,dawn,joy,0.333
wíwo,gazing,joy,0.333
ojo egbon,snowday,joy,0.333
atunse,edification,joy,0.333
onimọran,connoisseur,joy,0.333
alabaṣepọ,partner,joy,0.333
spa,spa,joy,0.333
kọfi,coffee,joy,0.333
atunse,renovation,joy,0.333
ọgba,garden,joy,0.333
faramọ,familiarity,joy,0.333
ounje,foodie,joy,0.331
muṣiṣẹpọ,synchronize,joy,0.329
pedicure,pedicure,joy,0.328
noregrets,noregrets,joy,0.328
ifisere,hobby,joy,0.328
aforiji,amnesty,joy,0.328
otitọ,true,joy,0.328
ariwo,chirping,joy,0.328
Psalm,psalm,joy,0.328
eniyan mimo,saint,joy,0.328
iwosan,healing,joy,0.328
ipọnju,tribulation,joy,0.328
karol,carol,joy,0.328
isinmi,respite,joy,0.324
atunse,restorative,joy,0.318
awọn ibatan,cousins,joy,0.318
ìdárayá,recreational,joy,0.318
mellow,mellow,joy,0.318
ọlẹ,lazyday,joy,0.318
awọn alailẹgbẹ,classics,joy,0.318
ilaja,reconciliation,joy,0.316
Esin,pony,joy,0.312
nilo pupọ,muchneeded,joy,0.312
imularada,recovery,joy,0.312
presto,presto,joy,0.312
amọdaju,fitness,joy,0.312
tan imọlẹ,relight,joy,0.312
itesiwaju,progression,joy,0.312
iṣẹ ọnà,crafts,joy,0.312
adehun,deal,joy,0.312
igbo,woods,joy,0.312
oluwa,lord,joy,0.312
ile ere,playhouse,joy,0.312
sita,sterling,joy,0.312
Iwọoorun,sunset,joy,0.312
ogbon,wisdom,joy,0.312
alagbara,superman,joy,0.312
àdàbà,dove,joy,0.312
ngbe,living,joy,0.312
rọrun,simplify,joy,0.312
ilọsiwaju,improvement,joy,0.309
ìkókó,infant,joy,0.309
idariji,absolution,joy,0.306
ooto,honest,joy,0.303
mulẹ,established,joy,0.303
àsè,banquet,joy,0.303
ailopin,endless,joy,0.303
iseona,decorating,joy,0.303
rọra,gently,joy,0.303
pese,providing,joy,0.3
afẹfẹ,breeze,joy,0.297
ifẹkufẹ,yearning,joy,0.297
awada,joker,joy,0.297
ikore,harvest,joy,0.297
feat,feat,joy,0.297
inawo,spending,joy,0.297
ohun akiyesi,notable,joy,0.297
temi,mine,joy,0.297
àṣàrò,meditating,joy,0.297
ina,light,joy,0.297
arakunrin,fraternal,joy,0.297
jẹjẹ,softly,joy,0.297
iwa,morals,joy,0.297
ẹmí,spiritual,joy,0.297
Idagba,growth,joy,0.297
lilọ kiri,strolling,joy,0.297
lounging,lounging,joy,0.297
quaint,quaint,joy,0.297
itara,fervor,joy,0.295
oluyọọda,volunteer,joy,0.294
awọn agbasọ,quotes,joy,0.294
agbẹbi,midwife,joy,0.288
jèrè,gain,joy,0.288
hippie,hippie,joy,0.288
psalmu,psalms,joy,0.288
ṣẹda,create,joy,0.288
awọn orisun,resources,joy,0.288
taoism,taoism,joy,0.288
gba,receiving,joy,0.287
òkun,ocean,joy,0.286
lsd,lsd,joy,0.286
egbon yinyin,snowfall,joy,0.286
irinse,hiking,joy,0.283
ijaya,truce,joy,0.281
tositi,toast,joy,0.281
alawọ ewe,evergreen,joy,0.281
ariwo,buzzing,joy,0.281
ailopin,infinity,joy,0.281
lododo,candid,joy,0.281
sinmi,unwind,joy,0.281
nlo,destination,joy,0.281
biba,chill,joy,0.281
sinmi,rested,joy,0.281
venerable,venerable,joy,0.279
ifẹhinti lẹnu iṣẹ,retirement,joy,0.275
iwontunwonsi,balance,joy,0.275
ibudana,fireplace,joy,0.273
ohun mimu,drinks,joy,0.273
buddha,buddha,joy,0.273
olùfọkànsìn,devout,joy,0.273
we,swim,joy,0.273
rapt,rapt,joy,0.273
isanpada,compensate,joy,0.273
sno,snowing,joy,0.271
sublimation,sublimation,joy,0.27
eso,fruity,joy,0.268
Sunday,sunday,joy,0.266
oorun,sun,joy,0.266
irele,humility,joy,0.266
kí,salute,joy,0.266
paragon,paragon,joy,0.266
aworan afọwọya,sketching,joy,0.266
igboya,fortitude,joy,0.266
igbi,waves,joy,0.266
Katidira,cathedral,joy,0.266
Buddism,buddhism,joy,0.266
yoga,yoga,joy,0.266
whim,whim,joy,0.266
iṣẹ -iranṣẹ,ministry,joy,0.266
ise ona,artwork,joy,0.265
niwa,practiced,joy,0.264
mimọ,clean,joy,0.26
ounje,food,joy,0.258
ere idaraya,exercise,joy,0.258
rì bọmi,immerse,joy,0.258
ri,found,joy,0.258
wípé,clarity,joy,0.258
ibamu,fitting,joy,0.258
nṣiṣẹ,running,joy,0.258
Igba Irẹdanu Ewe,autumn,joy,0.254
pàtẹ́wọ́,clap,joy,0.25
afihan,demonstrative,joy,0.25
dada,fit,joy,0.25
bọọlu afẹsẹgba,football,joy,0.25
kigbe,chirp,joy,0.25
tí kò kú,undying,joy,0.25
tó leè ranni,contagious,joy,0.25
igberiko,countryside,joy,0.25
ojojumọ,diary,joy,0.25
agbawi,advocacy,joy,0.25
