word,machine_translation,human_translation,machine_translation_updated
fortuitous,mai yawan amfani,NA,mai yawan amfani
fortuitously,akai-akai,cikin jarunta,cikin jarunta
fortunately,akayi sa'a,cikin sa'a,cikin sa'a
fortune,arziki,NA,arziki
fragrant,mai kamshi,NA,mai kamshi
freed,yantu,NA,yantu
freedoms,yanci,NA,yanci
fresher,sabo ne,NA,sabo ne
freshest,sabo ne,NA,sabo ne
friendliness,abota,NA,abota
frolic,frolic,ran-gadi,ran-gadi
frugal,mai da hankali,NA,mai da hankali
fruitful,hayayyafa,NA,hayayyafa
fulfillment,cikawa,NA,cikawa
futurestic,dan gaba,nan gaba,nan gaba
futuristic,na gaba,NA,na gaba
gaiety,gaiety,raha,raha
gaily,gaily,cikin raha,cikin raha
gainful,riba,NA,riba
gainfully,riba,NA,riba
galore,kamar haka,mai yawa,mai yawa
geekier,geekier,kidahumi,kidahumi
geeky,geeky,kidahumanci,kidahumanci
gem,dutse mai daraja,NA,dutse mai daraja
gems,duwatsu masu daraja,NA,duwatsu masu daraja
generosity,karimci,NA,karimci
generously,karimci,NA,karimci
genius,baiwa,NA,baiwa
gentle,m,nutsatstse,nutsatstse
gentlest,mai ladabi,NA,mai ladabi
genuine,gaske,NA,gaske
gifted,kyauta,Dan baiwa,Dan baiwa
gladden,farin ciki,NA,farin ciki
gladly,da farin ciki,NA,da farin ciki
gladness,murna,NA,murna
gleefully,cikin farin ciki,NA,cikin farin ciki
glimmer,annuri,NA,annuri
glimmering,kyalkyali,NA,kyalkyali
glisten,annuri,NA,annuri
glistening,kyalkyali,NA,kyalkyali
glitter,kyalkyali,NA,kyalkyali
glitz,glitz,mai ado,mai ado
glorify,daukaka,NA,daukaka
gloriously,ɗaukaka,NA,ɗaukaka
glow,haske,NA,haske
glowing,haske,NA,haske
glowingly,da annashuwa,NA,da annashuwa
god-given,allah-ya bashi,baiwar Allah,baiwar Allah
god-send,allah-aika,daga Allah,daga Allah
godlike,mai kama da allah,irin na ubangiji,irin na ubangiji
gold,zinariya,NA,zinariya
golden,zinariya,NA,zinariya
goodly,da kyau,NA,da kyau
goodwill,fatan alheri,NA,fatan alheri
goood,goood,kyau,kyau
gooood,kyau,NA,kyau
gorgeous,na kwazazzabo,kayatacce,kayatacce
gorgeously,kwazazzabo,cikin kasaita,cikin kasaita
graceful,na alheri,NA,na alheri
gracefully,da alheri,NA,da alheri
graciously,da alheri,cikin alheri,cikin alheri
graciousness,alheri,alheri,alheri
grandeur,girma,NA,girma
gratefully,godiya,NA,godiya
gratified,gratified,gamsu,gamsu
gratifies,abubuwan farin ciki,NA,abubuwan farin ciki
gratify,yarda,NA,yarda
gratifying,mai ban sha'awa,NA,mai ban sha'awa
gratifyingly,gratifyingly,cike da sha'awa,cike da sha'awa
gratitude,godiya,NA,godiya
greatness,girma,NA,girma
grin,murmushi,NA,murmushi
groundbreaking,fasa ƙasa,farawa,farawa
guidance,shiriya,NA,shiriya
guiltless,mara laifi,NA,mara laifi
gumption,hauhawa,NA,hauhawa
gush,gush,kwaranya,kwaranya
gusto,farin ciki,NA,farin ciki
gutsy,gutsy,mai farin ciki,mai farin ciki
halcyon,halcyon,abin murna,abin murna
hale,hale,kuzari,kuzari
hallmark,alama,NA,alama
hallmarks,alamomi,NA,alamomi
hallowed,tsarkake,NA,tsarkake
handier,Handier,mai sauki,mai sauki
handily,hannu,mai sauki,mai sauki
hands-down,hannaye-saukar,saukin Kai,saukin Kai
handsome,kyakkyawa,NA,kyakkyawa
handsomely,kyakkyawa,NA,kyakkyawa
handy,m,mai sauki,mai sauki
happier,farin ciki,NA,farin ciki
happily,cikin farin ciki,NA,cikin farin ciki
hard-working,mai aiki tukuru,NA,mai aiki tukuru
harmless,m,mara aibu,mara aibu
harmonious,jitu,NA,jitu
harmoniously,jituwa,NA,jituwa
harmonize,daidaita,NA,daidaita
harmony,jituwa,NA,jituwa
headway,kan hanya,NA,kan hanya
heal,warkar,NA,warkar
healthful,mai lafiya,NA,mai lafiya
hearten,zuciya,NA,zuciya
heartening,mai ban sha'awa,NA,mai ban sha'awa
heartily,da zuciya,NA,da zuciya
heartwarming,mai sanyaya zuciya,NA,mai sanyaya zuciya
helped,taimaka,NA,taimaka
heroically,gwarzo,NA,gwarzo
heroine,jaruma,NA,jaruma
heroize,jaruntaka,NA,jaruntaka
heros,heros,ya na jarumta,ya na jarumta
high-quality,mai inganci,NA,mai inganci
high-spirited,mai-ruhi,NA,mai-ruhi
holy,mai tsarki,NA,mai tsarki
homage,girmamawa,NA,girmamawa
honesty,gaskiya,NA,gaskiya
honorable,mai daraja,NA,mai daraja
hooray,hooray,wayyo dadi,wayyo dadi
hospitable,m,mai karamci,mai karamci
hot,zafi,NA,zafi
hotcake,hotcake,mai kasuwa,mai kasuwa
hotcakes,hotkakes,yana sayarwa,yana sayarwa
hottest,mafi zafi,NA,mafi zafi
humane,mutumtaka,NA,mutumtaka
humble,mai tawali'u,NA,mai tawali'u
humility,tawali'u,NA,tawali'u
humorously,cikin raha,NA,cikin raha
ideal,manufa,NA,manufa
idealize,daidaita,NA,daidaita
ideally,fi dacewa,NA,fi dacewa
idol,gunki,NA,gunki
idolize,shirka,NA,shirka
idolized,shirka,NA,shirka
idyllic,idyllic,mai matukar farin ciki,mai matukar farin ciki
illuminate,haskaka,NA,haskaka
illuminati,illuminati,kungiyar asiri,kungiyar asiri
illuminating,mai haskakawa,NA,mai haskakawa
illumine,rashin lafiya,NA,rashin lafiya
illustrious,mai haske,NA,mai haske
ilu,ilu,Ina son ka,Ina son ka
imaculate,kwaikwayon,NA,kwaikwayon
imaginative,mai hasashe,NA,mai hasashe
immaculate,m,tsaf-tsaf,tsaf-tsaf
immaculately,immaculately,a tsaftace,a tsaftace
immense,babba,NA,babba
impartial,rashin son kai,NA,rashin son kai
impartiality,rashin son kai,NA,rashin son kai
impartially,rashin nuna bambanci,NA,rashin nuna bambanci
impassioned,m,rashin son kai,rashin son kai
impeccable,impeccable,mara aibu,mara aibu
impeccably,impeccably,rashin aibu,rashin aibu
impressively,burgewa,NA,burgewa
impressiveness,burgewa,NA,burgewa
improvements,inganta,NA,inganta
incredible,m,wuyar yarda,wuyar yarda
incredibly,mai wuce yarda,NA,mai wuce yarda
indebted,bashi,NA,bashi
individualized,keɓaɓɓe,NA,keɓaɓɓe
indulgence,sha'awa,NA,sha'awa
indulgent,mai yawan sha'awa,NA,mai yawan sha'awa
industrious,mai ƙwazo,NA,mai ƙwazo
inestimable,inestimable,wuyar kayyadewa,wuyar kayyadewa
inestimably,inestimably,wuyar kayyadewa,wuyar kayyadewa
inexpensive,m,rashin tsada,rashin tsada
infallibility,rashin kuskure,NA,rashin kuskure
infallible,ma'asumi,NA,ma'asumi
infallibly,ma'asumi,NA,ma'asumi
ingenious,wayo,NA,wayo
ingeniously,cikin dabara,NA,cikin dabara
ingenuity,dabara,NA,dabara
ingenuous,wayo,NA,wayo
ingenuously,cikin dabara,NA,cikin dabara
innocuous,mara laifi,NA,mara laifi
inpressed,shigarwa,jin iyawa,jin iyawa
insightful,mai hankali,NA,mai hankali
insightfully,basira,NA,basira
instantly,nan take,NA,nan take
instructive,mai koyarwa,NA,mai koyarwa
instrumental,kayan aiki,NA,kayan aiki
integral,na game,NA,na game
integrated,hadedde,NA,hadedde
intelligence,hankali,NA,hankali
intelligible,fahimta,NA,fahimta
intimacy,kusanci,NA,kusanci
intimate,m,na kusa,na kusa
intrigue,makirci,NA,makirci
intriguing,m,makirci,makirci
intriguingly,mai ban sha'awa,NA,mai ban sha'awa
intuitive,ilhama,NA,ilhama
invaluable,m,mara kima,mara kima
invaluablely,invaluablely,cikin kaskanci,cikin kaskanci
inventive,inventive,mai kirkira,mai kirkira
invigorate,kuzari,NA,kuzari
invigorating,kuzari,NA,kuzari
invincibility,rashin nasara,NA,rashin nasara
inviolable,mara iyaka,NA,mara iyaka
inviolate,hana aiki,NA,hana aiki
irreplaceable,ba za'a iya maye gurbinsu ba,NA,ba za'a iya maye gurbinsu ba
irreproachable,wanda ba a iya sanshi ba,NA,wanda ba a iya sanshi ba
irresistibly,mara hanawa,wanda ba a bari,wanda ba a bari
issue-free,ba matsala,NA,ba matsala
jaw-droping,jaw-jaw,mai ban mamaki,mai ban mamaki
jaw-dropping,jaw-faduwa,mai ban mamaki,mai ban mamaki
jollify,santala,yin murna,yin murna
joyously,cikin farin ciki,NA,cikin farin ciki
jubilantly,jubilantly,cikin farin ciki,cikin farin ciki
jubilate,jubilate,farin ciki,farin ciki
jubilation,jubilation,farin ciki,farin ciki
jubiliant,jubiliant,na farin ciki,na farin ciki
judicious,mai hankali,NA,mai hankali
justly,dai dai,NA,dai dai
keenly,a hankali,NA,a hankali
keenness,son kai,NA,son kai
kid-friendly,yaro-m,mai faran-faran da yara,mai faran-faran da yara
kindliness,kirki,NA,kirki
kindly,mai kirki,NA,mai kirki
kindness,alheri,NA,alheri
knowledgeable,ilmi,masani,masani
large-capacity,manyan-damar,mai dauka da yawa,mai dauka da yawa
laud,yabo,NA,yabo
laudable,abin yabo,NA,abin yabo
laudably,laudably,abin yabo,abin yabo
lavish,lavish,mai yalwa,mai yalwa
lavishly,lavishly,mai yalwa,mai yalwa
law-abiding,bin doka,NA,bin doka
lawful,halal,NA,halal
lawfully,ta halal,halattacce,halattacce
lead,jagoranci,NA,jagoranci
leading,jagora,NA,jagora
leads,take kaiwa,yana jagoranta,yana jagoranta
led,jagoranci,NA,jagoranci
legendary,almara,gwarzo,gwarzo
leverage,yin amfani,NA,yin amfani
levity,levity,wasarere,wasarere
liberate,yantu,NA,yantu
liberation,'yanci,NA,'yanci
liberty,yanci,NA,yanci
light-hearted,mai haske,mai saukin zuciya,mai saukin zuciya
lighter,wuta,mai haske,mai haske
likable,wanda ake so,NA,wanda ake so
liking,so,NA,so
lionhearted,mai zuciyar zuciya,mai karfin zuciya,mai karfin zuciya
logical,ma'ana,NA,ma'ana
long-lasting,dadewa,NA,dadewa
lovably,abin kauna,NA,abin kauna
loveliness,soyayya,NA,soyayya
lover,masoyi,NA,masoyi
loves,yana kauna,yana so,yana so
low-cost,maras tsada,NA,maras tsada
low-price,low-price,mai arha,mai arha
low-priced,mai rahusa,NA,mai rahusa
low-risk,ƙananan haɗari,mai karancin hadari,mai karancin hadari
lower-priced,mai rahusa,NA,mai rahusa
lucid,lucid,bayyananne,bayyananne
lucidly,zakaria,wara-wara,wara-wara
luckier,mafi sa'a,NA,mafi sa'a
luckiest,mafi sa'a,mai matukar sa'a,mai matukar sa'a
luckiness,sa'a,NA,sa'a
lucrative,riba,NA,riba
luminous,luminous,mai haskakawa,mai haskakawa
lush,lush,kyau,kyau
luster,haske,NA,haske
lustrous,mai son sha'awa,mai son haskawa,mai son haskawa
luxuriant,na marmari,jin dadi,jin dadi
luxuriate,dadi,NA,dadi
luxurious,na marmari,na jin dadi,na jin dadi
luxuriously,cikin annashuwa,NA,cikin annashuwa
luxury,alatu,NA,alatu
lyrical,waƙa,NA,waƙa
magic,sihiri,NA,sihiri
magical,sihiri,NA,sihiri
magnanimous,girma,NA,girma
magnanimously,magnanancin,mai girma,mai girma
magnificence,girma,NA,girma
magnificent,m,mai girma,mai girma
magnificently,da girma,NA,da girma
majestic,majestic,a cikin jin girma,a cikin jin girma
majesty,girma,NA,girma
manageable,sarrafawa,mai sarrafuwa,mai sarrafuwa
maneuverable,abin motsawa,mai jujjuyuwa,mai jujjuyuwa
marveled,yi mamakin,NA,yi mamakin
marvelled,yi mamakin,NA,yi mamakin
marvellous,ban mamaki,NA,ban mamaki
marvelously,da ban mamaki,NA,da ban mamaki
marvelousness,al'ajabi,NA,al'ajabi
master,maigida,kwararre,kwararre
masterful,gwaninta,NA,gwaninta
masterfully,masterfully,gwaninta,gwaninta
masters,masters,gwanaye,gwanaye
mastery,ƙwarewa,NA,ƙwarewa
matchless,kwatankwacinsa,rashin dacewa,rashin dacewa
maturely,balaga,NA,balaga
maturity,balaga,NA,balaga
memorable,abin tunawa,NA,abin tunawa
merciful,mai jinƙai,NA,mai jinƙai
mercifully,da rahama,NA,da rahama
merit,abin yabo,NA,abin yabo
meritorious,abin yabo,NA,abin yabo
merrily,cikin farin ciki,NA,cikin farin ciki
merriment,abin yabo,NA,abin yabo
merriness,merriness,farin ciki,farin ciki
mesmerize,mai da hankali,daukar hankali,daukar hankali
mesmerized,merarfafawa,jan hankali,jan hankali
mesmerizes,mesmerizes,yana Jan hankali,yana Jan hankali
mesmerizing,mitar hankali,mai  Jan hankali,mai  Jan hankali
mesmerizingly,mesmerizingly,cikin Jan hankali,cikin Jan hankali
meticulous,mai yawan hankali,NA,mai yawan hankali
meticulously,da hankali,NA,da hankali
mightily,da karfi,NA,da karfi
mighty,mai girma,NA,mai girma
mind-blowing,hankali-hurawa,mai tada hankali,mai tada hankali
miracles,mu'ujizai,mu'ujizozi,mu'ujizozi
miraculous,banmamaki,NA,banmamaki
miraculously,ta hanyar mu'ujiza,NA,ta hanyar mu'ujiza
miraculousness,banmamaki,mai mu'ujiza,mai mu'ujiza
modern,zamani,NA,zamani
modest,suna fadin,kwantar da kai,kwantar da kai
modesty,filako,tawali'u,tawali'u
momentous,muhimmanci,NA,muhimmanci
monumental,abin tunawa,NA,abin tunawa
monumentally,abin tunawa,NA,abin tunawa
morality,halin kirki,NA,halin kirki
multi-purpose,Multi-manufa,mai yawan manufofi,mai yawan manufofi
navigable,Na'urar bincike,mai zurfi,mai zurfi
neat,m,kyau,kyau
neatest,mafi kyau,NA,mafi kyau
neatly,da kyau,NA,da kyau
nicely,da kyau,NA,da kyau
nicer,mafi kyau,NA,mafi kyau
nicest,mafi kyau,NA,mafi kyau
nimble,nimble,zafin nama,zafin nama
nobly,daraja,NA,daraja
noiseless,ba amo,mara amo,mara amo
non-violence,ba tashin hankali,mara tashin hankali,mara tashin hankali
non-violent,ba tashin hankali,NA,ba tashin hankali
notably,musamman,muhimmi,muhimmi
noteworthy,abin lura,NA,abin lura
nourish,ciyar da abinci,NA,ciyar da abinci
nourishing,m,cimaka,cimaka
nourishment,abinci,NA,abinci
novelty,sabon abu,NA,sabon abu
nurturing,nurtarwa,kulawa,kulawa
oasis,zango,NA,zango
obsession,NA,shagala,shagala
obsessions,shagaltarwa,NA,shagaltarwa
obtainable,wanda za'a iya samu,NA,wanda za'a iya samu
openly,a bayyane,NA,a bayyane
openness,budewa,NA,budewa
optimal,mafi kyau duka,NA,mafi kyau duka
opulent,wadata,NA,wadata
orderly,tsari,NA,tsari
originality,asali,NA,asali
outdo,wucewa,NA,wucewa
outdone,wucewa,NA,wucewa
outperform,fiye da yadda aka saba,NA,fiye da yadda aka saba
outperformed,aka fi sani,wuce kima,wuce kima
outperforming,sama da cikawa,wuce kima,wuce kima
outperforms,mafi kyau,fiye da yadda  ake yi,fiye da yadda  ake yi
outshine,fita waje,fin haskakawa,fin haskakawa
outshone,na waje,fin haskakawa,fin haskakawa
outsmart,waje,fin wayewa,fin wayewa
outstandingly,a tsaye,fitattace,fitattace
outstrip,wucewa,NA,wucewa
outwit,outwit,fin wayo,fin wayo
ovation,ovation,taron biki,taron biki
overtake,riske,wuce,wuce
overtaken,wucewa,wucewa,wucewa
overtakes,wucewa,ya wuce,ya wuce
overtaking,wucewa,wucewa,wucewa
overtook,ya riske,wuce,wuce
overture,wucewa,NA,wucewa
pain-free,mara zafi,NA,mara zafi
painless,m,mara ciwo,mara ciwo
painlessly,ba tare da jin zafi ba,NA,ba tare da jin zafi ba
palatial,sarauta,gidan fada,gidan fada
pamper,lele,shagwaba,shagwaba
pampered,laulayi,shagwaba,shagwaba
pamperedly,cikin nutsuwa,cikin shagwaba,cikin shagwaba
pamperedness,ciwon mara,shagwabawa,shagwabawa
pampers,yan leken asiri,yana shagwaba,yana shagwaba
panoramic,panoramic,mai fadi,mai fadi
paramount,mafi muhimmanci,NA,mafi muhimmanci
passion,sha'awar,NA,sha'awar
passionately,cikin sha'awa,NA,cikin sha'awa
patience,haƙuri,NA,haƙuri
patient,mai haƙuri,NA,mai haƙuri
patiently,da haƙuri,NA,da haƙuri
patriot,mai kishin kasa,NA,mai kishin kasa
patriotic,mai kishin kasa,NA,mai kishin kasa
peaceable,mai son zaman lafiya,NA,mai son zaman lafiya
peacekeepers,sojojin kiyaye zaman lafiya,masu tabbatar da zaman lafiya,masu tabbatar da zaman lafiya
peach,peach,abin so,abin so
peerless,mara kyau,NA,mara kyau
pep,pep,kuzari,kuzari
pepped,pepped,kuzari,kuzari
pepping,pepping,karsashi,karsashi
peppy,peppy,mai karsashi,mai karsashi
peps,peps,ya zaburar,ya zaburar
perfection,kamala,cika,cika
permissible,halatta,NA,halatta
perseverance,jajircewa,NA,jajircewa
persevere,ka dage,NA,ka dage
personages,kulawa,NA,kulawa
personalized,keɓaɓɓe,NA,keɓaɓɓe
phenomenal,abin mamaki,NA,abin mamaki
phenomenally,abin mamaki,NA,abin mamaki
piety,taƙawa,NA,taƙawa
pinnacle,pinnacle,karshen nasara,karshen nasara
playfully,wasa,NA,wasa
pleasantly,da farin ciki,NA,da farin ciki
pleases,so,NA,so
pleasing,m,mai dadi,mai dadi
pleasingly,da yarda,dadin rai,dadin rai
pleasurable,m,mai dadi,mai dadi
pleasurably,gamsarwa,NA,gamsarwa
plentiful,yalwatacce,NA,yalwatacce
pluses,ƙari,NA,ƙari
plush,ƙari,NA,ƙari
plusses,kari,NA,kari
poetic,waka,NA,waka
poeticize,rubutattun wakoki,NA,rubutattun wakoki
poignant,mai zafi,NA,mai zafi
poise,ji daɗi,kintsatstse,kintsatstse
poised,a shirye,a kintse,a kintse
polished,goge,NA,goge
polite,ladabi,NA,ladabi
politeness,ladabi,NA,ladabi
portable,šaukuwa,sauki,sauki
posh,posh,kwalisa,kwalisa
positives,tabbatacce,NA,tabbatacce
powerfully,da iko,NA,da iko
praiseworthy,abin yabo,NA,abin yabo
pre-eminent,pre-mashahuri,mashahuri,mashahuri
precious,mai daraja,NA,mai daraja
precise,madaidaici,NA,madaidaici
precisely,daidai,NA,daidai
preeminent,fifiko,NA,fifiko
prefer,fi so,NA,fi so
preferable,fin fin so,zababbe,zababbe
preferably,zai fi dacewa,NA,zai fi dacewa
prefered,aka fi so,NA,aka fi so
preferes,fifita,ya fi son,ya fi son
preferring,fifikon,NA,fifikon
prefers,ya fi so,NA,ya fi so
premier,firamare,mafi muhimmanci,mafi muhimmanci
prestige,martaba,NA,martaba
prestigious,martaba,mai martaba,mai martaba
prettily,prettily,a kayace,a kayace
priceless,m,mara farashi,mara farashi
pride,girman kai,NA,girman kai
principled,mai ka'ida,NA,mai ka'ida
privilege,gata,NA,gata
prize,kyauta,NA,kyauta
problem-free,ba matsala,mara matsala,mara matsala
problem-solver,mai warware matsala,mai warware matsala,mai warware matsala
prodigious,karin bayani,babba,babba
prodigiously,zakaria,cikin girma,cikin girma
prodigy,Karin bayani,dan baiwa,dan baiwa
productive,m,mai amfani,mai amfani
productively,mai amfani,NA,mai amfani
proficient,gwaninta,NA,gwaninta
proficiently,da gwaninta,NA,da gwaninta
profound,bayyananne,NA,bayyananne
profoundly,bayyananne,NA,bayyananne
profuse,wadatar,NA,wadatar
profusion,profusion,mai yawa,mai yawa
progressive,ci gaba,NA,ci gaba
prolific,wadata,NA,wadata
prominence,shahara,NA,shahara
promising,alamar rahama,abin dogaro,abin dogaro
promoter,mai talla,NA,mai talla
prompt,da sauri,NA,da sauri
promptly,da sauri,NA,da sauri
proper,dace,NA,dace
properly,yadda ya kamata,NA,yadda ya kamata
propitious,mai ladabi,NA,mai ladabi
propitiously,propitiously,cikin ladabi,cikin ladabi
pros,ribobi,dalilai,dalilai
prosper,ci gaba,NA,ci gaba
prosperity,wadata,NA,wadata
prospros,prospros,wadatacce,wadatacce
protection,kariya,NA,kariya
protective,m,abin karewa,abin karewa
proven,ya tabbatar,tabbatar,tabbatar
proves,ya tabbatar,yana tabbatarwa,yana tabbatarwa
providence,azurtawa,NA,azurtawa
proving,tabbatar,NA,tabbatar
prowess,ƙarfin hali,NA,ƙarfin hali
prudence,hankali,NA,hankali
prudent,mai hankali,NA,mai hankali
prudently,cikin hankali,NA,cikin hankali
punctual,a kan lokaci,NA,a kan lokaci
pure,tsarkakakke,NA,tsarkakakke
purify,tsarkakewa,NA,tsarkakewa
purposeful,ma'ana,NA,ma'ana
quaint,quaint,mai fara'a,mai fara'a
qualified,cancanta,NA,cancanta
qualify,cancanta,NA,cancanta
quicker,da sauri,NA,da sauri
quiet,shiru,NA,shiru
quieter,ya fi shuru,shiru,shiru
radiance,annuri,NA,annuri
radiant,annuri,NA,annuri
rapid,m,sauri,sauri
rapport,yarjejeniya,NA,yarjejeniya
rapt,fyaɗe,maida hankali,maida hankali
raptureous,fyaucewa,mai  jin dadi,mai  jin dadi
raptureously,fyaucewa,mai jin dadi,mai jin dadi
rapturously,syedayewa,mai matukar annashuwa,mai matukar annashuwa
rational,m,dacewa,dacewa
razor-sharp,reza-kaifi,kaifin reza,kaifin reza
reachable,za'a iya kaiwa,cimma gaci,cimma gaci
readable,wanda za'a iya karantawa,NA,wanda za'a iya karantawa
readily,a sauƙaƙe,a shirye,a shirye
ready,shirye,NA,shirye
reaffirm,sake tabbatarwa,NA,sake tabbatarwa
reaffirmation,sake tabbatarwa,NA,sake tabbatarwa
realistic,idon basira,NA,idon basira
realizable,realizable,ankararre,ankararre
reasonable,mai hankali,NA,mai hankali
reasonably,mai ma'ana,NA,mai ma'ana
reasoned,dalili,NA,dalili
reassurance,tabbaci,kuma tabbatarwa,kuma tabbatarwa
receptive,mai karɓa,NA,mai karɓa
reclaim,kwato,NA,kwato
recomend,sakayya,yaba,yaba
recommendation,shawarwarin,yabawa,yabawa
recommendations,shawarwari,yabawa,yabawa
reconcile,sulhu,NA,sulhu
reconciliation,sulhu,NA,sulhu
record-setting,rikodin-saitin,kafa tarihi,kafa tarihi
recover,warke,NA,warke
recovery,dawowa,NA,dawowa
rectification,gyara,NA,gyara
rectify,gyara,NA,gyara
rectifying,gyara,NA,gyara
redeem,fanshe,NA,fanshe
redeeming,fansa,NA,fansa
redemption,fansa,NA,fansa
refine,tata,NA,tata
refined,tace,NA,tace
refinement,tsaftacewa,NA,tsaftacewa
reform,gyara,NA,gyara
reformed,gyara,NA,gyara
reforming,gyarawa,NA,gyarawa
reforms,sake fasalin,yana sauya fasali,yana sauya fasali
refresh,shakatawa,NA,shakatawa
refreshed,wartsake,NA,wartsake
refreshing,shakatawa,NA,shakatawa
refund,maida,NA,maida
refunded,biya,sake biya,sake biya
regal,mulki,NA,mulki
regally,rajista,NA,rajista
regard,la'akari,NA,la'akari
rejoicingly,farin ciki,NA,farin ciki
rejuvenate,sabuntawa,NA,sabuntawa
rejuvenated,sabuntawa,NA,sabuntawa
rejuvenating,sake sabuntawa,NA,sake sabuntawa
relent,juya baya,NA,juya baya
reliable,abin dogara,NA,abin dogara
reliably,abin dogaro,NA,abin dogaro
relief,taimako,sauki,sauki
relish,murna,NA,murna
remarkably,yadda ya kamata,NA,yadda ya kamata
remedy,magani,NA,magani
remission,gafartawa,NA,gafartawa
remunerate,biya,NA,biya
renaissance,farkawa,NA,farkawa
renewed,sabunta,NA,sabunta
renown,sananne,NA,sananne
renowned,mashahuri,NA,mashahuri
replaceable,maye gurbin,NA,maye gurbin
reputable,mutunci,mai mutunci,mai mutunci
reputation,suna,kima,kima
resilient,juriya,NA,juriya
resound,sake amsawa,matukar tsari,matukar tsari
resounding,resounding,matukar tsari,matukar tsari
resourceful,m,mai amfani da yawa,mai amfani da yawa
resourcefulness,kayan aiki,NA,kayan aiki
respect,girmamawa,NA,girmamawa
respectable,mai martaba,NA,mai martaba
respectful,girmamawa,NA,girmamawa
respectfully,cikin girmamawa,NA,cikin girmamawa
respite,jinkirta,NA,jinkirta
resplendent,mai girma,NA,mai girma
responsibly,alhakin,a nitse,a nitse
restructure,sake fasali,NA,sake fasali
restructured,sake fasalin,NA,sake fasalin
restructuring,sake gyarawa,NA,sake gyarawa
retractable,retractable,sake yiwuwa,sake yiwuwa
revel,yi murna,NA,yi murna
revelation,wahayi,NA,wahayi
revere,girmamawa,NA,girmamawa
reverence,girmamawa,NA,girmamawa
reverent,girmamawa,NA,girmamawa
reverently,girmamawa,NA,girmamawa
revitalize,sake farfadowa,NA,sake farfadowa
revival,Tarurrukan,sake tayarwa,sake tayarwa
revolutionary,mai neman sauyi,NA,mai neman sauyi
revolutionize,canzawa,NA,canzawa
revolutionized,canzawa,NA,canzawa
revolutionizes,canzawa,NA,canzawa
rewardingly,lada,cike da lada,cike da lada
richer,wadata,wadatacce,wadatacce
richly,da arziki,NA,da arziki
richness,arziki,NA,arziki
right,dama,NA,dama
righten,daidaita,NA,daidaita
righteous,masu adalci,mai adalci,mai adalci
righteously,adalci,cike da adalci,cike da adalci
righteousness,adalci,NA,adalci
rightful,mai gaskiya,NA,mai gaskiya
rightfully,daidai,NA,daidai
rightly,daidai,NA,daidai
rightness,daidai,NA,daidai
risk-free,rashin haɗari,NA,rashin haɗari
rock-star,dutsen tauraruwa,mashahurin makadi,mashahurin makadi
rock-stars,taurari-taurari,mashahurin mawaki,mashahurin mawaki
rockstar,tauraron dutse,mashahurin mawaki,mashahurin mawaki
rockstars,duwatsu,mashahuran makada,mashahuran makada
romantic,na soyayya,NA,na soyayya
romantically,soyayya,NA,soyayya
romanticize,soyayyar,NA,soyayyar
roomier,mai daki,NA,mai daki
roomy,na ɗaki,NA,na ɗaki
rosy,Rosy,mai kyan gani,mai kyan gani
sagacity,sagacity,wayewa,wayewa
sagely,sagely,cikin wayewa,cikin wayewa
saint,waliyyi,NA,waliyyi
saintliness,tsarkaka,NA,tsarkaka
saintly,tsarkakakke,NA,tsarkakakke
salutary,salutary,gaisuwa,gaisuwa
salute,sallama,NA,sallama
sane,mai hankali,NA,mai hankali
satisfactorily,gamsarwa,NA,gamsarwa
satisfactory,gamsarwa,NA,gamsarwa
satisfies,gamsarwa,NA,gamsarwa
satisfy,gamsar,NA,gamsar
satisfying,gamsarwa,NA,gamsarwa
satisified,gamsu,NA,gamsu
saver,tanadin,mai tanadi,mai tanadi
savings,tanadi,NA,tanadi
savior,mai ceto,NA,mai ceto
savvy,savvy,kwatanta adalci,kwatanta adalci
scenic,wasan kwaikwayo,NA,wasan kwaikwayo
seamless,sumul,NA,sumul
seasoned,yaji,masanin abubuwa,masanin abubuwa
securely,amintacce,NA,amintacce
selective,mai zaɓe,zababbe,zababbe
self-determination,yanke hukunci kai,yanke hukunci da kai,yanke hukunci da kai
self-respect,girmama kai,NA,girmama kai
self-satisfaction,gamsar da kai,NA,gamsar da kai
self-sufficiency,wadatar kai,NA,wadatar kai
self-sufficient,wadatar kai,NA,wadatar kai
sensation,abin mamaki,NA,abin mamaki
sensational,abin mamaki,NA,abin mamaki
sensationally,abin ban sha'awa,NA,abin ban sha'awa
sensations,majiyai,NA,majiyai
sensible,mai hankali,NA,mai hankali
sensibly,hankali,NA,hankali
sensitive,m,mai ji sosai,mai ji sosai
serenity,nutsuwa,NA,nutsuwa
sharp,kaifi,NA,kaifi
sharper,sharper,mafi kaifi,mafi kaifi
sharpest,kaifi,mai kaifi matuka,mai kaifi matuka
shimmering,shimmering,mai haskawa,mai haskawa
shimmeringly,shimmeringly,cikin haskawa,cikin haskawa
shine,haskaka,NA,haskaka
shiny,mai haske,NA,mai haske
silent,shiru,NA,shiru
simpler,mafi sauki,NA,mafi sauki
simplest,mafi sauki,NA,mafi sauki
simplified,Saukake,NA,Saukake
simplifies,simplifies,ya saukaka,ya saukaka
simplify,sauƙaƙa,NA,sauƙaƙa
simplifying,sauƙaƙe,NA,sauƙaƙe
skill,fasaha,NA,fasaha
skilled,gwani,NA,gwani
